p,group,t,trial_num,rt,correct,cue,flanker_middle_direction,flanker_type,flanker_location,block_duration,stim_duration,exp_stage,key_press,correct_response,full_screen,focus_shifts
11,mt,2,86,472,TRUE,double,right,congruent,up,472,472,test,39,39,TRUE,0
11,mt,2,87,524,TRUE,center,right,congruent,up,524,524,test,39,39,TRUE,0
11,mt,2,88,627,TRUE,center,right,neutral,down,627,627,test,39,39,TRUE,0
11,mt,2,89,323,TRUE,double,right,neutral,up,323,323,test,39,39,TRUE,0
11,mt,2,90,329,TRUE,spatial,right,incongruent,up,329,329,test,39,39,TRUE,0
11,mt,2,91,523,TRUE,nocue,right,neutral,up,523,523,test,39,39,TRUE,0
11,mt,2,92,470,TRUE,double,left,incongruent,up,470,470,test,37,37,TRUE,0
11,mt,2,93,581,TRUE,center,left,neutral,down,581,581,test,37,37,TRUE,0
11,mt,2,94,437,TRUE,spatial,left,congruent,down,437,437,test,37,37,TRUE,0
11,mt,2,96,746,TRUE,center,left,incongruent,up,746,746,test,37,37,TRUE,0
11,mt,2,97,367,TRUE,spatial,right,congruent,up,367,367,test,39,39,TRUE,0
11,mt,2,98,474,TRUE,nocue,right,neutral,up,474,474,test,39,39,TRUE,0
11,mt,2,99,569,TRUE,nocue,left,neutral,up,569,569,test,37,37,TRUE,0
11,mt,2,100,757,TRUE,center,right,incongruent,down,757,757,test,39,39,TRUE,0
11,mt,2,101,433,TRUE,double,left,congruent,up,433,433,test,37,37,TRUE,0
11,mt,2,102,418,TRUE,spatial,right,incongruent,down,418,418,test,39,39,TRUE,0
11,mt,2,103,563,TRUE,center,left,incongruent,down,563,563,test,37,37,TRUE,0
11,mt,2,104,600,TRUE,double,right,congruent,down,600,600,test,39,39,TRUE,0
11,mt,2,105,777,TRUE,center,left,incongruent,up,777,777,test,37,37,TRUE,0
11,mt,2,106,435,TRUE,double,right,congruent,up,435,435,test,39,39,TRUE,0
11,mt,2,107,548,TRUE,nocue,right,neutral,down,548,548,test,39,39,TRUE,0
11,mt,2,108,380,TRUE,spatial,right,neutral,up,380,380,test,39,39,TRUE,0
11,mt,2,109,439,TRUE,center,right,neutral,down,439,439,test,39,39,TRUE,0
11,mt,2,110,434,TRUE,double,right,incongruent,up,434,434,test,39,39,TRUE,0
11,mt,2,111,428,TRUE,center,right,incongruent,up,428,428,test,39,39,TRUE,0
11,mt,2,112,670,TRUE,nocue,left,neutral,down,670,670,test,37,37,TRUE,0
11,mt,2,113,432,TRUE,spatial,right,neutral,down,432,432,test,39,39,TRUE,0
11,mt,2,114,508,TRUE,center,left,congruent,up,508,508,test,37,37,TRUE,0
11,mt,2,115,512,TRUE,double,left,congruent,down,512,512,test,37,37,TRUE,0
11,mt,2,116,346,TRUE,spatial,right,incongruent,up,346,346,test,39,39,TRUE,0
11,mt,2,117,513,TRUE,center,left,congruent,down,513,513,test,37,37,TRUE,0
11,mt,2,118,610,TRUE,center,right,congruent,up,610,610,test,39,39,TRUE,0
11,mt,2,119,728,TRUE,double,right,incongruent,down,728,728,test,39,39,TRUE,0
11,mt,2,120,420,TRUE,spatial,left,incongruent,down,420,420,test,37,37,TRUE,0
11,mt,2,121,605,TRUE,double,left,incongruent,up,605,605,test,37,37,TRUE,0
11,mt,2,122,469,TRUE,nocue,right,incongruent,up,469,469,test,39,39,TRUE,0
11,mt,2,123,419,TRUE,spatial,right,congruent,down,419,419,test,39,39,TRUE,0
11,mt,2,124,621,TRUE,nocue,right,incongruent,down,621,621,test,39,39,TRUE,0
11,mt,2,125,577,TRUE,center,left,neutral,up,577,577,test,37,37,TRUE,0
11,mt,2,126,405,TRUE,spatial,left,congruent,up,405,405,test,37,37,TRUE,0
11,mt,2,127,470,TRUE,double,left,neutral,up,470,470,test,37,37,TRUE,0
11,mt,2,128,602,TRUE,nocue,left,incongruent,down,602,602,test,37,37,TRUE,0
11,mt,2,129,581,TRUE,double,right,neutral,down,581,581,test,39,39,TRUE,0
11,mt,2,130,627,TRUE,nocue,left,congruent,down,627,627,test,37,37,TRUE,0
11,mt,2,131,564,TRUE,nocue,right,congruent,up,564,564,test,39,39,TRUE,0
11,mt,2,132,559,TRUE,nocue,right,congruent,down,559,559,test,39,39,TRUE,0
11,mt,2,133,431,TRUE,spatial,left,congruent,down,431,431,test,37,37,TRUE,0
11,mt,2,134,586,TRUE,spatial,left,neutral,down,586,586,test,37,37,TRUE,0
11,mt,2,135,557,TRUE,double,left,incongruent,down,557,557,test,37,37,TRUE,0
11,mt,2,136,462,TRUE,double,left,neutral,down,462,462,test,37,37,TRUE,0
11,mt,2,137,395,TRUE,spatial,left,incongruent,up,395,395,test,37,37,TRUE,0
11,mt,2,138,503,TRUE,center,left,neutral,down,503,503,test,37,37,TRUE,0
11,mt,2,139,374,TRUE,spatial,left,neutral,up,374,374,test,37,37,TRUE,0
11,mt,2,140,505,TRUE,center,right,neutral,up,505,505,test,39,39,TRUE,0
11,mt,2,141,709,TRUE,center,right,congruent,down,709,709,test,39,39,TRUE,0
11,mt,2,142,554,TRUE,nocue,left,incongruent,up,554,554,test,37,37,TRUE,0
11,mt,2,143,488,TRUE,double,right,neutral,up,488,488,test,39,39,TRUE,0
11,mt,2,144,564,TRUE,nocue,left,congruent,up,564,564,test,37,37,TRUE,0
12,control,1,1,510,TRUE,double,right,incongruent,up,510,510,test,39,39,TRUE,0
12,control,1,2,407,TRUE,double,right,neutral,up,407,407,test,39,39,TRUE,0
12,control,1,3,640,TRUE,spatial,right,congruent,down,640,640,test,39,39,TRUE,0
12,control,1,4,418,TRUE,double,left,congruent,up,418,418,test,37,37,TRUE,0
12,control,1,5,365,TRUE,spatial,right,congruent,up,365,365,test,39,39,TRUE,0
12,control,1,6,696,TRUE,spatial,right,neutral,down,696,696,test,39,39,TRUE,0
12,control,1,7,358,TRUE,spatial,left,congruent,up,358,358,test,37,37,TRUE,0
12,control,1,8,669,TRUE,nocue,left,congruent,up,669,669,test,37,37,TRUE,0
12,control,1,9,618,TRUE,nocue,left,incongruent,up,618,618,test,37,37,TRUE,0
12,control,1,10,720,TRUE,center,left,incongruent,down,720,720,test,37,37,TRUE,0
12,control,1,11,716,TRUE,nocue,right,incongruent,up,716,716,test,39,39,TRUE,0
12,control,1,12,672,TRUE,center,right,congruent,up,672,672,test,39,39,TRUE,0
12,control,1,13,580,TRUE,spatial,left,incongruent,down,580,580,test,37,37,TRUE,0
12,control,1,14,494,TRUE,spatial,right,neutral,up,494,494,test,39,39,TRUE,0
12,control,1,15,578,TRUE,nocue,left,neutral,down,578,578,test,37,37,TRUE,0
12,control,1,16,548,TRUE,spatial,left,congruent,down,548,548,test,37,37,TRUE,0
12,control,1,17,611,TRUE,center,right,incongruent,down,611,611,test,39,39,TRUE,0
12,control,1,18,587,TRUE,double,right,incongruent,down,587,587,test,39,39,TRUE,0
12,control,1,19,546,TRUE,nocue,left,congruent,down,546,546,test,37,37,TRUE,0
12,control,1,20,696,TRUE,center,left,congruent,up,696,696,test,37,37,TRUE,0
12,control,1,21,454,TRUE,double,left,neutral,up,454,454,test,37,37,TRUE,0
12,control,1,22,631,TRUE,nocue,left,incongruent,down,631,631,test,37,37,TRUE,0
12,control,1,23,503,TRUE,spatial,right,incongruent,down,503,503,test,39,39,TRUE,0
12,control,1,24,585,TRUE,center,right,neutral,down,585,585,test,39,39,TRUE,0
12,control,1,25,455,TRUE,spatial,left,neutral,down,455,455,test,37,37,TRUE,0
12,control,1,26,610,TRUE,double,left,neutral,down,610,610,test,37,37,TRUE,0
12,control,1,27,558,TRUE,spatial,right,incongruent,up,558,558,test,39,39,TRUE,0
12,control,1,28,716,TRUE,nocue,right,neutral,up,716,716,test,39,39,TRUE,0
12,control,1,29,548,TRUE,nocue,left,neutral,up,548,548,test,37,37,TRUE,0
12,control,1,30,583,TRUE,center,right,congruent,down,583,583,test,39,39,TRUE,0
12,control,1,31,509,TRUE,nocue,right,neutral,down,509,509,test,39,39,TRUE,0
12,control,1,32,413,TRUE,spatial,left,neutral,up,413,413,test,37,37,TRUE,0
12,control,1,33,503,TRUE,double,right,congruent,up,503,503,test,39,39,TRUE,0
12,control,1,34,504,TRUE,center,left,congruent,down,504,504,test,37,37,TRUE,0
12,control,1,35,516,TRUE,center,left,neutral,up,516,516,test,37,37,TRUE,0
12,control,1,36,520,TRUE,center,left,incongruent,up,520,520,test,37,37,TRUE,0
12,control,1,37,517,TRUE,center,left,neutral,down,517,517,test,37,37,TRUE,0
12,control,1,38,501,TRUE,double,left,incongruent,down,501,501,test,37,37,TRUE,0
12,control,1,39,472,TRUE,double,left,incongruent,up,472,472,test,37,37,TRUE,0
12,control,1,40,537,TRUE,double,left,congruent,down,537,537,test,37,37,TRUE,0
12,control,1,41,659,TRUE,double,right,congruent,down,659,659,test,39,39,TRUE,0
12,control,1,42,610,TRUE,nocue,right,congruent,up,610,610,test,39,39,TRUE,0
12,control,1,43,684,TRUE,nocue,right,congruent,down,684,684,test,39,39,TRUE,0
12,control,1,44,645,TRUE,nocue,right,incongruent,down,645,645,test,39,39,TRUE,0
12,control,1,45,567,TRUE,center,right,incongruent,up,567,567,test,39,39,TRUE,0
12,control,1,46,518,TRUE,spatial,left,incongruent,up,518,518,test,37,37,TRUE,0
12,control,1,47,573,TRUE,double,right,neutral,down,573,573,test,39,39,TRUE,0
12,control,1,48,539,TRUE,center,right,neutral,up,539,539,test,39,39,TRUE,0
12,control,1,49,515,TRUE,center,right,congruent,down,515,515,test,39,39,TRUE,0
12,control,1,50,379,TRUE,spatial,right,congruent,down,379,379,test,39,39,TRUE,0
12,control,1,51,737,TRUE,nocue,right,incongruent,up,737,737,test,39,39,TRUE,0
12,control,1,52,441,TRUE,spatial,left,incongruent,up,441,441,test,37,37,TRUE,0
12,control,1,53,540,TRUE,nocue,left,neutral,up,540,540,test,37,37,TRUE,0
12,control,1,54,644,TRUE,center,left,incongruent,down,644,644,test,37,37,TRUE,0
12,control,1,55,756,TRUE,double,right,incongruent,down,756,756,test,39,39,TRUE,0
12,control,1,56,541,TRUE,center,left,neutral,down,541,541,test,37,37,TRUE,0
12,control,1,57,386,TRUE,spatial,right,neutral,up,386,386,test,39,39,TRUE,0
12,control,1,58,597,TRUE,center,left,congruent,up,597,597,test,37,37,TRUE,0
12,control,1,59,457,TRUE,center,left,neutral,up,457,457,test,37,37,TRUE,0
12,control,1,60,609,TRUE,nocue,left,incongruent,down,609,609,test,37,37,TRUE,0
12,control,1,61,614,TRUE,center,right,incongruent,up,614,614,test,39,39,TRUE,0
12,control,1,62,564,TRUE,double,right,neutral,down,564,564,test,39,39,TRUE,0
12,control,1,63,403,TRUE,spatial,left,incongruent,down,403,403,test,37,37,TRUE,0
12,control,1,64,593,TRUE,nocue,left,neutral,down,593,593,test,37,37,TRUE,0
12,control,1,65,453,TRUE,double,left,neutral,up,453,453,test,37,37,TRUE,0
12,control,1,66,547,TRUE,center,left,congruent,down,547,547,test,37,37,TRUE,0
12,control,1,67,549,TRUE,spatial,left,congruent,down,549,549,test,37,37,TRUE,0
12,control,1,68,537,TRUE,spatial,right,incongruent,up,537,537,test,39,39,TRUE,0
12,control,1,69,490,TRUE,spatial,left,neutral,down,490,490,test,37,37,TRUE,0
12,control,1,70,582,TRUE,double,left,neutral,down,582,582,test,37,37,TRUE,0
12,control,1,71,700,TRUE,nocue,right,neutral,down,700,700,test,39,39,TRUE,0
12,control,1,72,455,TRUE,spatial,right,incongruent,down,455,455,test,39,39,TRUE,0
12,control,1,73,601,TRUE,center,left,incongruent,up,601,601,test,37,37,TRUE,0
12,control,1,74,551,TRUE,double,right,congruent,down,551,551,test,39,39,TRUE,0
12,control,1,75,543,TRUE,double,left,congruent,down,543,543,test,37,37,TRUE,0
12,control,1,76,645,TRUE,center,right,incongruent,down,645,645,test,39,39,TRUE,0
12,control,1,77,465,TRUE,double,left,incongruent,down,465,465,test,37,37,TRUE,0
12,control,1,78,665,TRUE,nocue,left,congruent,down,665,665,test,37,37,TRUE,0
12,control,1,79,440,TRUE,spatial,right,congruent,up,440,440,test,39,39,TRUE,0
12,control,1,80,628,TRUE,double,left,incongruent,up,628,628,test,37,37,TRUE,0
12,control,1,81,746,TRUE,nocue,right,incongruent,down,746,746,test,39,39,TRUE,0
12,control,1,82,398,TRUE,spatial,left,neutral,up,398,398,test,37,37,TRUE,0
12,control,1,83,529,TRUE,center,right,congruent,up,529,529,test,39,39,TRUE,0
12,control,1,84,413,TRUE,spatial,left,congruent,up,413,413,test,37,37,TRUE,0
12,control,1,85,617,TRUE,nocue,left,incongruent,up,617,617,test,37,37,TRUE,0
12,control,1,86,639,TRUE,nocue,right,congruent,down,639,639,test,39,39,TRUE,0
12,control,1,87,556,TRUE,center,right,neutral,up,556,556,test,39,39,TRUE,0
12,control,1,88,433,TRUE,double,right,congruent,up,433,433,test,39,39,TRUE,0
12,control,1,89,422,TRUE,nocue,right,congruent,up,422,422,test,39,39,TRUE,0
12,control,1,90,427,TRUE,double,left,congruent,up,427,427,test,37,37,TRUE,0
12,control,1,91,565,TRUE,center,right,neutral,down,565,565,test,39,39,TRUE,0
12,control,1,92,445,TRUE,spatial,right,neutral,down,445,445,test,39,39,TRUE,0
12,control,1,93,696,TRUE,nocue,right,neutral,up,696,696,test,39,39,TRUE,0
12,control,1,94,522,TRUE,double,right,incongruent,up,522,522,test,39,39,TRUE,0
12,control,1,95,454,TRUE,double,right,neutral,up,454,454,test,39,39,TRUE,0
12,control,1,96,615,TRUE,nocue,left,congruent,up,615,615,test,37,37,TRUE,0
12,control,1,97,425,TRUE,spatial,left,neutral,up,425,425,test,37,37,TRUE,0
12,control,1,98,499,TRUE,center,right,neutral,up,499,499,test,39,39,TRUE,0
12,control,1,99,643,TRUE,nocue,right,neutral,down,643,643,test,39,39,TRUE,0
12,control,1,100,427,TRUE,spatial,left,congruent,up,427,427,test,37,37,TRUE,0
12,control,1,101,539,TRUE,center,left,neutral,down,539,539,test,37,37,TRUE,0
12,control,1,102,523,TRUE,spatial,right,incongruent,up,523,523,test,39,39,TRUE,0
12,control,1,103,361,TRUE,spatial,left,congruent,down,361,361,test,37,37,TRUE,0
12,control,1,104,440,TRUE,double,left,neutral,down,440,440,test,37,37,TRUE,0
12,control,1,105,553,TRUE,nocue,left,neutral,up,553,553,test,37,37,TRUE,0
12,control,1,106,404,TRUE,spatial,left,incongruent,down,404,404,test,37,37,TRUE,0
12,control,1,107,560,TRUE,double,left,incongruent,down,560,560,test,37,37,TRUE,0
12,control,1,108,417,TRUE,spatial,right,neutral,up,417,417,test,39,39,TRUE,0
12,control,1,109,468,TRUE,spatial,right,congruent,down,468,468,test,39,39,TRUE,0
12,control,1,111,562,TRUE,center,left,neutral,up,562,562,test,37,37,TRUE,0
12,control,1,112,586,TRUE,center,left,incongruent,down,586,586,test,37,37,TRUE,0
12,control,1,113,614,TRUE,nocue,left,congruent,up,614,614,test,37,37,TRUE,0
12,control,1,114,598,TRUE,nocue,right,incongruent,up,598,598,test,39,39,TRUE,0
12,control,1,115,519,TRUE,center,right,incongruent,up,519,519,test,39,39,TRUE,0
12,control,1,116,570,TRUE,nocue,right,neutral,up,570,570,test,39,39,TRUE,0
12,control,1,117,382,TRUE,spatial,left,neutral,down,382,382,test,37,37,TRUE,0
12,control,1,118,598,TRUE,double,right,neutral,down,598,598,test,39,39,TRUE,0
12,control,1,119,674,TRUE,double,right,congruent,down,674,674,test,39,39,TRUE,0
12,control,1,120,576,TRUE,double,right,congruent,up,576,576,test,39,39,TRUE,0
12,control,1,121,560,TRUE,center,right,congruent,down,560,560,test,39,39,TRUE,0
12,control,1,122,414,TRUE,spatial,right,incongruent,down,414,414,test,39,39,TRUE,0
12,control,1,123,416,TRUE,double,left,congruent,up,416,416,test,37,37,TRUE,0
12,control,1,124,672,TRUE,nocue,left,neutral,down,672,672,test,37,37,TRUE,0
12,control,1,125,619,TRUE,nocue,left,incongruent,down,619,619,test,37,37,TRUE,0
12,control,1,126,414,TRUE,double,left,neutral,up,414,414,test,37,37,TRUE,0
12,control,1,127,392,TRUE,spatial,left,incongruent,up,392,392,test,37,37,TRUE,0
12,control,1,128,442,TRUE,spatial,right,congruent,up,442,442,test,39,39,TRUE,0
12,control,1,129,621,TRUE,nocue,right,congruent,down,621,621,test,39,39,TRUE,0
12,control,1,130,561,TRUE,double,left,incongruent,up,561,561,test,37,37,TRUE,0
12,control,1,131,401,TRUE,spatial,right,neutral,down,401,401,test,39,39,TRUE,0
12,control,1,132,551,TRUE,double,right,incongruent,up,551,551,test,39,39,TRUE,0
12,control,1,133,696,TRUE,nocue,right,incongruent,down,696,696,test,39,39,TRUE,0
12,control,1,134,572,TRUE,center,left,congruent,up,572,572,test,37,37,TRUE,0
12,control,1,135,613,TRUE,double,right,incongruent,down,613,613,test,39,39,TRUE,0
12,control,1,136,495,TRUE,center,right,congruent,up,495,495,test,39,39,TRUE,0
12,control,1,137,632,TRUE,nocue,left,incongruent,up,632,632,test,37,37,TRUE,0
12,control,1,138,591,TRUE,double,left,congruent,down,591,591,test,37,37,TRUE,0
12,control,1,139,487,TRUE,center,left,congruent,down,487,487,test,37,37,TRUE,0
12,control,1,140,510,TRUE,nocue,left,congruent,down,510,510,test,37,37,TRUE,0
12,control,1,141,516,TRUE,nocue,right,congruent,up,516,516,test,39,39,TRUE,0
12,control,1,142,548,TRUE,center,right,neutral,down,548,548,test,39,39,TRUE,0
12,control,1,143,579,TRUE,center,left,incongruent,up,579,579,test,37,37,TRUE,0
12,control,1,144,433,TRUE,double,right,neutral,up,433,433,test,39,39,TRUE,0
12,control,2,1,414,TRUE,double,left,neutral,up,414,414,test,37,37,TRUE,0
12,control,2,2,539,TRUE,nocue,left,congruent,down,539,539,test,37,37,TRUE,0
12,control,2,3,525,TRUE,nocue,right,congruent,up,525,525,test,39,39,TRUE,0
12,control,2,4,512,TRUE,center,left,congruent,up,512,512,test,37,37,TRUE,0
12,control,2,5,478,TRUE,double,right,congruent,down,478,478,test,39,39,TRUE,0
12,control,2,6,527,TRUE,spatial,right,incongruent,up,527,527,test,39,39,TRUE,0
12,control,2,7,624,TRUE,center,right,congruent,down,624,624,test,39,39,TRUE,0
12,control,2,8,679,TRUE,center,right,incongruent,down,679,679,test,39,39,TRUE,0
12,control,2,9,541,TRUE,spatial,right,incongruent,down,541,541,test,39,39,TRUE,0
12,control,2,10,664,TRUE,double,left,congruent,down,664,664,test,37,37,TRUE,0
12,control,2,11,688,TRUE,double,left,incongruent,down,688,688,test,37,37,TRUE,0
12,control,2,12,637,TRUE,center,right,neutral,up,637,637,test,39,39,TRUE,0
12,control,2,13,515,TRUE,double,right,neutral,down,515,515,test,39,39,TRUE,0
12,control,2,14,408,TRUE,spatial,right,congruent,up,408,408,test,39,39,TRUE,0
12,control,2,15,423,TRUE,double,left,congruent,up,423,423,test,37,37,TRUE,0
12,control,2,16,530,TRUE,double,right,incongruent,down,530,530,test,39,39,TRUE,0
12,control,2,17,500,TRUE,spatial,left,congruent,down,500,500,test,37,37,TRUE,0
12,control,2,18,596,TRUE,nocue,left,incongruent,up,596,596,test,37,37,TRUE,0
12,control,2,19,387,TRUE,spatial,left,neutral,up,387,387,test,37,37,TRUE,0
12,control,2,20,502,TRUE,center,left,neutral,down,502,502,test,37,37,TRUE,0
12,control,2,21,560,TRUE,nocue,left,congruent,up,560,560,test,37,37,TRUE,0
12,control,2,22,545,TRUE,nocue,left,incongruent,down,545,545,test,37,37,TRUE,0
12,control,2,23,543,TRUE,double,left,neutral,down,543,543,test,37,37,TRUE,0
12,control,2,24,656,TRUE,nocue,right,incongruent,down,656,656,test,39,39,TRUE,0
12,control,2,25,452,TRUE,spatial,right,neutral,down,452,452,test,39,39,TRUE,0
12,control,2,26,493,TRUE,center,left,neutral,up,493,493,test,37,37,TRUE,0
12,control,2,27,439,TRUE,double,right,neutral,up,439,439,test,39,39,TRUE,0
12,control,2,28,351,TRUE,spatial,right,neutral,up,351,351,test,39,39,TRUE,0
12,control,2,29,577,TRUE,nocue,right,neutral,down,577,577,test,39,39,TRUE,0
12,control,2,30,552,TRUE,nocue,right,incongruent,up,552,552,test,39,39,TRUE,0
12,control,2,31,405,TRUE,spatial,left,incongruent,down,405,405,test,37,37,TRUE,0
12,control,2,32,363,TRUE,double,right,congruent,up,363,363,test,39,39,TRUE,0
12,control,2,33,368,TRUE,spatial,left,neutral,down,368,368,test,37,37,TRUE,0
12,control,2,34,528,TRUE,double,left,incongruent,up,528,528,test,37,37,TRUE,0
12,control,2,35,618,TRUE,double,right,incongruent,up,618,618,test,39,39,TRUE,0
12,control,2,36,568,TRUE,center,right,incongruent,up,568,568,test,39,39,TRUE,0
12,control,2,37,620,TRUE,nocue,left,neutral,down,620,620,test,37,37,TRUE,0
12,control,2,38,587,TRUE,nocue,right,neutral,up,587,587,test,39,39,TRUE,0
12,control,2,39,405,TRUE,spatial,left,congruent,up,405,405,test,37,37,TRUE,0
12,control,2,40,559,TRUE,nocue,right,congruent,down,559,559,test,39,39,TRUE,0
12,control,2,41,588,TRUE,center,right,neutral,down,588,588,test,39,39,TRUE,0
12,control,2,42,368,TRUE,spatial,right,congruent,down,368,368,test,39,39,TRUE,0
12,control,2,43,509,TRUE,nocue,left,neutral,up,509,509,test,37,37,TRUE,0
12,control,2,44,517,TRUE,center,left,incongruent,up,517,517,test,37,37,TRUE,0
12,control,2,45,691,TRUE,center,left,congruent,down,691,691,test,37,37,TRUE,0
12,control,2,46,388,TRUE,spatial,left,incongruent,up,388,388,test,37,37,TRUE,0
12,control,2,47,578,TRUE,center,right,congruent,up,578,578,test,39,39,TRUE,0
12,control,2,48,641,TRUE,center,left,incongruent,down,641,641,test,37,37,TRUE,0
12,control,2,49,430,TRUE,spatial,right,neutral,down,430,430,test,39,39,TRUE,0
12,control,2,50,343,TRUE,spatial,left,incongruent,up,343,343,test,37,37,TRUE,0
12,control,2,51,588,TRUE,double,right,congruent,down,588,588,test,39,39,TRUE,0
12,control,2,52,639,TRUE,center,right,incongruent,up,639,639,test,39,39,TRUE,0
12,control,2,53,423,TRUE,double,right,congruent,up,423,423,test,39,39,TRUE,0
12,control,2,54,405,TRUE,spatial,right,congruent,down,405,405,test,39,39,TRUE,0
12,control,2,55,556,TRUE,nocue,right,congruent,down,556,556,test,39,39,TRUE,0
12,control,2,56,643,TRUE,center,left,incongruent,up,643,643,test,37,37,TRUE,0
12,control,2,57,610,TRUE,nocue,left,neutral,down,610,610,test,37,37,TRUE,0
12,control,2,58,378,TRUE,spatial,left,congruent,down,378,378,test,37,37,TRUE,0
12,control,2,59,628,TRUE,center,right,incongruent,down,628,628,test,39,39,TRUE,0
12,control,2,60,650,TRUE,nocue,right,congruent,up,650,650,test,39,39,TRUE,0
12,control,2,61,477,TRUE,center,left,congruent,up,477,477,test,37,37,TRUE,0
12,control,2,62,588,TRUE,double,right,neutral,up,588,588,test,39,39,TRUE,0
12,control,2,63,595,TRUE,nocue,left,congruent,up,595,595,test,37,37,TRUE,0
12,control,2,64,439,TRUE,double,left,congruent,up,439,439,test,37,37,TRUE,0
12,control,2,65,412,TRUE,double,left,incongruent,up,412,412,test,37,37,TRUE,0
12,control,2,66,503,TRUE,spatial,left,incongruent,down,503,503,test,37,37,TRUE,0
12,control,2,67,591,TRUE,nocue,left,incongruent,up,591,591,test,37,37,TRUE,0
12,control,2,68,587,TRUE,double,left,congruent,down,587,587,test,37,37,TRUE,0
12,control,2,69,433,TRUE,spatial,right,incongruent,down,433,433,test,39,39,TRUE,0
12,control,2,70,550,TRUE,center,left,congruent,down,550,550,test,37,37,TRUE,0
12,control,2,71,397,TRUE,spatial,right,neutral,up,397,397,test,39,39,TRUE,0
12,control,2,72,402,TRUE,spatial,right,congruent,up,402,402,test,39,39,TRUE,0
12,control,2,73,394,TRUE,spatial,left,neutral,down,394,394,test,37,37,TRUE,0
12,control,2,74,590,TRUE,double,left,incongruent,down,590,590,test,37,37,TRUE,0
12,control,2,75,498,TRUE,center,left,neutral,up,498,498,test,37,37,TRUE,0
12,control,2,76,559,TRUE,double,right,incongruent,up,559,559,test,39,39,TRUE,0
12,control,2,77,560,TRUE,nocue,right,incongruent,up,560,560,test,39,39,TRUE,0
12,control,2,78,487,TRUE,nocue,right,neutral,up,487,487,test,39,39,TRUE,0
12,control,2,79,418,TRUE,spatial,left,congruent,up,418,418,test,37,37,TRUE,0
12,control,2,80,523,TRUE,nocue,left,incongruent,down,523,523,test,37,37,TRUE,0
12,control,2,81,474,TRUE,double,left,neutral,down,474,474,test,37,37,TRUE,0
12,control,2,82,449,TRUE,center,left,neutral,down,449,449,test,37,37,TRUE,0
12,control,2,84,535,TRUE,center,right,congruent,up,535,535,test,39,39,TRUE,0
12,control,2,85,690,TRUE,nocue,right,neutral,down,690,690,test,39,39,TRUE,0
12,control,2,86,541,TRUE,center,right,neutral,down,541,541,test,39,39,TRUE,0
12,control,2,87,385,TRUE,spatial,left,neutral,up,385,385,test,37,37,TRUE,0
12,control,2,88,577,TRUE,double,left,neutral,up,577,577,test,37,37,TRUE,0
12,control,2,89,671,TRUE,nocue,right,incongruent,down,671,671,test,39,39,TRUE,0
12,control,2,90,623,TRUE,center,right,congruent,down,623,623,test,39,39,TRUE,0
12,control,2,91,562,TRUE,spatial,right,incongruent,up,562,562,test,39,39,TRUE,0
12,control,2,92,536,TRUE,center,left,incongruent,down,536,536,test,37,37,TRUE,0
12,control,2,93,757,TRUE,double,right,incongruent,down,757,757,test,39,39,TRUE,0
12,control,2,94,551,TRUE,center,right,neutral,up,551,551,test,39,39,TRUE,0
12,control,2,95,666,TRUE,nocue,left,congruent,down,666,666,test,37,37,TRUE,0
12,control,2,96,521,TRUE,nocue,left,neutral,up,521,521,test,37,37,TRUE,0
12,control,2,97,487,TRUE,double,left,congruent,down,487,487,test,37,37,TRUE,0
12,control,2,98,421,TRUE,double,left,congruent,up,421,421,test,37,37,TRUE,0
12,control,2,99,397,TRUE,spatial,right,neutral,up,397,397,test,39,39,TRUE,0
12,control,2,100,563,TRUE,nocue,right,congruent,up,563,563,test,39,39,TRUE,0
12,control,2,101,401,TRUE,spatial,right,congruent,up,401,401,test,39,39,TRUE,0
12,control,2,102,512,TRUE,double,left,incongruent,up,512,512,test,37,37,TRUE,0
12,control,2,103,671,TRUE,center,right,neutral,up,671,671,test,39,39,TRUE,0
12,control,2,104,386,TRUE,spatial,left,congruent,down,386,386,test,37,37,TRUE,0
12,control,2,105,541,TRUE,center,right,incongruent,up,541,541,test,39,39,TRUE,0
12,control,2,106,664,TRUE,center,right,neutral,down,664,664,test,39,39,TRUE,0
12,control,2,107,611,TRUE,center,left,congruent,down,611,611,test,37,37,TRUE,0
12,control,2,108,714,TRUE,center,right,incongruent,down,714,714,test,39,39,TRUE,0
12,control,2,109,500,TRUE,spatial,right,neutral,down,500,500,test,39,39,TRUE,0
12,control,2,110,569,TRUE,nocue,left,neutral,up,569,569,test,37,37,TRUE,0
12,control,2,111,664,TRUE,center,left,incongruent,down,664,664,test,37,37,TRUE,0
12,control,2,112,447,TRUE,spatial,left,neutral,down,447,447,test,37,37,TRUE,0
12,control,2,113,365,TRUE,spatial,left,neutral,up,365,365,test,37,37,TRUE,0
12,control,2,114,812,TRUE,center,right,congruent,down,812,812,test,39,39,TRUE,0
12,control,2,115,617,TRUE,center,right,congruent,up,617,617,test,39,39,TRUE,0
12,control,2,116,532,TRUE,center,left,neutral,up,532,532,test,37,37,TRUE,0
12,control,2,117,654,TRUE,double,right,congruent,down,654,654,test,39,39,TRUE,0
12,control,2,118,438,TRUE,double,right,incongruent,up,438,438,test,39,39,TRUE,0
12,control,2,119,535,TRUE,nocue,left,congruent,up,535,535,test,37,37,TRUE,0
12,control,2,120,593,TRUE,nocue,right,neutral,down,593,593,test,39,39,TRUE,0
