p,group,t,trial_num,rt,correct,cue,flanker_middle_direction,flanker_type,flanker_location,block_duration,stim_duration,exp_stage,key_press,correct_response,full_screen,focus_shifts
45,mt,1,1,608,TRUE,center,left,incongruent,down,608,608,test,37,37,TRUE,0
45,mt,1,2,498,TRUE,center,right,congruent,down,498,498,test,39,39,TRUE,0
45,mt,1,3,415,TRUE,double,right,neutral,down,415,415,test,39,39,TRUE,0
45,mt,1,4,484,TRUE,nocue,right,congruent,down,484,484,test,39,39,TRUE,0
45,mt,1,5,635,TRUE,nocue,right,neutral,up,635,635,test,39,39,TRUE,0
45,mt,1,6,605,TRUE,nocue,left,incongruent,up,605,605,test,37,37,TRUE,0
45,mt,1,7,453,TRUE,double,left,congruent,down,453,453,test,37,37,TRUE,0
45,mt,1,8,545,TRUE,nocue,left,congruent,up,545,545,test,37,37,TRUE,0
45,mt,1,9,521,TRUE,double,left,neutral,up,521,521,test,37,37,TRUE,0
45,mt,1,10,724,TRUE,spatial,left,incongruent,up,724,724,test,37,37,TRUE,0
45,mt,1,11,461,TRUE,spatial,right,congruent,down,461,461,test,39,39,TRUE,0
45,mt,1,12,510,TRUE,spatial,left,incongruent,down,510,510,test,37,37,TRUE,0
45,mt,1,13,559,TRUE,center,right,congruent,up,559,559,test,39,39,TRUE,0
45,mt,1,14,613,TRUE,center,right,incongruent,up,613,613,test,39,39,TRUE,0
45,mt,1,15,432,TRUE,spatial,right,incongruent,up,432,432,test,39,39,TRUE,0
45,mt,1,16,575,TRUE,center,left,incongruent,up,575,575,test,37,37,TRUE,0
45,mt,1,17,593,TRUE,double,left,incongruent,down,593,593,test,37,37,TRUE,0
45,mt,1,18,417,TRUE,double,left,congruent,up,417,417,test,37,37,TRUE,0
45,mt,1,19,483,TRUE,double,left,neutral,down,483,483,test,37,37,TRUE,0
45,mt,1,20,402,TRUE,spatial,left,neutral,up,402,402,test,37,37,TRUE,0
45,mt,1,21,550,TRUE,spatial,right,incongruent,down,550,550,test,39,39,TRUE,0
45,mt,1,22,445,TRUE,double,right,congruent,up,445,445,test,39,39,TRUE,0
45,mt,1,23,655,TRUE,double,right,neutral,up,655,655,test,39,39,TRUE,0
45,mt,1,24,437,TRUE,nocue,left,neutral,up,437,437,test,37,37,TRUE,0
45,mt,1,25,489,TRUE,double,right,congruent,down,489,489,test,39,39,TRUE,0
45,mt,1,26,597,TRUE,nocue,left,neutral,down,597,597,test,37,37,TRUE,0
45,mt,1,27,436,TRUE,center,right,neutral,up,436,436,test,39,39,TRUE,0
45,mt,1,28,613,TRUE,spatial,left,neutral,down,613,613,test,37,37,TRUE,0
45,mt,1,29,550,TRUE,center,right,neutral,down,550,550,test,39,39,TRUE,0
45,mt,1,30,563,TRUE,nocue,right,incongruent,up,563,563,test,39,39,TRUE,0
45,mt,1,31,433,TRUE,nocue,right,congruent,up,433,433,test,39,39,TRUE,0
45,mt,1,32,538,TRUE,center,left,congruent,down,538,538,test,37,37,TRUE,0
45,mt,1,33,561,TRUE,double,right,incongruent,down,561,561,test,39,39,TRUE,0
45,mt,1,34,531,TRUE,center,left,congruent,up,531,531,test,37,37,TRUE,0
45,mt,1,35,602,TRUE,center,left,neutral,up,602,602,test,37,37,TRUE,0
45,mt,1,36,576,TRUE,nocue,right,neutral,down,576,576,test,39,39,TRUE,0
45,mt,1,37,570,TRUE,spatial,right,neutral,down,570,570,test,39,39,TRUE,0
45,mt,1,38,500,TRUE,center,right,incongruent,down,500,500,test,39,39,TRUE,0
45,mt,1,39,581,TRUE,double,left,incongruent,up,581,581,test,37,37,TRUE,0
45,mt,1,40,352,TRUE,double,right,incongruent,up,352,352,test,39,39,TRUE,0
45,mt,1,41,551,TRUE,nocue,left,congruent,down,551,551,test,37,37,TRUE,0
45,mt,1,43,428,TRUE,spatial,left,congruent,down,428,428,test,37,37,TRUE,0
45,mt,1,44,394,TRUE,spatial,left,congruent,up,394,394,test,37,37,TRUE,0
45,mt,1,45,425,TRUE,spatial,right,congruent,up,425,425,test,39,39,TRUE,0
45,mt,1,47,493,TRUE,spatial,right,neutral,up,493,493,test,39,39,TRUE,0
45,mt,1,48,720,TRUE,nocue,right,incongruent,down,720,720,test,39,39,TRUE,0
45,mt,1,49,711,TRUE,double,right,neutral,down,711,711,test,39,39,TRUE,0
45,mt,1,50,649,TRUE,double,left,neutral,down,649,649,test,37,37,TRUE,0
45,mt,1,51,703,TRUE,spatial,left,incongruent,up,703,703,test,37,37,TRUE,0
45,mt,1,52,656,TRUE,center,left,incongruent,down,656,656,test,37,37,TRUE,0
45,mt,1,53,549,TRUE,spatial,right,congruent,up,549,549,test,39,39,TRUE,0
45,mt,1,54,685,TRUE,nocue,left,incongruent,up,685,685,test,37,37,TRUE,0
45,mt,1,55,466,TRUE,center,right,neutral,up,466,466,test,39,39,TRUE,0
45,mt,1,56,658,TRUE,center,right,incongruent,down,658,658,test,39,39,TRUE,0
45,mt,1,57,846,TRUE,spatial,right,neutral,down,846,846,test,39,39,TRUE,0
45,mt,1,58,572,TRUE,center,left,neutral,down,572,572,test,37,37,TRUE,0
45,mt,1,59,673,TRUE,spatial,left,neutral,up,673,673,test,37,37,TRUE,0
45,mt,1,60,453,TRUE,double,right,incongruent,down,453,453,test,39,39,TRUE,0
45,mt,1,61,607,TRUE,center,left,incongruent,up,607,607,test,37,37,TRUE,0
45,mt,1,62,556,TRUE,nocue,left,congruent,up,556,556,test,37,37,TRUE,0
45,mt,1,63,583,TRUE,center,left,congruent,down,583,583,test,37,37,TRUE,0
45,mt,1,64,508,TRUE,spatial,right,congruent,down,508,508,test,39,39,TRUE,0
45,mt,1,65,541,TRUE,double,left,congruent,up,541,541,test,37,37,TRUE,0
45,mt,1,66,364,TRUE,double,right,incongruent,up,364,364,test,39,39,TRUE,0
45,mt,1,67,629,TRUE,nocue,left,incongruent,down,629,629,test,37,37,TRUE,0
45,mt,1,68,571,TRUE,spatial,left,congruent,down,571,571,test,37,37,TRUE,0
45,mt,1,69,507,TRUE,nocue,left,neutral,up,507,507,test,37,37,TRUE,0
45,mt,1,70,440,TRUE,nocue,right,neutral,up,440,440,test,39,39,TRUE,0
45,mt,1,71,446,TRUE,double,right,congruent,down,446,446,test,39,39,TRUE,0
45,mt,1,72,419,TRUE,nocue,right,incongruent,down,419,419,test,39,39,TRUE,0
45,mt,1,73,450,TRUE,double,left,incongruent,down,450,450,test,37,37,TRUE,0
45,mt,1,74,423,TRUE,spatial,left,incongruent,down,423,423,test,37,37,TRUE,0
45,mt,1,75,665,TRUE,spatial,right,neutral,up,665,665,test,39,39,TRUE,0
45,mt,1,76,685,TRUE,nocue,left,neutral,down,685,685,test,37,37,TRUE,0
45,mt,1,77,577,TRUE,spatial,left,neutral,down,577,577,test,37,37,TRUE,0
45,mt,1,78,513,TRUE,nocue,right,congruent,down,513,513,test,39,39,TRUE,0
45,mt,1,79,489,TRUE,center,right,congruent,up,489,489,test,39,39,TRUE,0
45,mt,1,80,547,TRUE,double,right,neutral,up,547,547,test,39,39,TRUE,0
45,mt,1,81,530,TRUE,center,right,neutral,down,530,530,test,39,39,TRUE,0
45,mt,1,82,474,TRUE,center,left,neutral,up,474,474,test,37,37,TRUE,0
45,mt,1,84,512,TRUE,center,right,congruent,down,512,512,test,39,39,TRUE,0
45,mt,1,85,588,TRUE,double,left,neutral,up,588,588,test,37,37,TRUE,0
45,mt,1,86,667,TRUE,nocue,right,incongruent,up,667,667,test,39,39,TRUE,0
45,mt,1,87,442,TRUE,nocue,right,congruent,up,442,442,test,39,39,TRUE,0
45,mt,1,88,676,TRUE,double,left,congruent,down,676,676,test,37,37,TRUE,0
45,mt,1,89,558,TRUE,spatial,right,incongruent,up,558,558,test,39,39,TRUE,0
45,mt,1,90,529,TRUE,center,right,incongruent,up,529,529,test,39,39,TRUE,0
45,mt,1,91,674,TRUE,nocue,left,congruent,down,674,674,test,37,37,TRUE,0
45,mt,1,92,730,TRUE,spatial,right,incongruent,down,730,730,test,39,39,TRUE,0
45,mt,1,93,477,TRUE,center,left,congruent,up,477,477,test,37,37,TRUE,0
45,mt,1,94,795,TRUE,nocue,right,neutral,down,795,795,test,39,39,TRUE,0
45,mt,1,95,410,TRUE,double,right,congruent,up,410,410,test,39,39,TRUE,0
45,mt,1,96,430,TRUE,double,left,incongruent,up,430,430,test,37,37,TRUE,0
45,mt,1,97,552,TRUE,spatial,right,neutral,down,552,552,test,39,39,TRUE,0
45,mt,1,98,411,TRUE,spatial,right,incongruent,down,411,411,test,39,39,TRUE,0
45,mt,1,100,494,TRUE,double,right,neutral,down,494,494,test,39,39,TRUE,0
45,mt,1,101,657,TRUE,center,right,congruent,up,657,657,test,39,39,TRUE,0
45,mt,1,102,535,TRUE,center,right,incongruent,up,535,535,test,39,39,TRUE,0
45,mt,1,103,531,TRUE,spatial,left,incongruent,down,531,531,test,37,37,TRUE,0
45,mt,1,104,564,TRUE,nocue,left,incongruent,up,564,564,test,37,37,TRUE,0
45,mt,1,105,428,TRUE,double,left,congruent,down,428,428,test,37,37,TRUE,0
45,mt,1,106,705,TRUE,double,right,congruent,down,705,705,test,39,39,TRUE,0
45,mt,1,107,598,TRUE,nocue,right,neutral,down,598,598,test,39,39,TRUE,0
45,mt,1,108,554,TRUE,double,left,neutral,down,554,554,test,37,37,TRUE,0
45,mt,1,109,453,TRUE,nocue,left,neutral,down,453,453,test,37,37,TRUE,0
45,mt,1,110,787,TRUE,spatial,left,congruent,up,787,787,test,37,37,TRUE,0
45,mt,1,111,554,TRUE,center,left,neutral,down,554,554,test,37,37,TRUE,0
45,mt,1,112,618,TRUE,nocue,right,neutral,up,618,618,test,39,39,TRUE,0
45,mt,1,113,438,TRUE,spatial,right,congruent,up,438,438,test,39,39,TRUE,0
45,mt,1,115,485,TRUE,double,left,incongruent,up,485,485,test,37,37,TRUE,0
45,mt,1,116,497,TRUE,nocue,right,congruent,down,497,497,test,39,39,TRUE,0
45,mt,1,117,437,TRUE,spatial,left,neutral,down,437,437,test,37,37,TRUE,0
45,mt,1,118,399,TRUE,spatial,left,neutral,up,399,399,test,37,37,TRUE,0
45,mt,1,119,481,TRUE,center,right,neutral,up,481,481,test,39,39,TRUE,0
45,mt,1,120,562,TRUE,center,right,congruent,down,562,562,test,39,39,TRUE,0
45,mt,1,121,340,TRUE,double,left,neutral,up,340,340,test,37,37,TRUE,0
45,mt,1,122,652,TRUE,nocue,left,congruent,down,652,652,test,37,37,TRUE,0
45,mt,1,123,533,TRUE,spatial,left,congruent,down,533,533,test,37,37,TRUE,0
45,mt,1,124,724,TRUE,spatial,right,incongruent,up,724,724,test,39,39,TRUE,0
45,mt,1,125,416,TRUE,double,left,congruent,up,416,416,test,37,37,TRUE,0
45,mt,1,126,447,TRUE,center,left,neutral,up,447,447,test,37,37,TRUE,0
45,mt,1,127,414,TRUE,double,right,congruent,up,414,414,test,39,39,TRUE,0
45,mt,1,128,530,TRUE,center,left,congruent,down,530,530,test,37,37,TRUE,0
45,mt,1,129,534,TRUE,nocue,right,congruent,up,534,534,test,39,39,TRUE,0
45,mt,1,130,579,TRUE,double,right,incongruent,up,579,579,test,39,39,TRUE,0
45,mt,1,132,540,TRUE,nocue,right,incongruent,down,540,540,test,39,39,TRUE,0
45,mt,1,133,594,TRUE,center,left,incongruent,up,594,594,test,37,37,TRUE,0
45,mt,1,134,631,TRUE,nocue,left,congruent,up,631,631,test,37,37,TRUE,0
45,mt,1,135,725,TRUE,nocue,left,incongruent,down,725,725,test,37,37,TRUE,0
45,mt,1,136,612,TRUE,double,left,incongruent,down,612,612,test,37,37,TRUE,0
45,mt,1,137,713,TRUE,nocue,right,incongruent,up,713,713,test,39,39,TRUE,0
45,mt,1,138,686,TRUE,center,left,incongruent,down,686,686,test,37,37,TRUE,0
45,mt,1,139,384,TRUE,double,right,neutral,up,384,384,test,39,39,TRUE,0
45,mt,1,140,615,TRUE,center,right,neutral,down,615,615,test,39,39,TRUE,0
45,mt,1,142,417,TRUE,nocue,left,neutral,up,417,417,test,37,37,TRUE,0
45,mt,1,143,480,TRUE,spatial,right,congruent,down,480,480,test,39,39,TRUE,0
45,mt,1,144,466,TRUE,spatial,right,neutral,up,466,466,test,39,39,TRUE,0
45,mt,2,1,566,TRUE,double,right,neutral,down,566,566,test,39,39,TRUE,0
45,mt,2,2,537,TRUE,double,left,neutral,down,537,537,test,37,37,TRUE,0
45,mt,2,3,404,TRUE,spatial,left,neutral,down,404,404,test,37,37,TRUE,0
45,mt,2,4,411,TRUE,nocue,right,neutral,up,411,411,test,39,39,TRUE,0
45,mt,2,5,380,TRUE,spatial,left,incongruent,up,380,380,test,37,37,TRUE,0
45,mt,2,6,376,TRUE,nocue,left,neutral,down,376,376,test,37,37,TRUE,0
45,mt,2,7,574,TRUE,center,right,congruent,down,574,574,test,39,39,TRUE,0
45,mt,2,8,658,TRUE,center,right,neutral,down,658,658,test,39,39,TRUE,0
45,mt,2,9,395,TRUE,double,right,congruent,up,395,395,test,39,39,TRUE,0
45,mt,2,10,558,TRUE,center,left,congruent,down,558,558,test,37,37,TRUE,0
45,mt,2,11,515,TRUE,double,right,congruent,down,515,515,test,39,39,TRUE,0
45,mt,2,12,370,TRUE,spatial,left,neutral,up,370,370,test,37,37,TRUE,0
45,mt,2,13,644,TRUE,double,right,incongruent,down,644,644,test,39,39,TRUE,0
45,mt,2,14,491,TRUE,double,right,incongruent,up,491,491,test,39,39,TRUE,0
45,mt,2,15,394,TRUE,center,right,incongruent,up,394,394,test,39,39,TRUE,0
45,mt,2,16,355,TRUE,spatial,right,incongruent,up,355,355,test,39,39,TRUE,0
45,mt,2,17,460,TRUE,spatial,left,congruent,down,460,460,test,37,37,TRUE,0
45,mt,2,18,591,TRUE,nocue,right,neutral,down,591,591,test,39,39,TRUE,0
45,mt,2,19,595,TRUE,spatial,right,incongruent,down,595,595,test,39,39,TRUE,0
45,mt,2,20,608,TRUE,nocue,left,incongruent,down,608,608,test,37,37,TRUE,0
45,mt,2,21,549,TRUE,double,left,incongruent,up,549,549,test,37,37,TRUE,0
45,mt,2,22,407,TRUE,center,left,neutral,up,407,407,test,37,37,TRUE,0
45,mt,2,23,336,TRUE,spatial,right,neutral,up,336,336,test,39,39,TRUE,0
45,mt,2,24,504,TRUE,nocue,left,neutral,up,504,504,test,37,37,TRUE,0
45,mt,2,25,396,TRUE,nocue,right,congruent,up,396,396,test,39,39,TRUE,0
45,mt,2,26,568,TRUE,nocue,left,congruent,down,568,568,test,37,37,TRUE,0
45,mt,2,27,573,TRUE,nocue,right,incongruent,down,573,573,test,39,39,TRUE,0
45,mt,2,28,583,TRUE,double,left,incongruent,down,583,583,test,37,37,TRUE,0
45,mt,2,29,563,TRUE,nocue,left,congruent,up,563,563,test,37,37,TRUE,0
45,mt,2,30,511,TRUE,double,left,congruent,down,511,511,test,37,37,TRUE,0
45,mt,2,31,556,TRUE,center,left,neutral,down,556,556,test,37,37,TRUE,0
45,mt,2,32,427,TRUE,spatial,right,congruent,up,427,427,test,39,39,TRUE,0
45,mt,2,33,550,TRUE,center,left,incongruent,up,550,550,test,37,37,TRUE,0
45,mt,2,34,408,TRUE,spatial,left,incongruent,down,408,408,test,37,37,TRUE,0
45,mt,2,35,650,TRUE,center,right,incongruent,down,650,650,test,39,39,TRUE,0
45,mt,2,36,595,TRUE,nocue,left,incongruent,up,595,595,test,37,37,TRUE,0
45,mt,2,37,602,TRUE,nocue,right,incongruent,up,602,602,test,39,39,TRUE,0
45,mt,2,38,395,TRUE,spatial,right,neutral,down,395,395,test,39,39,TRUE,0
45,mt,2,39,563,TRUE,double,left,neutral,up,563,563,test,37,37,TRUE,0
45,mt,2,40,532,TRUE,spatial,right,congruent,down,532,532,test,39,39,TRUE,0
45,mt,2,41,598,TRUE,center,left,incongruent,down,598,598,test,37,37,TRUE,0
45,mt,2,42,445,TRUE,center,left,congruent,up,445,445,test,37,37,TRUE,0
45,mt,2,43,410,TRUE,spatial,left,congruent,up,410,410,test,37,37,TRUE,0
45,mt,2,44,571,TRUE,center,right,neutral,up,571,571,test,39,39,TRUE,0
45,mt,2,45,405,TRUE,double,left,congruent,up,405,405,test,37,37,TRUE,0
45,mt,2,46,380,TRUE,double,right,neutral,up,380,380,test,39,39,TRUE,0
45,mt,2,47,377,TRUE,center,right,congruent,up,377,377,test,39,39,TRUE,0
45,mt,2,48,626,TRUE,nocue,right,congruent,down,626,626,test,39,39,TRUE,0
45,mt,2,49,570,TRUE,nocue,left,incongruent,down,570,570,test,37,37,TRUE,0
45,mt,2,50,393,TRUE,spatial,right,incongruent,up,393,393,test,39,39,TRUE,0
45,mt,2,51,337,TRUE,spatial,right,congruent,up,337,337,test,39,39,TRUE,0
45,mt,2,52,403,TRUE,center,right,congruent,up,403,403,test,39,39,TRUE,0
45,mt,2,53,544,TRUE,center,right,congruent,down,544,544,test,39,39,TRUE,0
45,mt,2,54,447,TRUE,spatial,left,neutral,down,447,447,test,37,37,TRUE,0
45,mt,2,55,420,TRUE,double,right,congruent,down,420,420,test,39,39,TRUE,0
45,mt,2,56,484,TRUE,spatial,right,neutral,down,484,484,test,39,39,TRUE,0
45,mt,2,57,460,TRUE,nocue,left,congruent,up,460,460,test,37,37,TRUE,0
45,mt,2,58,583,TRUE,center,right,incongruent,down,583,583,test,39,39,TRUE,0
45,mt,2,59,506,TRUE,nocue,left,neutral,down,506,506,test,37,37,TRUE,0
45,mt,2,60,677,TRUE,double,left,neutral,up,677,677,test,37,37,TRUE,0
45,mt,2,61,494,TRUE,nocue,right,neutral,up,494,494,test,39,39,TRUE,0
45,mt,2,62,443,TRUE,nocue,right,congruent,up,443,443,test,39,39,TRUE,0
45,mt,2,63,436,TRUE,double,left,congruent,up,436,436,test,37,37,TRUE,0
45,mt,2,64,750,TRUE,double,left,incongruent,down,750,750,test,37,37,TRUE,0
45,mt,2,65,364,TRUE,double,right,congruent,up,364,364,test,39,39,TRUE,0
45,mt,2,66,555,TRUE,spatial,right,incongruent,down,555,555,test,39,39,TRUE,0
45,mt,2,67,386,TRUE,double,right,incongruent,up,386,386,test,39,39,TRUE,0
45,mt,2,68,434,TRUE,nocue,right,incongruent,up,434,434,test,39,39,TRUE,0
45,mt,2,69,421,TRUE,center,left,incongruent,up,421,421,test,37,37,TRUE,0
45,mt,2,70,371,TRUE,center,left,neutral,up,371,371,test,37,37,TRUE,0
45,mt,2,71,317,TRUE,spatial,left,incongruent,up,317,317,test,37,37,TRUE,0
45,mt,2,72,429,TRUE,center,right,neutral,down,429,429,test,39,39,TRUE,0
45,mt,2,73,435,TRUE,double,right,incongruent,down,435,435,test,39,39,TRUE,0
45,mt,2,74,524,TRUE,nocue,right,congruent,down,524,524,test,39,39,TRUE,0
45,mt,2,75,340,TRUE,spatial,right,congruent,down,340,340,test,39,39,TRUE,0
45,mt,2,76,353,TRUE,spatial,left,congruent,up,353,353,test,37,37,TRUE,0
45,mt,2,77,499,TRUE,center,left,congruent,up,499,499,test,37,37,TRUE,0
45,mt,2,78,378,TRUE,spatial,right,neutral,up,378,378,test,39,39,TRUE,0
45,mt,2,79,653,TRUE,double,left,congruent,down,653,653,test,37,37,TRUE,0
45,mt,2,80,408,TRUE,nocue,left,neutral,up,408,408,test,37,37,TRUE,0
45,mt,2,81,445,TRUE,nocue,right,neutral,down,445,445,test,39,39,TRUE,0
45,mt,2,83,429,TRUE,center,right,neutral,up,429,429,test,39,39,TRUE,0
45,mt,2,84,450,TRUE,center,left,neutral,down,450,450,test,37,37,TRUE,0
45,mt,2,85,427,TRUE,spatial,left,neutral,up,427,427,test,37,37,TRUE,0
45,mt,2,86,723,TRUE,nocue,left,congruent,down,723,723,test,37,37,TRUE,0
45,mt,2,87,328,TRUE,double,right,neutral,up,328,328,test,39,39,TRUE,0
45,mt,2,88,390,TRUE,center,left,incongruent,down,390,390,test,37,37,TRUE,0
45,mt,2,89,502,TRUE,center,left,congruent,down,502,502,test,37,37,TRUE,0
45,mt,2,91,428,TRUE,double,left,neutral,down,428,428,test,37,37,TRUE,0
45,mt,2,92,563,TRUE,nocue,left,incongruent,up,563,563,test,37,37,TRUE,0
45,mt,2,93,397,TRUE,double,left,incongruent,up,397,397,test,37,37,TRUE,0
45,mt,2,95,666,TRUE,center,right,incongruent,up,666,666,test,39,39,TRUE,0
45,mt,2,96,366,TRUE,spatial,left,congruent,down,366,366,test,37,37,TRUE,0
45,mt,2,97,507,TRUE,center,left,congruent,up,507,507,test,37,37,TRUE,0
45,mt,2,98,367,TRUE,center,right,congruent,up,367,367,test,39,39,TRUE,0
45,mt,2,99,513,TRUE,spatial,right,neutral,down,513,513,test,39,39,TRUE,0
45,mt,2,101,405,TRUE,double,left,neutral,up,405,405,test,37,37,TRUE,0
45,mt,2,102,523,TRUE,center,left,congruent,down,523,523,test,37,37,TRUE,0
45,mt,2,103,461,TRUE,nocue,right,incongruent,up,461,461,test,39,39,TRUE,0
45,mt,2,104,537,TRUE,center,right,incongruent,up,537,537,test,39,39,TRUE,0
45,mt,2,105,512,TRUE,nocue,left,neutral,down,512,512,test,37,37,TRUE,0
45,mt,2,106,432,TRUE,double,left,incongruent,up,432,432,test,37,37,TRUE,0
45,mt,2,107,676,TRUE,double,left,congruent,down,676,676,test,37,37,TRUE,0
45,mt,2,108,549,TRUE,double,right,congruent,up,549,549,test,39,39,TRUE,0
45,mt,2,109,372,TRUE,spatial,left,incongruent,down,372,372,test,37,37,TRUE,0
45,mt,2,110,457,TRUE,double,left,incongruent,down,457,457,test,37,37,TRUE,0
45,mt,2,111,494,TRUE,nocue,left,neutral,up,494,494,test,37,37,TRUE,0
45,mt,2,112,573,TRUE,center,right,congruent,down,573,573,test,39,39,TRUE,0
45,mt,2,113,510,TRUE,nocue,left,congruent,down,510,510,test,37,37,TRUE,0
45,mt,2,114,463,TRUE,spatial,left,congruent,down,463,463,test,37,37,TRUE,0
45,mt,2,115,367,TRUE,spatial,left,neutral,up,367,367,test,37,37,TRUE,0
45,mt,2,116,609,TRUE,double,right,neutral,up,609,609,test,39,39,TRUE,0
45,mt,2,117,564,TRUE,center,left,incongruent,up,564,564,test,37,37,TRUE,0
45,mt,2,118,379,TRUE,center,left,neutral,up,379,379,test,37,37,TRUE,0
45,mt,2,119,836,TRUE,spatial,right,incongruent,down,836,836,test,39,39,TRUE,0
45,mt,2,120,541,TRUE,center,right,neutral,up,541,541,test,39,39,TRUE,0
45,mt,2,121,365,TRUE,spatial,right,congruent,up,365,365,test,39,39,TRUE,0
45,mt,2,122,641,TRUE,double,right,congruent,down,641,641,test,39,39,TRUE,0
45,mt,2,123,526,TRUE,nocue,right,incongruent,down,526,526,test,39,39,TRUE,0
45,mt,2,124,615,TRUE,nocue,right,neutral,down,615,615,test,39,39,TRUE,0
45,mt,2,125,464,TRUE,spatial,left,incongruent,up,464,464,test,37,37,TRUE,0
45,mt,2,126,611,TRUE,double,right,neutral,down,611,611,test,39,39,TRUE,0
45,mt,2,127,647,TRUE,double,left,neutral,down,647,647,test,37,37,TRUE,0
45,mt,2,128,403,TRUE,spatial,left,congruent,up,403,403,test,37,37,TRUE,0
45,mt,2,129,595,TRUE,center,left,neutral,down,595,595,test,37,37,TRUE,0
45,mt,2,130,433,TRUE,spatial,right,congruent,down,433,433,test,39,39,TRUE,0
45,mt,2,131,420,TRUE,spatial,right,incongruent,up,420,420,test,39,39,TRUE,0
45,mt,2,132,516,TRUE,nocue,left,incongruent,up,516,516,test,37,37,TRUE,0
45,mt,2,133,552,TRUE,double,right,incongruent,up,552,552,test,39,39,TRUE,0
45,mt,2,134,530,TRUE,nocue,left,congruent,up,530,530,test,37,37,TRUE,0
45,mt,2,135,377,TRUE,spatial,right,neutral,up,377,377,test,39,39,TRUE,0
45,mt,2,136,394,TRUE,spatial,left,neutral,down,394,394,test,37,37,TRUE,0
45,mt,2,137,578,TRUE,center,left,incongruent,down,578,578,test,37,37,TRUE,0
45,mt,2,138,362,TRUE,double,right,incongruent,down,362,362,test,39,39,TRUE,0
45,mt,2,139,462,TRUE,nocue,right,congruent,up,462,462,test,39,39,TRUE,0
45,mt,2,140,623,TRUE,center,right,incongruent,down,623,623,test,39,39,TRUE,0
45,mt,2,141,578,TRUE,center,right,neutral,down,578,578,test,39,39,TRUE,0
45,mt,2,142,550,TRUE,nocue,left,incongruent,down,550,550,test,37,37,TRUE,0
45,mt,2,143,658,TRUE,double,left,congruent,up,658,658,test,37,37,TRUE,0
45,mt,2,144,627,TRUE,nocue,right,neutral,up,627,627,test,39,39,TRUE,0
1,mt,1,1,548,TRUE,center,left,congruent,down,548,548,test,37,37,TRUE,0
1,mt,1,2,591,TRUE,center,right,incongruent,up,591,591,test,39,39,TRUE,0
1,mt,1,3,600,TRUE,double,right,neutral,down,600,600,test,39,39,TRUE,0
1,mt,1,4,602,TRUE,double,right,congruent,down,602,602,test,39,39,TRUE,0
1,mt,1,5,556,TRUE,center,left,incongruent,down,556,556,test,37,37,TRUE,0
1,mt,1,6,645,TRUE,nocue,left,neutral,down,645,645,test,37,37,TRUE,0
1,mt,1,7,613,TRUE,nocue,right,neutral,down,613,613,test,39,39,TRUE,0
1,mt,1,8,610,TRUE,double,left,neutral,up,610,610,test,37,37,TRUE,0
1,mt,1,9,594,TRUE,nocue,left,congruent,up,594,594,test,37,37,TRUE,0
1,mt,1,10,646,TRUE,nocue,right,incongruent,down,646,646,test,39,39,TRUE,0
1,mt,1,11,517,TRUE,double,left,neutral,down,517,517,test,37,37,TRUE,0
1,mt,1,12,576,TRUE,center,right,neutral,up,576,576,test,39,39,TRUE,0
1,mt,1,13,617,TRUE,center,left,neutral,up,617,617,test,37,37,TRUE,0
1,mt,1,14,660,TRUE,spatial,left,incongruent,up,660,660,test,37,37,TRUE,0
1,mt,1,15,681,TRUE,center,right,congruent,down,681,681,test,39,39,TRUE,0
1,mt,1,16,570,TRUE,double,right,neutral,up,570,570,test,39,39,TRUE,0
1,mt,1,17,776,TRUE,nocue,right,congruent,down,776,776,test,39,39,TRUE,0
1,mt,1,18,616,TRUE,double,left,congruent,up,616,616,test,37,37,TRUE,0
1,mt,1,19,690,TRUE,center,left,incongruent,up,690,690,test,37,37,TRUE,0
1,mt,1,20,649,TRUE,center,left,congruent,up,649,649,test,37,37,TRUE,0
1,mt,1,21,729,TRUE,center,right,congruent,up,729,729,test,39,39,TRUE,0
1,mt,1,22,617,TRUE,spatial,right,neutral,down,617,617,test,39,39,TRUE,0
1,mt,1,23,629,TRUE,nocue,right,incongruent,up,629,629,test,39,39,TRUE,0
1,mt,1,24,559,TRUE,spatial,left,congruent,up,559,559,test,37,37,TRUE,0
1,mt,1,25,561,TRUE,spatial,right,incongruent,down,561,561,test,39,39,TRUE,0
1,mt,1,26,427,TRUE,spatial,left,congruent,down,427,427,test,37,37,TRUE,0
1,mt,1,27,508,TRUE,double,left,incongruent,up,508,508,test,37,37,TRUE,0
1,mt,1,28,448,TRUE,spatial,left,incongruent,down,448,448,test,37,37,TRUE,0
1,mt,1,29,723,TRUE,center,right,incongruent,down,723,723,test,39,39,TRUE,0
1,mt,1,30,585,TRUE,double,left,incongruent,down,585,585,test,37,37,TRUE,0
1,mt,1,31,662,TRUE,double,right,congruent,up,662,662,test,39,39,TRUE,0
1,mt,1,32,519,TRUE,center,left,neutral,down,519,519,test,37,37,TRUE,0
1,mt,1,33,559,TRUE,spatial,right,congruent,up,559,559,test,39,39,TRUE,0
1,mt,1,34,598,TRUE,nocue,left,neutral,up,598,598,test,37,37,TRUE,0
1,mt,1,35,589,TRUE,nocue,left,incongruent,down,589,589,test,37,37,TRUE,0
1,mt,1,36,640,TRUE,nocue,right,neutral,up,640,640,test,39,39,TRUE,0
1,mt,1,37,488,TRUE,nocue,left,congruent,down,488,488,test,37,37,TRUE,0
