study,p,group,t,trial_num,rt,block_duration,stim_duration,correct,correct_response,flanker_middle_direction,flanker_type,flanker_location,cue
3,s3p23,meditation,1,38,578,578,578,true,39,right,congruent,down,nocue
3,s3p23,meditation,1,39,610,610,610,true,39,right,incongruent,up,center
3,s3p23,meditation,1,40,397,397,397,true,37,left,neutral,up,spatial
3,s3p23,meditation,1,41,499,499,499,true,37,left,congruent,down,spatial
3,s3p23,meditation,1,42,546,546,546,true,39,right,neutral,up,center
3,s3p23,meditation,1,43,432,432,432,true,37,left,neutral,down,double
3,s3p23,meditation,1,44,473,473,473,true,39,right,congruent,down,double
3,s3p23,meditation,1,45,424,424,424,true,39,right,neutral,down,double
3,s3p23,meditation,1,46,608,608,608,true,39,right,neutral,down,center
3,s3p23,meditation,1,47,424,424,424,true,37,left,neutral,down,spatial
3,s3p23,meditation,1,48,504,504,504,true,39,right,incongruent,up,double
3,s3p23,meditation,1,49,523,523,523,true,37,left,neutral,up,spatial
3,s3p23,meditation,1,50,498,498,498,true,37,left,congruent,up,center
3,s3p23,meditation,1,51,496,496,496,true,37,left,incongruent,up,double
3,s3p23,meditation,1,52,586,586,586,true,39,right,incongruent,up,spatial
3,s3p23,meditation,1,53,521,521,521,true,39,right,neutral,up,double
3,s3p23,meditation,1,54,423,423,423,true,37,left,neutral,up,center
3,s3p23,meditation,1,55,422,422,422,true,37,left,incongruent,up,spatial
3,s3p23,meditation,1,56,545,545,545,true,37,left,neutral,down,center
3,s3p23,meditation,1,57,566,566,566,true,39,right,neutral,up,nocue
3,s3p23,meditation,1,58,599,599,599,true,37,left,congruent,down,nocue
3,s3p23,meditation,1,59,398,398,398,true,39,right,congruent,up,nocue
3,s3p23,meditation,1,60,477,477,477,true,37,left,congruent,up,spatial
3,s3p23,meditation,1,61,548,548,548,true,39,right,congruent,up,center
3,s3p23,meditation,1,62,529,529,529,true,39,right,congruent,down,center
3,s3p23,meditation,1,63,523,523,523,true,39,right,neutral,down,center
3,s3p23,meditation,1,64,558,558,558,true,39,right,neutral,down,nocue
3,s3p23,meditation,1,65,479,479,479,true,37,left,incongruent,down,spatial
3,s3p23,meditation,1,66,589,589,589,true,39,right,incongruent,down,double
3,s3p23,meditation,1,67,638,638,638,true,37,left,congruent,up,nocue
3,s3p23,meditation,1,68,570,570,570,true,39,right,incongruent,up,double
3,s3p23,meditation,1,69,420,420,420,true,39,right,neutral,up,spatial
3,s3p23,meditation,1,70,554,554,554,true,37,left,incongruent,up,nocue
3,s3p23,meditation,1,71,506,506,506,true,39,right,incongruent,down,spatial
3,s3p23,meditation,1,72,475,475,475,true,39,right,neutral,up,center
3,s3p23,meditation,1,73,811,811,811,true,39,right,congruent,down,spatial
3,s3p23,meditation,1,74,499,499,499,true,37,left,neutral,up,nocue
3,s3p23,meditation,1,75,459,459,459,true,37,left,neutral,down,spatial
3,s3p23,meditation,1,76,630,630,630,true,39,right,incongruent,up,nocue
3,s3p23,meditation,1,77,593,593,593,true,37,left,incongruent,up,center
3,s3p23,meditation,1,78,417,417,417,true,37,left,congruent,down,double
3,s3p23,meditation,1,79,424,424,424,true,37,left,congruent,down,center
3,s3p23,meditation,1,80,443,443,443,true,39,right,congruent,up,spatial
3,s3p23,meditation,1,81,395,395,395,true,37,left,neutral,down,double
3,s3p23,meditation,1,82,590,590,590,true,39,right,incongruent,up,center
3,s3p23,meditation,1,83,368,368,368,true,37,left,congruent,down,spatial
3,s3p23,meditation,1,84,509,509,509,true,39,right,neutral,down,double
3,s3p23,meditation,1,85,409,409,409,true,39,right,neutral,down,spatial
3,s3p23,meditation,1,86,363,363,363,true,39,right,congruent,up,double
3,s3p23,meditation,1,87,404,404,404,true,37,left,incongruent,down,double
3,s3p23,meditation,1,88,497,497,497,true,39,right,congruent,down,nocue
3,s3p23,meditation,1,89,656,656,656,true,37,left,incongruent,down,nocue
3,s3p23,meditation,1,90,662,662,662,true,37,left,congruent,up,double
3,s3p23,meditation,1,91,767,767,767,true,39,right,incongruent,down,nocue
3,s3p23,meditation,1,92,556,556,556,true,37,left,neutral,down,nocue
3,s3p23,meditation,1,93,594,594,594,true,39,right,incongruent,down,center
3,s3p23,meditation,1,94,581,581,581,true,39,right,congruent,down,double
3,s3p23,meditation,1,95,815,815,815,true,37,left,neutral,up,double
3,s3p23,meditation,1,96,778,778,778,true,37,left,incongruent,down,center
3,s3p23,meditation,1,97,609,609,609,true,39,right,congruent,up,nocue
3,s3p23,meditation,1,98,459,459,459,true,39,right,neutral,down,center
3,s3p23,meditation,1,99,482,482,482,true,37,left,congruent,up,center
3,s3p23,meditation,1,100,541,541,541,true,39,right,incongruent,down,nocue
3,s3p23,meditation,1,101,480,480,480,true,37,left,incongruent,up,spatial
3,s3p23,meditation,1,102,453,453,453,true,37,left,neutral,down,center
3,s3p23,meditation,1,103,399,399,399,true,39,right,neutral,down,double
3,s3p23,meditation,1,104,520,520,520,true,37,left,congruent,up,nocue
3,s3p23,meditation,1,105,395,395,395,true,39,right,neutral,up,spatial
3,s3p23,meditation,1,106,605,605,605,true,39,right,congruent,up,spatial
3,s3p23,meditation,1,107,626,626,626,true,37,left,incongruent,down,spatial
3,s3p23,meditation,1,108,664,664,664,true,37,left,neutral,up,nocue
3,s3p23,meditation,1,109,376,376,376,true,37,left,neutral,up,double
3,s3p23,meditation,1,110,664,664,664,true,39,right,neutral,down,spatial
3,s3p23,meditation,1,111,807,807,807,true,39,right,incongruent,up,double
3,s3p23,meditation,1,112,345,345,345,true,37,left,neutral,up,spatial
3,s3p23,meditation,1,113,639,639,639,true,39,right,incongruent,up,nocue
3,s3p23,meditation,1,114,781,781,781,true,39,right,neutral,down,nocue
3,s3p23,meditation,1,115,564,564,564,true,39,right,neutral,up,nocue
3,s3p23,meditation,1,116,414,414,414,true,37,left,congruent,down,spatial
3,s3p23,meditation,1,117,576,576,576,true,37,left,incongruent,down,double
3,s3p23,meditation,1,118,638,638,638,true,37,left,congruent,down,center
3,s3p23,meditation,1,119,544,544,544,true,37,left,congruent,up,double
3,s3p23,meditation,1,120,545,545,545,true,37,left,neutral,down,double
3,s3p23,meditation,1,121,503,503,503,true,39,right,neutral,up,double
3,s3p23,meditation,1,122,573,573,573,true,39,right,congruent,down,center
3,s3p23,meditation,1,123,537,537,537,true,37,left,congruent,down,nocue
3,s3p23,meditation,1,124,550,550,550,true,39,right,congruent,up,center
3,s3p23,meditation,1,125,420,420,420,true,39,right,congruent,down,spatial
3,s3p23,meditation,1,126,396,396,396,true,37,left,neutral,down,spatial
3,s3p23,meditation,1,127,510,510,510,true,37,left,neutral,down,nocue
3,s3p23,meditation,1,128,584,584,584,true,39,right,incongruent,up,center
3,s3p23,meditation,1,129,475,475,475,true,37,left,congruent,down,double
3,s3p23,meditation,1,130,565,565,565,true,39,right,incongruent,down,double
3,s3p23,meditation,1,131,457,457,457,true,39,right,congruent,down,nocue
3,s3p23,meditation,1,132,533,533,533,true,39,right,congruent,up,double
3,s3p23,meditation,1,133,750,750,750,true,37,left,incongruent,up,nocue
3,s3p23,meditation,1,134,370,370,370,true,39,right,incongruent,down,spatial
3,s3p23,meditation,1,135,733,733,733,true,37,left,incongruent,up,double
3,s3p23,meditation,1,136,643,643,643,true,37,left,neutral,up,center
3,s3p23,meditation,1,137,454,454,454,true,37,left,congruent,up,spatial
3,s3p23,meditation,1,138,619,619,619,true,39,right,incongruent,down,center
3,s3p23,meditation,1,139,538,538,538,true,37,left,incongruent,down,nocue
3,s3p23,meditation,1,140,691,691,691,true,39,right,incongruent,up,spatial
3,s3p23,meditation,1,141,467,467,467,true,39,right,neutral,up,center
3,s3p23,meditation,1,142,601,601,601,true,39,right,congruent,down,double
3,s3p23,meditation,1,144,643,643,643,true,37,left,incongruent,down,center
3,s3p24,meditation,1,1,601,601,601,true,39,right,incongruent,down,double
3,s3p24,meditation,1,2,596,596,596,true,39,right,incongruent,down,center
3,s3p24,meditation,1,3,557,557,557,true,37,left,congruent,down,center
3,s3p24,meditation,1,4,694,694,694,true,37,left,congruent,up,center
3,s3p24,meditation,1,5,729,729,729,true,39,right,incongruent,down,nocue
3,s3p24,meditation,1,6,529,529,529,true,37,left,neutral,up,double
3,s3p24,meditation,1,7,535,535,535,true,37,left,neutral,down,nocue
3,s3p24,meditation,1,8,550,550,550,true,39,right,neutral,up,center
3,s3p24,meditation,1,9,566,566,566,true,39,right,congruent,up,center
3,s3p24,meditation,1,10,593,593,593,true,39,right,neutral,up,nocue
3,s3p24,meditation,1,11,717,717,717,true,39,right,congruent,up,nocue
3,s3p24,meditation,1,12,653,653,653,true,39,right,congruent,up,double
3,s3p24,meditation,1,13,444,444,444,true,37,left,neutral,down,center
3,s3p24,meditation,1,14,412,412,412,true,39,right,congruent,down,spatial
3,s3p24,meditation,1,15,666,666,666,true,37,left,incongruent,down,nocue
3,s3p24,meditation,1,16,602,602,602,true,39,right,congruent,down,nocue
3,s3p24,meditation,1,17,452,452,452,true,37,left,congruent,down,spatial
3,s3p24,meditation,1,18,529,529,529,true,39,right,incongruent,up,center
3,s3p24,meditation,1,19,543,543,543,true,39,right,congruent,down,center
3,s3p24,meditation,1,21,570,570,570,true,39,right,incongruent,up,spatial
3,s3p24,meditation,1,22,516,516,516,true,37,left,neutral,down,double
3,s3p24,meditation,1,23,581,581,581,true,37,left,incongruent,up,nocue
3,s3p24,meditation,1,24,534,534,534,true,39,right,incongruent,up,nocue
3,s3p24,meditation,1,25,648,648,648,true,37,left,congruent,down,nocue
3,s3p24,meditation,1,27,833,833,833,true,39,right,neutral,down,center
3,s3p24,meditation,1,28,433,433,433,true,37,left,neutral,down,spatial
3,s3p24,meditation,1,29,612,612,612,true,39,right,incongruent,down,spatial
3,s3p24,meditation,1,30,448,448,448,true,37,left,congruent,up,double
3,s3p24,meditation,1,31,449,449,449,true,39,right,congruent,up,spatial
3,s3p24,meditation,1,32,519,519,519,true,37,left,incongruent,up,spatial
3,s3p24,meditation,1,33,712,712,712,true,37,left,neutral,up,nocue
3,s3p24,meditation,1,34,519,519,519,true,37,left,neutral,up,center
3,s3p24,meditation,1,35,703,703,703,true,39,right,incongruent,up,double
3,s3p24,meditation,1,36,477,477,477,true,37,left,neutral,up,spatial
3,s3p24,meditation,1,37,424,424,424,true,37,left,incongruent,up,double
3,s3p24,meditation,1,38,398,398,398,true,39,right,neutral,up,spatial
3,s3p24,meditation,1,39,444,444,444,true,37,left,congruent,up,spatial
3,s3p24,meditation,1,40,614,614,614,true,37,left,congruent,down,double
3,s3p24,meditation,1,41,619,619,619,true,37,left,incongruent,down,double
3,s3p24,meditation,1,42,558,558,558,true,39,right,neutral,down,nocue
3,s3p24,meditation,1,43,584,584,584,true,39,right,neutral,up,double
3,s3p24,meditation,1,44,571,571,571,true,37,left,congruent,up,nocue
3,s3p24,meditation,1,46,551,551,551,true,39,right,neutral,down,double
3,s3p24,meditation,1,47,538,538,538,true,37,left,incongruent,up,center
3,s3p24,meditation,1,48,556,556,556,true,37,left,incongruent,down,spatial
3,s3p24,meditation,1,49,517,517,517,true,37,left,congruent,down,double
3,s3p24,meditation,1,50,465,465,465,true,37,left,congruent,down,center
3,s3p24,meditation,1,51,540,540,540,true,39,right,congruent,down,double
3,s3p24,meditation,1,52,531,531,531,true,37,left,incongruent,up,double
3,s3p24,meditation,1,53,631,631,631,true,37,left,congruent,down,nocue
3,s3p24,meditation,1,54,436,436,436,true,37,left,congruent,up,spatial
3,s3p24,meditation,1,55,402,402,402,true,37,left,congruent,up,double
3,s3p24,meditation,1,56,554,554,554,true,39,right,neutral,up,center
3,s3p24,meditation,1,57,619,619,619,true,37,left,incongruent,down,nocue
3,s3p24,meditation,1,59,546,546,546,true,39,right,neutral,up,nocue
3,s3p24,meditation,1,61,581,581,581,true,39,right,congruent,up,nocue
3,s3p24,meditation,1,62,618,618,618,true,39,right,neutral,up,double
3,s3p24,meditation,1,63,465,465,465,true,37,left,congruent,down,spatial
3,s3p24,meditation,1,64,607,607,607,true,39,right,incongruent,down,double
3,s3p24,meditation,1,65,758,758,758,true,39,right,congruent,down,center
3,s3p24,meditation,1,66,590,590,590,true,37,left,incongruent,down,spatial
3,s3p24,meditation,1,67,599,599,599,true,39,right,congruent,down,spatial
3,s3p24,meditation,1,68,605,605,605,true,39,right,congruent,up,center
3,s3p24,meditation,1,69,491,491,491,true,37,left,neutral,up,spatial
3,s3p24,meditation,1,70,546,546,546,true,37,left,neutral,down,center
3,s3p24,meditation,1,71,772,772,772,true,39,right,neutral,down,center
3,s3p24,meditation,1,72,424,424,424,true,37,left,neutral,down,double
3,s3p24,meditation,1,73,448,448,448,true,39,right,congruent,up,double
3,s3p24,meditation,1,74,526,526,526,true,37,left,congruent,up,center
3,s3p24,meditation,1,75,437,437,437,true,39,right,neutral,down,spatial
3,s3p24,meditation,1,76,497,497,497,true,37,left,neutral,down,spatial
3,s3p24,meditation,1,77,478,478,478,true,39,right,congruent,up,spatial
3,s3p24,meditation,1,78,530,530,530,true,37,left,incongruent,down,double
3,s3p24,meditation,1,79,601,601,601,true,37,left,congruent,up,nocue
3,s3p24,meditation,1,80,499,499,499,true,37,left,incongruent,up,center
3,s3p24,meditation,1,81,597,597,597,true,37,left,neutral,up,center
3,s3p24,meditation,1,82,812,812,812,true,39,right,neutral,down,nocue
3,s3p24,meditation,1,83,424,424,424,true,37,left,incongruent,down,center
3,s3p24,meditation,1,84,527,527,527,true,37,left,incongruent,up,nocue
3,s3p24,meditation,1,85,448,448,448,true,39,right,neutral,up,spatial
3,s3p24,meditation,1,86,689,689,689,true,39,right,incongruent,up,nocue
3,s3p24,meditation,1,88,636,636,636,true,39,right,incongruent,down,nocue
3,s3p24,meditation,1,89,537,537,537,true,39,right,neutral,down,double
3,s3p24,meditation,1,90,549,549,549,true,37,left,neutral,down,nocue
3,s3p24,meditation,1,91,664,664,664,true,37,left,neutral,up,nocue
3,s3p24,meditation,1,92,607,607,607,true,39,right,congruent,down,nocue
3,s3p24,meditation,1,93,503,503,503,true,37,left,incongruent,up,spatial
3,s3p24,meditation,1,94,491,491,491,true,39,right,incongruent,up,double
3,s3p24,meditation,1,95,476,476,476,true,37,left,neutral,up,double
3,s3p24,meditation,1,96,451,451,451,true,39,right,incongruent,up,spatial
3,s3p24,meditation,1,97,739,739,739,true,39,right,incongruent,up,double
3,s3p24,meditation,1,98,585,585,585,true,37,left,congruent,down,nocue
3,s3p24,meditation,1,99,409,409,409,true,39,right,neutral,up,spatial
3,s3p24,meditation,1,100,463,463,463,true,37,left,neutral,up,double
3,s3p24,meditation,1,101,512,512,512,true,39,right,neutral,down,spatial
3,s3p24,meditation,1,102,547,547,547,true,39,right,neutral,up,nocue
3,s3p24,meditation,1,103,550,550,550,true,37,left,neutral,down,nocue
3,s3p24,meditation,1,104,507,507,507,true,37,left,neutral,up,nocue
3,s3p24,meditation,1,105,574,574,574,true,39,right,congruent,down,spatial
3,s3p24,meditation,1,106,448,448,448,true,37,left,neutral,down,center
3,s3p24,meditation,1,107,639,639,639,true,39,right,incongruent,down,center
3,s3p24,meditation,1,108,590,590,590,true,37,left,congruent,down,double
3,s3p24,meditation,1,109,647,647,647,true,39,right,congruent,up,double
3,s3p24,meditation,1,110,500,500,500,true,37,left,congruent,up,nocue
3,s3p24,meditation,1,111,713,713,713,true,37,left,incongruent,down,nocue
3,s3p24,meditation,1,112,577,577,577,true,39,right,congruent,down,nocue
3,s3p24,meditation,1,113,564,564,564,true,39,right,incongruent,up,nocue
3,s3p24,meditation,1,114,589,589,589,true,37,left,incongruent,down,center
3,s3p24,meditation,1,115,527,527,527,true,39,right,congruent,down,center
3,s3p24,meditation,1,116,463,463,463,true,37,left,neutral,up,spatial
3,s3p24,meditation,1,118,466,466,466,true,37,left,neutral,down,double
3,s3p24,meditation,1,120,441,441,441,true,37,left,congruent,up,spatial
3,s3p24,meditation,1,121,590,590,590,true,39,right,neutral,down,double
3,s3p24,meditation,1,122,578,578,578,true,37,left,incongruent,down,double
3,s3p24,meditation,1,123,666,666,666,true,39,right,neutral,up,double
3,s3p24,meditation,1,124,549,549,549,true,37,left,congruent,down,center
3,s3p24,meditation,1,125,480,480,480,true,37,left,neutral,up,center
3,s3p24,meditation,1,126,630,630,630,true,37,left,incongruent,up,center
3,s3p24,meditation,1,127,541,541,541,true,37,left,incongruent,up,spatial
3,s3p24,meditation,1,128,557,557,557,true,37,left,congruent,up,center
3,s3p24,meditation,1,129,563,563,563,true,39,right,neutral,up,center
3,s3p24,meditation,1,130,817,817,817,true,39,right,congruent,up,spatial
3,s3p24,meditation,1,131,553,553,553,true,37,left,incongruent,up,nocue
3,s3p24,meditation,1,132,504,504,504,true,37,left,neutral,down,spatial
3,s3p24,meditation,1,133,725,725,725,true,39,right,incongruent,down,double
3,s3p24,meditation,1,134,572,572,572,true,39,right,neutral,down,center
3,s3p24,meditation,1,135,515,515,515,true,37,left,congruent,up,double
3,s3p24,meditation,1,136,590,590,590,true,37,left,incongruent,up,double
3,s3p24,meditation,1,137,463,463,463,true,37,left,congruent,down,spatial
3,s3p24,meditation,1,138,795,795,795,true,39,right,congruent,up,nocue
3,s3p24,meditation,1,139,518,518,518,true,39,right,incongruent,up,spatial
3,s3p24,meditation,1,140,693,693,693,true,39,right,neutral,down,nocue
3,s3p24,meditation,1,141,544,544,544,true,39,right,congruent,down,double
3,s3p24,meditation,1,142,584,584,584,true,39,right,congruent,up,center
3,s3p24,meditation,1,143,712,712,712,true,39,right,incongruent,up,center
3,s3p24,meditation,1,144,741,741,741,true,39,right,incongruent,down,nocue
3,s3p25,control,1,1,715,715,715,true,37,left,neutral,up,double
3,s3p25,control,1,2,679,679,679,true,39,right,congruent,up,nocue
3,s3p25,control,1,3,671,671,671,true,37,left,incongruent,up,double
3,s3p25,control,1,4,529,529,529,true,37,left,neutral,up,center
3,s3p25,control,1,5,738,738,738,true,39,right,neutral,down,center
3,s3p25,control,1,6,796,796,796,true,39,right,incongruent,up,nocue
3,s3p25,control,1,7,520,520,520,true,39,right,congruent,up,spatial
3,s3p25,control,1,8,597,597,597,true,37,left,congruent,up,double
3,s3p25,control,1,9,548,548,548,true,39,right,congruent,up,double
3,s3p25,control,1,10,607,607,607,true,39,right,congruent,down,center
3,s3p25,control,1,11,763,763,763,true,37,left,neutral,up,nocue
3,s3p25,control,1,12,687,687,687,true,39,right,congruent,down,nocue
3,s3p25,control,1,13,797,797,797,true,39,right,incongruent,down,center
3,s3p25,control,1,14,602,602,602,true,37,left,congruent,up,center
3,s3p25,control,1,15,699,699,699,true,39,right,neutral,up,nocue
3,s3p25,control,1,16,657,657,657,true,39,right,neutral,down,double
3,s3p25,control,1,17,558,558,558,true,39,right,neutral,down,spatial
3,s3p25,control,1,18,653,653,653,true,39,right,congruent,down,spatial
3,s3p25,control,1,19,985,985,985,true,37,left,incongruent,down,nocue
3,s3p25,control,1,20,802,802,802,true,37,left,congruent,up,nocue
3,s3p25,control,1,21,768,768,768,true,37,left,neutral,down,nocue
3,s3p25,control,1,22,729,729,729,true,39,right,neutral,up,center
3,s3p25,control,1,23,603,603,603,true,39,right,incongruent,up,center
3,s3p25,control,1,24,625,625,625,true,37,left,congruent,down,spatial
3,s3p25,control,1,25,680,680,680,true,39,right,neutral,up,spatial
3,s3p25,control,1,26,850,850,850,true,39,right,neutral,down,nocue
3,s3p25,control,1,27,811,811,811,true,39,right,incongruent,down,double
3,s3p25,control,1,28,677,677,677,true,37,left,incongruent,down,center
3,s3p25,control,1,29,679,679,679,true,37,left,congruent,down,nocue
3,s3p25,control,1,30,595,595,595,true,37,left,congruent,down,center
3,s3p25,control,1,31,685,685,685,true,39,right,incongruent,up,double
3,s3p25,control,1,32,656,656,656,true,39,right,neutral,up,double
3,s3p25,control,1,33,552,552,552,true,37,left,neutral,up,spatial
3,s3p25,control,1,34,595,595,595,true,37,left,incongruent,down,spatial
3,s3p25,control,1,35,818,818,818,true,39,right,incongruent,down,nocue
3,s3p25,control,1,36,538,538,538,true,37,left,neutral,down,center
3,s3p25,control,1,37,481,481,481,true,37,left,neutral,down,spatial
3,s3p25,control,1,38,888,888,888,true,37,left,incongruent,up,nocue
3,s3p25,control,1,39,482,482,482,true,39,right,incongruent,down,spatial
3,s3p25,control,1,40,493,493,493,true,39,right,incongruent,up,spatial
3,s3p25,control,1,41,548,548,548,true,37,left,incongruent,up,spatial
3,s3p25,control,1,42,737,737,737,true,37,left,incongruent,up,center
3,s3p25,control,1,43,695,695,695,true,37,left,neutral,down,double
3,s3p25,control,1,44,595,595,595,true,37,left,congruent,down,double
3,s3p25,control,1,45,695,695,695,true,39,right,congruent,down,double
3,s3p25,control,1,46,456,456,456,true,37,left,congruent,up,spatial
3,s3p25,control,1,47,517,517,517,true,39,right,congruent,up,center
3,s3p25,control,1,48,744,744,744,true,37,left,incongruent,down,double
3,s3p25,control,1,49,525,525,525,true,37,left,neutral,up,center
3,s3p25,control,1,50,453,453,453,true,37,left,neutral,up,double
3,s3p25,control,1,51,510,510,510,true,39,right,congruent,up,center
3,s3p25,control,1,52,342,342,342,true,39,right,congruent,up,double
3,s3p25,control,1,53,630,630,630,true,37,left,neutral,down,double
3,s3p25,control,1,54,662,662,662,true,39,right,neutral,up,nocue
3,s3p25,control,1,55,573,573,573,true,39,right,incongruent,up,spatial
3,s3p25,control,1,56,459,459,459,true,39,right,neutral,up,center
3,s3p25,control,1,57,831,831,831,true,37,left,incongruent,down,double
3,s3p25,control,1,58,554,554,554,true,37,left,congruent,down,spatial
3,s3p25,control,1,59,891,891,891,true,39,right,congruent,down,nocue
3,s3p25,control,1,60,801,801,801,true,39,right,incongruent,down,double
3,s3p25,control,1,61,572,572,572,true,39,right,incongruent,down,spatial
3,s3p25,control,1,62,568,568,568,true,37,left,congruent,up,nocue
3,s3p25,control,1,63,684,684,684,true,37,left,neutral,down,nocue
3,s3p25,control,1,64,625,625,625,true,37,left,incongruent,up,center
3,s3p25,control,1,65,728,728,728,true,39,right,neutral,down,double
3,s3p25,control,1,66,556,556,556,true,37,left,congruent,down,center
3,s3p25,control,1,67,667,667,667,true,37,left,congruent,down,double
3,s3p25,control,1,68,831,831,831,true,37,left,neutral,down,center
3,s3p25,control,1,69,801,801,801,true,39,right,incongruent,down,center
3,s3p25,control,1,70,890,890,890,true,39,right,incongruent,up,nocue
3,s3p25,control,1,71,676,676,676,true,39,right,neutral,down,center
3,s3p25,control,1,72,975,975,975,true,37,left,neutral,down,spatial
3,s3p25,control,1,73,639,639,639,true,39,right,congruent,down,spatial
3,s3p25,control,1,74,743,743,743,true,37,left,congruent,up,double
3,s3p25,control,1,75,589,589,589,true,37,left,congruent,up,center
3,s3p25,control,1,76,488,488,488,true,39,right,congruent,up,spatial
3,s3p25,control,1,77,434,434,434,true,39,right,neutral,up,spatial
3,s3p25,control,1,78,1038,1038,1038,true,37,left,incongruent,up,spatial
3,s3p25,control,1,79,508,508,508,true,39,right,neutral,down,spatial
3,s3p25,control,1,80,798,798,798,true,39,right,incongruent,up,double
3,s3p25,control,1,81,893,893,893,true,37,left,incongruent,up,nocue
3,s3p25,control,1,82,1037,1037,1037,true,39,right,incongruent,down,nocue
3,s3p25,control,1,83,652,652,652,true,37,left,congruent,up,spatial
3,s3p25,control,1,84,607,607,607,true,39,right,congruent,up,nocue
3,s3p25,control,1,85,946,946,946,true,37,left,incongruent,down,center
3,s3p25,control,1,87,645,645,645,true,39,right,neutral,up,double
3,s3p25,control,1,88,446,446,446,true,37,left,neutral,up,spatial
3,s3p25,control,1,89,633,633,633,true,39,right,congruent,down,double
3,s3p25,control,1,90,628,628,628,true,37,left,incongruent,up,double
3,s3p25,control,1,91,1041,1041,1041,true,37,left,incongruent,down,nocue
3,s3p25,control,1,92,682,682,682,true,37,left,congruent,down,nocue
3,s3p25,control,1,93,591,591,591,true,37,left,neutral,up,nocue
3,s3p25,control,1,94,557,557,557,true,37,left,incongruent,down,spatial
3,s3p25,control,1,95,681,681,681,true,39,right,incongruent,up,center
3,s3p25,control,1,96,548,548,548,true,39,right,congruent,down,center
3,s3p25,control,1,97,793,793,793,true,39,right,incongruent,down,center
3,s3p25,control,1,98,633,633,633,true,39,right,congruent,up,center
3,s3p25,control,1,99,642,642,642,true,39,right,neutral,down,spatial
3,s3p25,control,1,100,593,593,593,true,39,right,incongruent,down,spatial
3,s3p25,control,1,101,494,494,494,true,39,right,congruent,down,double
3,s3p25,control,1,102,463,463,463,true,39,right,congruent,up,spatial
3,s3p25,control,1,103,385,385,385,true,39,right,neutral,down,double
3,s3p25,control,1,104,704,704,704,true,39,right,neutral,down,nocue
3,s3p25,control,1,106,660,660,660,true,37,left,neutral,up,double
3,s3p25,control,1,107,788,788,788,true,37,left,incongruent,down,center
3,s3p25,control,1,108,538,538,538,true,37,left,neutral,up,spatial
3,s3p25,control,1,109,594,594,594,true,37,left,congruent,up,spatial
3,s3p25,control,1,110,717,717,717,true,39,right,congruent,down,nocue
3,s3p25,control,1,111,618,618,618,true,37,left,congruent,up,double
3,s3p25,control,1,112,951,951,951,true,37,left,incongruent,down,nocue
3,s3p25,control,1,113,693,693,693,true,37,left,neutral,down,double
3,s3p25,control,1,114,604,604,604,true,37,left,congruent,up,nocue
3,s3p25,control,1,116,594,594,594,true,39,right,incongruent,up,double
3,s3p25,control,1,117,652,652,652,true,37,left,incongruent,up,double
3,s3p25,control,1,118,863,863,863,true,39,right,incongruent,up,center
3,s3p25,control,1,119,777,777,777,true,39,right,congruent,up,nocue
3,s3p25,control,1,120,660,660,660,true,37,left,congruent,down,nocue
3,s3p25,control,1,121,763,763,763,true,37,left,incongruent,up,center
3,s3p25,control,1,122,619,619,619,true,37,left,congruent,down,spatial
3,s3p25,control,1,123,720,720,720,true,39,right,congruent,down,center
3,s3p25,control,1,124,623,623,623,true,39,right,incongruent,up,spatial
3,s3p25,control,1,125,906,906,906,true,39,right,neutral,up,nocue
3,s3p25,control,1,126,677,677,677,true,37,left,neutral,up,nocue
3,s3p25,control,1,127,495,495,495,true,39,right,neutral,up,double
3,s3p25,control,1,128,528,528,528,true,39,right,neutral,up,spatial
3,s3p25,control,1,129,533,533,533,true,39,right,incongruent,up,nocue
3,s3p25,control,1,130,558,558,558,true,37,left,incongruent,down,spatial
3,s3p25,control,1,131,667,667,667,true,39,right,neutral,up,center
3,s3p25,control,1,132,566,566,566,true,37,left,neutral,down,center
3,s3p25,control,1,133,555,555,555,true,37,left,incongruent,up,spatial
3,s3p25,control,1,134,829,829,829,true,39,right,incongruent,down,nocue
3,s3p25,control,1,135,651,651,651,true,37,left,congruent,down,center
3,s3p25,control,1,136,603,603,603,true,37,left,congruent,up,center
3,s3p25,control,1,137,714,714,714,true,39,right,neutral,down,center
3,s3p25,control,1,138,569,569,569,true,37,left,neutral,up,center
3,s3p25,control,1,139,556,556,556,true,39,right,congruent,up,double
3,s3p25,control,1,140,659,659,659,true,37,left,neutral,down,nocue
3,s3p25,control,1,141,739,739,739,true,37,left,incongruent,up,nocue
3,s3p25,control,1,142,665,665,665,true,39,right,congruent,down,spatial
3,s3p25,control,1,143,841,841,841,true,39,right,incongruent,down,double
3,s3p25,control,1,144,749,749,749,true,37,left,congruent,down,double
3,s3p27,control,1,1,447,447,447,true,37,left,neutral,up,spatial
3,s3p27,control,1,2,476,476,476,true,37,left,neutral,up,double
3,s3p27,control,1,3,605,605,605,true,37,left,congruent,down,spatial
3,s3p27,control,1,5,705,705,705,true,39,right,incongruent,up,center
3,s3p27,control,1,6,512,512,512,true,37,left,neutral,up,center
3,s3p27,control,1,7,656,656,656,true,37,left,neutral,down,center
3,s3p27,control,1,8,768,768,768,true,39,right,congruent,down,spatial
3,s3p27,control,1,9,803,803,803,true,37,left,incongruent,up,nocue
