study,p,group,t,trial_num,rt,block_duration,stim_duration,correct,correct_response,flanker_middle_direction,flanker_type,flanker_location,cue
1,s1p1,meditation,1,1,644,644,644,true,39,right,neutral,down,double
1,s1p1,meditation,1,2,865,865,865,true,37,left,neutral,up,center
1,s1p1,meditation,1,3,536,536,536,true,37,left,congruent,down,spatial
1,s1p1,meditation,1,4,777,777,777,true,39,right,incongruent,up,center
1,s1p1,meditation,1,5,679,679,679,true,37,left,incongruent,up,double
1,s1p1,meditation,1,6,681,681,681,true,39,right,congruent,up,center
1,s1p1,meditation,1,7,789,789,789,true,37,left,congruent,up,spatial
1,s1p1,meditation,1,8,772,772,772,true,37,left,congruent,down,nocue
1,s1p1,meditation,1,9,714,714,714,true,39,right,congruent,down,nocue
1,s1p1,meditation,1,10,546,546,546,true,39,right,congruent,down,spatial
1,s1p1,meditation,1,11,615,615,615,true,39,right,incongruent,up,spatial
1,s1p1,meditation,1,12,537,537,537,true,39,right,congruent,up,spatial
1,s1p1,meditation,1,13,677,677,677,true,37,left,congruent,up,double
1,s1p1,meditation,1,14,829,829,829,true,39,right,incongruent,up,nocue
1,s1p1,meditation,1,15,678,678,678,true,39,right,congruent,down,center
1,s1p1,meditation,1,16,529,529,529,true,39,right,neutral,up,spatial
1,s1p1,meditation,1,17,660,660,660,true,39,right,congruent,up,double
1,s1p1,meditation,1,18,865,865,865,true,37,left,neutral,down,nocue
1,s1p1,meditation,1,19,653,653,653,true,37,left,neutral,down,spatial
1,s1p1,meditation,1,20,866,866,866,true,37,left,incongruent,down,nocue
1,s1p1,meditation,1,21,772,772,772,true,39,right,neutral,up,double
1,s1p1,meditation,1,22,786,786,786,true,37,left,incongruent,up,nocue
1,s1p1,meditation,1,23,678,678,678,true,37,left,congruent,down,center
1,s1p1,meditation,1,24,712,712,712,true,37,left,congruent,up,center
1,s1p1,meditation,1,25,654,654,654,true,37,left,congruent,down,double
1,s1p1,meditation,1,26,791,791,791,true,39,right,neutral,up,nocue
1,s1p1,meditation,1,27,848,848,848,true,39,right,incongruent,down,center
1,s1p1,meditation,1,28,807,807,807,true,37,left,neutral,down,double
1,s1p1,meditation,1,29,775,775,775,true,39,right,congruent,up,nocue
1,s1p1,meditation,1,30,799,799,799,true,37,left,neutral,up,double
1,s1p1,meditation,1,31,625,625,625,true,39,right,neutral,down,spatial
1,s1p1,meditation,1,32,653,653,653,true,37,left,incongruent,down,double
1,s1p1,meditation,1,33,758,758,758,true,39,right,incongruent,up,double
1,s1p1,meditation,1,34,735,735,735,true,39,right,incongruent,down,double
1,s1p1,meditation,1,35,656,656,656,true,39,right,neutral,down,nocue
1,s1p1,meditation,1,36,650,650,650,true,39,right,neutral,down,center
1,s1p1,meditation,1,37,568,568,568,true,39,right,congruent,down,double
1,s1p1,meditation,1,38,818,818,818,true,39,right,neutral,up,center
1,s1p1,meditation,1,39,687,687,687,true,37,left,neutral,up,spatial
1,s1p1,meditation,1,40,670,670,670,true,37,left,incongruent,up,spatial
1,s1p1,meditation,1,41,809,809,809,true,37,left,neutral,up,nocue
1,s1p1,meditation,1,42,714,714,714,true,37,left,incongruent,up,center
1,s1p1,meditation,1,43,644,644,644,true,37,left,congruent,up,nocue
1,s1p1,meditation,1,44,816,816,816,true,39,right,incongruent,down,spatial
1,s1p1,meditation,1,45,672,672,672,true,37,left,neutral,down,center
1,s1p1,meditation,1,46,690,690,690,true,39,right,incongruent,down,nocue
1,s1p1,meditation,1,47,726,726,726,true,37,left,incongruent,down,center
1,s1p1,meditation,1,48,661,661,661,true,37,left,incongruent,down,spatial
1,s1p1,meditation,1,49,844,844,844,true,39,right,incongruent,up,center
1,s1p1,meditation,1,50,633,633,633,true,39,right,congruent,down,center
1,s1p1,meditation,1,51,808,808,808,true,39,right,congruent,up,double
1,s1p1,meditation,1,52,889,889,889,true,37,left,incongruent,down,double
1,s1p1,meditation,1,53,542,542,542,true,37,left,neutral,down,double
1,s1p1,meditation,1,54,722,722,722,true,37,left,neutral,down,center
1,s1p1,meditation,1,55,594,594,594,true,39,right,incongruent,down,spatial
1,s1p1,meditation,1,56,732,732,732,true,39,right,congruent,up,center
1,s1p1,meditation,1,57,635,635,635,true,39,right,congruent,up,spatial
1,s1p1,meditation,1,58,786,786,786,true,37,left,neutral,down,spatial
1,s1p1,meditation,1,59,687,687,687,true,39,right,incongruent,down,center
1,s1p1,meditation,1,60,621,621,621,true,37,left,congruent,down,spatial
1,s1p1,meditation,1,61,591,591,591,true,39,right,incongruent,down,double
1,s1p1,meditation,1,62,670,670,670,true,37,left,congruent,down,nocue
1,s1p1,meditation,1,63,623,623,623,true,39,right,neutral,down,center
1,s1p1,meditation,1,64,839,839,839,true,39,right,incongruent,up,spatial
1,s1p1,meditation,1,65,750,750,750,true,37,left,neutral,up,double
1,s1p1,meditation,1,66,832,832,832,true,37,left,incongruent,up,center
1,s1p1,meditation,1,67,761,761,761,true,39,right,incongruent,up,nocue
1,s1p1,meditation,1,68,644,644,644,true,37,left,congruent,down,double
1,s1p1,meditation,1,69,615,615,615,true,39,right,congruent,down,spatial
1,s1p1,meditation,1,70,723,723,723,true,37,left,neutral,down,nocue
1,s1p1,meditation,1,71,737,737,737,true,37,left,neutral,up,center
1,s1p1,meditation,1,72,646,646,646,true,37,left,congruent,up,nocue
1,s1p1,meditation,1,73,654,654,654,true,39,right,neutral,up,nocue
1,s1p1,meditation,1,74,603,603,603,true,39,right,congruent,down,nocue
1,s1p1,meditation,1,75,700,700,700,true,39,right,incongruent,down,nocue
1,s1p1,meditation,1,76,644,644,644,true,39,right,neutral,up,center
1,s1p1,meditation,1,77,694,694,694,true,39,right,neutral,down,nocue
1,s1p1,meditation,1,78,583,583,583,true,39,right,neutral,down,double
1,s1p1,meditation,1,79,617,617,617,true,39,right,neutral,up,spatial
1,s1p1,meditation,1,80,654,654,654,true,37,left,neutral,up,spatial
1,s1p1,meditation,1,81,661,661,661,true,37,left,incongruent,down,spatial
1,s1p1,meditation,1,82,729,729,729,true,37,left,congruent,up,center
1,s1p1,meditation,1,83,695,695,695,true,37,left,incongruent,up,spatial
1,s1p1,meditation,1,84,632,632,632,true,37,left,congruent,up,double
1,s1p1,meditation,1,85,848,848,848,true,39,right,congruent,up,nocue
1,s1p1,meditation,1,86,874,874,874,true,39,right,congruent,down,double
1,s1p1,meditation,1,87,714,714,714,true,37,left,incongruent,down,center
1,s1p1,meditation,1,88,804,804,804,true,37,left,neutral,up,nocue
1,s1p1,meditation,1,89,658,658,658,true,37,left,congruent,down,center
1,s1p1,meditation,1,90,575,575,575,true,37,left,congruent,up,spatial
1,s1p1,meditation,1,91,840,840,840,true,39,right,neutral,up,double
1,s1p1,meditation,1,92,764,764,764,true,37,left,incongruent,down,nocue
1,s1p1,meditation,1,93,727,727,727,true,39,right,incongruent,up,double
1,s1p1,meditation,1,94,744,744,744,true,37,left,incongruent,up,nocue
1,s1p1,meditation,1,95,561,561,561,true,39,right,neutral,down,spatial
1,s1p1,meditation,1,96,764,764,764,true,37,left,incongruent,up,double
1,s1p1,meditation,1,97,648,648,648,true,39,right,neutral,up,nocue
1,s1p1,meditation,1,98,653,653,653,true,39,right,incongruent,down,spatial
1,s1p1,meditation,1,99,675,675,675,true,39,right,neutral,down,center
1,s1p1,meditation,1,100,672,672,672,true,37,left,congruent,down,center
1,s1p1,meditation,1,101,800,800,800,true,39,right,incongruent,up,nocue
1,s1p1,meditation,1,102,714,714,714,true,37,left,incongruent,up,center
1,s1p1,meditation,1,103,812,812,812,true,37,left,congruent,up,double
1,s1p1,meditation,1,104,655,655,655,true,39,right,neutral,down,spatial
1,s1p1,meditation,1,105,732,732,732,true,39,right,incongruent,down,double
1,s1p1,meditation,1,106,638,638,638,true,39,right,congruent,down,center
1,s1p1,meditation,1,107,651,651,651,true,39,right,neutral,up,center
1,s1p1,meditation,1,108,764,764,764,true,39,right,incongruent,down,nocue
1,s1p1,meditation,1,109,573,573,573,true,39,right,neutral,down,nocue
1,s1p1,meditation,1,110,773,773,773,true,37,left,neutral,up,center
1,s1p1,meditation,1,111,565,565,565,true,37,left,neutral,down,spatial
1,s1p1,meditation,1,112,735,735,735,true,37,left,neutral,down,double
1,s1p1,meditation,1,113,729,729,729,true,37,left,congruent,up,nocue
1,s1p1,meditation,1,114,613,613,613,true,37,left,incongruent,down,double
1,s1p1,meditation,1,115,582,582,582,true,37,left,neutral,up,double
1,s1p1,meditation,1,116,670,670,670,true,37,left,neutral,down,nocue
1,s1p1,meditation,1,117,721,721,721,true,39,right,congruent,down,nocue
1,s1p1,meditation,1,118,548,548,548,true,37,left,congruent,down,spatial
1,s1p1,meditation,1,119,610,610,610,true,39,right,congruent,down,spatial
1,s1p1,meditation,1,120,691,691,691,true,37,left,congruent,up,spatial
1,s1p1,meditation,1,121,605,605,605,true,39,right,neutral,up,spatial
1,s1p1,meditation,1,122,585,585,585,true,37,left,neutral,up,spatial
1,s1p1,meditation,1,123,717,717,717,true,39,right,congruent,up,double
1,s1p1,meditation,1,124,609,609,609,true,39,right,congruent,up,nocue
1,s1p1,meditation,1,125,555,555,555,true,39,right,congruent,up,center
1,s1p1,meditation,1,126,901,901,901,true,37,left,incongruent,down,nocue
1,s1p1,meditation,1,127,757,757,757,true,37,left,incongruent,down,center
1,s1p1,meditation,1,128,801,801,801,true,37,left,incongruent,up,nocue
1,s1p1,meditation,1,129,632,632,632,true,37,left,congruent,up,center
1,s1p1,meditation,1,130,707,707,707,true,37,left,incongruent,up,spatial
1,s1p1,meditation,1,131,572,572,572,true,39,right,congruent,up,spatial
1,s1p1,meditation,1,132,699,699,699,true,37,left,incongruent,down,spatial
1,s1p1,meditation,1,133,626,626,626,true,39,right,congruent,down,double
1,s1p1,meditation,1,134,656,656,656,true,39,right,neutral,up,double
1,s1p1,meditation,1,135,780,780,780,true,39,right,incongruent,down,center
1,s1p1,meditation,1,137,633,633,633,true,39,right,incongruent,up,double
1,s1p1,meditation,1,138,551,551,551,true,39,right,incongruent,up,spatial
1,s1p1,meditation,1,139,714,714,714,true,37,left,congruent,down,double
1,s1p1,meditation,1,140,610,610,610,true,37,left,neutral,down,center
1,s1p1,meditation,1,141,716,716,716,true,37,left,incongruent,up,double
1,s1p1,meditation,1,142,719,719,719,true,37,left,neutral,up,nocue
1,s1p1,meditation,1,143,704,704,704,true,37,left,congruent,down,nocue
1,s1p1,meditation,1,144,553,553,553,true,39,right,neutral,down,double
1,s1p10,meditation,1,1,411,411,411,true,37,left,neutral,up,spatial
1,s1p10,meditation,1,2,396,396,396,true,39,right,congruent,down,spatial
1,s1p10,meditation,1,3,776,776,776,true,39,right,neutral,down,nocue
1,s1p10,meditation,1,4,684,684,684,true,37,left,incongruent,up,nocue
1,s1p10,meditation,1,5,740,740,740,true,37,left,neutral,down,nocue
1,s1p10,meditation,1,6,719,719,719,true,39,right,neutral,up,nocue
1,s1p10,meditation,1,7,784,784,784,true,39,right,congruent,down,center
1,s1p10,meditation,1,8,564,564,564,true,39,right,neutral,down,double
1,s1p10,meditation,1,9,826,826,826,true,39,right,incongruent,up,nocue
1,s1p10,meditation,1,10,656,656,656,true,37,left,incongruent,down,nocue
1,s1p10,meditation,1,12,671,671,671,true,37,left,neutral,up,nocue
1,s1p10,meditation,1,14,614,614,614,true,37,left,neutral,down,spatial
1,s1p10,meditation,1,15,735,735,735,true,37,left,congruent,down,nocue
1,s1p10,meditation,1,16,562,562,562,true,39,right,incongruent,down,spatial
1,s1p10,meditation,1,17,655,655,655,true,37,left,congruent,up,center
1,s1p10,meditation,1,18,554,554,554,true,37,left,congruent,down,spatial
1,s1p10,meditation,1,19,591,591,591,true,39,right,congruent,up,spatial
1,s1p10,meditation,1,20,578,578,578,true,39,right,congruent,up,double
1,s1p10,meditation,1,21,711,711,711,true,37,left,congruent,down,double
1,s1p10,meditation,1,22,492,492,492,true,39,right,neutral,up,spatial
1,s1p10,meditation,1,23,846,846,846,true,39,right,congruent,down,nocue
1,s1p10,meditation,1,24,890,890,890,true,39,right,incongruent,down,double
1,s1p10,meditation,1,25,738,738,738,true,37,left,incongruent,down,double
1,s1p10,meditation,1,26,688,688,688,true,39,right,incongruent,up,center
1,s1p10,meditation,1,27,715,715,715,true,37,left,incongruent,up,double
1,s1p10,meditation,1,28,884,884,884,true,39,right,incongruent,down,center
1,s1p10,meditation,1,29,570,570,570,true,37,left,congruent,down,center
1,s1p10,meditation,1,30,585,585,585,true,39,right,congruent,up,nocue
1,s1p10,meditation,1,31,538,538,538,true,37,left,neutral,down,center
1,s1p10,meditation,1,32,932,932,932,true,39,right,incongruent,up,spatial
1,s1p10,meditation,1,33,1013,1013,1013,true,39,right,incongruent,down,nocue
1,s1p10,meditation,1,34,483,483,483,true,37,left,congruent,up,spatial
1,s1p10,meditation,1,35,596,596,596,true,37,left,neutral,up,center
1,s1p10,meditation,1,36,848,848,848,true,37,left,incongruent,up,spatial
1,s1p10,meditation,1,37,646,646,646,true,39,right,congruent,up,center
1,s1p10,meditation,1,38,604,604,604,true,39,right,neutral,down,spatial
1,s1p10,meditation,1,39,623,623,623,true,37,left,incongruent,up,center
1,s1p10,meditation,1,40,516,516,516,true,39,right,neutral,down,center
1,s1p10,meditation,1,41,597,597,597,true,37,left,neutral,down,double
1,s1p10,meditation,1,42,747,747,747,true,37,left,neutral,up,double
1,s1p10,meditation,1,43,710,710,710,true,39,right,congruent,down,double
1,s1p10,meditation,1,44,582,582,582,true,39,right,neutral,up,double
1,s1p10,meditation,1,45,723,723,723,true,39,right,incongruent,up,double
1,s1p10,meditation,1,46,636,636,636,true,37,left,congruent,up,double
1,s1p10,meditation,1,47,599,599,599,true,39,right,neutral,up,center
1,s1p10,meditation,1,48,691,691,691,true,37,left,congruent,up,nocue
1,s1p10,meditation,1,49,621,621,621,true,39,right,congruent,down,nocue
1,s1p10,meditation,1,50,738,738,738,true,39,right,incongruent,down,center
1,s1p10,meditation,1,51,477,477,477,true,39,right,neutral,up,nocue
1,s1p10,meditation,1,52,512,512,512,true,39,right,congruent,down,spatial
1,s1p10,meditation,1,53,893,893,893,true,39,right,incongruent,up,nocue
1,s1p10,meditation,1,54,821,821,821,true,37,left,incongruent,down,spatial
1,s1p10,meditation,1,55,1049,1049,1049,true,37,left,incongruent,up,nocue
1,s1p10,meditation,1,56,950,950,950,true,37,left,incongruent,down,center
1,s1p10,meditation,1,57,497,497,497,true,39,right,neutral,up,spatial
1,s1p10,meditation,1,58,485,485,485,true,39,right,neutral,up,double
1,s1p10,meditation,1,59,761,761,761,true,37,left,incongruent,down,double
1,s1p10,meditation,1,62,738,738,738,true,39,right,incongruent,down,spatial
1,s1p10,meditation,1,63,830,830,830,true,39,right,incongruent,up,double
1,s1p10,meditation,1,64,731,731,731,true,37,left,neutral,up,nocue
1,s1p10,meditation,1,65,838,838,838,true,37,left,incongruent,down,nocue
1,s1p10,meditation,1,66,562,562,562,true,39,right,congruent,up,spatial
1,s1p10,meditation,1,67,709,709,709,true,39,right,neutral,down,double
1,s1p10,meditation,1,68,602,602,602,true,37,left,congruent,down,center
1,s1p10,meditation,1,69,852,852,852,true,39,right,incongruent,down,nocue
1,s1p10,meditation,1,70,546,546,546,true,39,right,incongruent,up,spatial
1,s1p10,meditation,1,71,653,653,653,true,39,right,congruent,down,double
1,s1p10,meditation,1,72,593,593,593,true,37,left,neutral,up,center
1,s1p10,meditation,1,73,740,740,740,true,39,right,congruent,up,nocue
1,s1p10,meditation,1,74,569,569,569,true,39,right,neutral,down,center
1,s1p10,meditation,1,75,911,911,911,true,37,left,congruent,up,spatial
1,s1p10,meditation,1,76,630,630,630,true,37,left,neutral,up,double
1,s1p10,meditation,1,77,601,601,601,true,39,right,congruent,up,center
1,s1p10,meditation,1,78,685,685,685,true,37,left,congruent,down,spatial
1,s1p10,meditation,1,79,852,852,852,true,39,right,congruent,down,center
1,s1p10,meditation,1,80,813,813,813,true,39,right,neutral,down,nocue
1,s1p10,meditation,1,81,559,559,559,true,37,left,congruent,up,center
1,s1p10,meditation,1,82,796,796,796,true,37,left,congruent,up,nocue
1,s1p10,meditation,1,83,668,668,668,true,39,right,congruent,up,double
1,s1p10,meditation,1,86,924,924,924,true,39,right,incongruent,up,center
1,s1p10,meditation,1,87,736,736,736,true,39,right,incongruent,down,double
1,s1p10,meditation,1,88,840,840,840,true,37,left,neutral,up,spatial
1,s1p10,meditation,1,89,689,689,689,true,37,left,incongruent,up,center
1,s1p10,meditation,1,90,719,719,719,true,37,left,neutral,down,double
1,s1p10,meditation,1,91,744,744,744,true,37,left,neutral,down,nocue
1,s1p10,meditation,1,92,1093,1093,1093,true,37,left,incongruent,up,double
1,s1p10,meditation,1,94,577,577,577,true,37,left,congruent,down,double
1,s1p10,meditation,1,95,463,463,463,true,37,left,neutral,down,center
1,s1p10,meditation,1,96,525,525,525,true,37,left,incongruent,up,spatial
1,s1p10,meditation,1,97,576,576,576,true,37,left,congruent,down,center
1,s1p10,meditation,1,98,1101,1101,1101,true,39,right,congruent,up,center
1,s1p10,meditation,1,99,677,677,677,true,39,right,incongruent,up,spatial
1,s1p10,meditation,1,103,664,664,664,true,37,left,neutral,down,double
1,s1p10,meditation,1,105,507,507,507,true,37,left,congruent,up,spatial
1,s1p10,meditation,1,107,565,565,565,true,37,left,congruent,down,double
1,s1p10,meditation,1,108,560,560,560,true,39,right,incongruent,up,double
1,s1p10,meditation,1,109,774,774,774,true,37,left,neutral,down,nocue
1,s1p10,meditation,1,112,678,678,678,true,39,right,neutral,up,spatial
1,s1p10,meditation,1,114,820,820,820,true,37,left,neutral,down,center
1,s1p10,meditation,1,116,695,695,695,true,39,right,neutral,up,nocue
1,s1p10,meditation,1,117,864,864,864,true,39,right,incongruent,down,nocue
1,s1p10,meditation,1,118,675,675,675,true,37,left,incongruent,up,spatial
1,s1p10,meditation,1,119,755,755,755,true,39,right,incongruent,down,double
1,s1p10,meditation,1,120,606,606,606,true,37,left,neutral,down,spatial
1,s1p10,meditation,1,121,479,479,479,true,39,right,neutral,down,spatial
1,s1p10,meditation,1,123,800,800,800,true,39,right,neutral,down,center
1,s1p10,meditation,1,124,733,733,733,true,37,left,congruent,up,nocue
1,s1p10,meditation,1,125,619,619,619,true,37,left,incongruent,up,double
1,s1p10,meditation,1,126,455,455,455,true,37,left,neutral,up,double
1,s1p10,meditation,1,127,765,765,765,true,39,right,neutral,down,nocue
1,s1p10,meditation,1,128,516,516,516,true,39,right,neutral,up,double
1,s1p10,meditation,1,129,1169,1169,1169,true,39,right,congruent,down,nocue
1,s1p10,meditation,1,130,1000,1000,1000,true,37,left,congruent,down,nocue
1,s1p10,meditation,1,131,439,439,439,true,37,left,congruent,up,double
1,s1p10,meditation,1,132,544,544,544,true,39,right,congruent,down,double
1,s1p10,meditation,1,133,542,542,542,true,39,right,congruent,down,center
1,s1p10,meditation,1,134,1018,1018,1018,true,39,right,congruent,up,nocue
1,s1p10,meditation,1,135,711,711,711,true,37,left,congruent,down,spatial
1,s1p10,meditation,1,136,621,621,621,true,37,left,congruent,up,center
1,s1p10,meditation,1,137,449,449,449,true,39,right,congruent,up,double
1,s1p10,meditation,1,139,514,514,514,true,39,right,congruent,up,spatial
1,s1p10,meditation,1,140,764,764,764,true,37,left,neutral,up,spatial
1,s1p10,meditation,1,141,1104,1104,1104,true,37,left,incongruent,up,nocue
1,s1p10,meditation,1,142,957,957,957,true,37,left,incongruent,down,center
1,s1p10,meditation,1,143,637,637,637,true,39,right,congruent,down,spatial
1,s1p10,meditation,1,144,1137,1137,1137,true,39,right,neutral,down,double
1,s1p12,control,1,1,702,702,702,true,37,left,neutral,down,center
1,s1p12,control,1,2,514,514,514,true,39,right,neutral,down,double
1,s1p12,control,1,3,558,558,558,true,37,left,incongruent,up,nocue
1,s1p12,control,1,4,681,681,681,true,39,right,incongruent,down,spatial
1,s1p12,control,1,5,913,913,913,true,39,right,incongruent,up,nocue
1,s1p12,control,1,6,636,636,636,true,37,left,incongruent,down,double
1,s1p12,control,1,7,604,604,604,true,37,left,neutral,up,spatial
1,s1p12,control,1,8,487,487,487,true,39,right,congruent,up,center
1,s1p12,control,1,9,582,582,582,true,37,left,incongruent,down,spatial
1,s1p12,control,1,11,531,531,531,true,37,left,neutral,up,double
1,s1p12,control,1,12,583,583,583,true,39,right,incongruent,up,spatial
1,s1p12,control,1,13,666,666,666,true,37,left,neutral,down,spatial
1,s1p12,control,1,14,647,647,647,true,37,left,incongruent,down,nocue
1,s1p12,control,1,15,598,598,598,true,37,left,neutral,down,nocue
1,s1p12,control,1,16,485,485,485,true,37,left,neutral,down,double
1,s1p12,control,1,17,594,594,594,true,37,left,incongruent,up,center
1,s1p12,control,1,18,552,552,552,true,39,right,congruent,up,spatial
1,s1p12,control,1,19,636,636,636,true,37,left,neutral,up,nocue
1,s1p12,control,1,20,508,508,508,true,39,right,neutral,up,spatial
1,s1p12,control,1,21,626,626,626,true,39,right,neutral,up,double
1,s1p12,control,1,22,855,855,855,true,39,right,congruent,down,nocue
1,s1p12,control,1,23,582,582,582,true,39,right,congruent,up,nocue
1,s1p12,control,1,24,630,630,630,true,37,left,incongruent,up,spatial
1,s1p12,control,1,25,543,543,543,true,39,right,neutral,up,center
1,s1p12,control,1,26,528,528,528,true,37,left,congruent,down,double
1,s1p12,control,1,28,623,623,623,true,37,left,congruent,down,nocue
1,s1p12,control,1,29,600,600,600,true,39,right,neutral,down,spatial
1,s1p12,control,1,30,586,586,586,true,37,left,neutral,up,center
1,s1p12,control,1,31,674,674,674,true,39,right,incongruent,up,center
1,s1p12,control,1,32,771,771,771,true,39,right,congruent,up,double
1,s1p12,control,1,33,699,699,699,true,39,right,congruent,down,double
1,s1p12,control,1,34,533,533,533,true,37,left,congruent,up,double
1,s1p12,control,1,35,533,533,533,true,37,left,congruent,up,spatial
1,s1p12,control,1,36,650,650,650,true,39,right,congruent,down,spatial
1,s1p12,control,1,37,902,902,902,true,39,right,incongruent,down,double
1,s1p12,control,1,38,809,809,809,true,39,right,incongruent,down,center
1,s1p12,control,1,39,603,603,603,true,37,left,congruent,down,center
1,s1p12,control,1,40,620,620,620,true,37,left,congruent,up,nocue
1,s1p12,control,1,41,632,632,632,true,37,left,congruent,up,center
1,s1p12,control,1,42,634,634,634,true,39,right,incongruent,up,double
1,s1p12,control,1,43,641,641,641,true,39,right,congruent,down,center
1,s1p12,control,1,44,740,740,740,true,39,right,neutral,up,nocue
1,s1p12,control,1,45,689,689,689,true,39,right,neutral,down,nocue
1,s1p12,control,1,46,506,506,506,true,39,right,neutral,down,center
1,s1p12,control,1,47,545,545,545,true,37,left,congruent,down,spatial
1,s1p12,control,1,48,651,651,651,true,39,right,incongruent,down,nocue
1,s1p12,control,1,49,715,715,715,true,39,right,neutral,down,nocue
1,s1p12,control,1,50,665,665,665,true,39,right,incongruent,down,nocue
1,s1p12,control,1,51,573,573,573,true,37,left,neutral,up,center
1,s1p12,control,1,52,587,587,587,true,39,right,neutral,up,nocue
1,s1p12,control,1,53,805,805,805,true,39,right,incongruent,up,double
1,s1p12,control,1,54,874,874,874,true,39,right,incongruent,up,spatial
1,s1p12,control,1,55,474,474,474,true,37,left,neutral,up,nocue
1,s1p12,control,1,56,561,561,561,true,37,left,congruent,up,center
1,s1p12,control,1,57,672,672,672,true,39,right,incongruent,down,double
1,s1p12,control,1,58,677,677,677,true,37,left,incongruent,up,nocue
1,s1p12,control,1,59,715,715,715,true,37,left,incongruent,up,double
1,s1p12,control,1,60,744,744,744,true,37,left,incongruent,down,nocue
1,s1p12,control,1,61,630,630,630,true,39,right,neutral,up,center
1,s1p12,control,1,62,556,556,556,true,39,right,neutral,down,double
1,s1p12,control,1,63,560,560,560,true,39,right,congruent,up,double
1,s1p12,control,1,65,673,673,673,true,37,left,incongruent,down,spatial
1,s1p12,control,1,66,683,683,683,true,39,right,neutral,down,center
1,s1p12,control,1,67,644,644,644,true,39,right,congruent,down,nocue
1,s1p12,control,1,68,564,564,564,true,39,right,neutral,down,spatial
1,s1p12,control,1,69,569,569,569,true,39,right,congruent,up,center
1,s1p12,control,1,70,789,789,789,true,39,right,incongruent,up,nocue
1,s1p12,control,1,71,519,519,519,true,39,right,congruent,down,center
1,s1p12,control,1,72,589,589,589,true,37,left,congruent,down,center
1,s1p12,control,1,73,788,788,788,true,37,left,congruent,up,nocue
1,s1p12,control,1,74,549,549,549,true,37,left,neutral,up,double
1,s1p12,control,1,75,563,563,563,true,39,right,congruent,up,nocue
1,s1p12,control,1,76,612,612,612,true,37,left,neutral,down,nocue
1,s1p12,control,1,77,577,577,577,true,37,left,neutral,down,double
1,s1p12,control,1,78,462,462,462,true,39,right,neutral,up,double
1,s1p12,control,1,79,588,588,588,true,37,left,congruent,down,nocue
1,s1p12,control,1,80,672,672,672,true,37,left,incongruent,up,center
1,s1p12,control,1,81,604,604,604,true,37,left,incongruent,up,spatial
1,s1p12,control,1,82,627,627,627,true,39,right,congruent,down,double
1,s1p12,control,1,83,615,615,615,true,37,left,incongruent,down,double
1,s1p12,control,1,84,508,508,508,true,39,right,congruent,up,spatial
1,s1p12,control,1,85,518,518,518,true,37,left,congruent,up,double
1,s1p12,control,1,86,568,568,568,true,39,right,neutral,up,spatial
1,s1p12,control,1,87,763,763,763,true,39,right,incongruent,up,center
1,s1p12,control,1,88,471,471,471,true,37,left,congruent,up,spatial
1,s1p12,control,1,89,540,540,540,true,37,left,neutral,up,spatial
1,s1p12,control,1,90,591,591,591,true,37,left,neutral,down,spatial
1,s1p12,control,1,92,630,630,630,true,37,left,congruent,down,spatial
1,s1p12,control,1,93,605,605,605,true,37,left,congruent,down,double
1,s1p12,control,1,94,628,628,628,true,37,left,neutral,down,center
1,s1p12,control,1,95,553,553,553,true,39,right,congruent,down,spatial
1,s1p12,control,1,96,761,761,761,true,39,right,incongruent,down,spatial
1,s1p12,control,1,97,610,610,610,true,37,left,congruent,down,double
1,s1p12,control,1,98,625,625,625,true,39,right,neutral,down,nocue
1,s1p12,control,1,99,521,521,521,true,37,left,neutral,up,nocue
1,s1p12,control,1,100,872,872,872,true,37,left,incongruent,up,nocue
1,s1p12,control,1,101,568,568,568,true,39,right,congruent,up,nocue
1,s1p12,control,1,102,534,534,534,true,37,left,neutral,down,center
1,s1p12,control,1,103,701,701,701,true,37,left,incongruent,down,spatial
1,s1p12,control,1,104,693,693,693,true,37,left,neutral,up,double
1,s1p12,control,1,105,609,609,609,true,37,left,congruent,down,nocue
1,s1p12,control,1,106,664,664,664,true,39,right,congruent,up,spatial
1,s1p12,control,1,107,792,792,792,true,39,right,neutral,up,double
1,s1p12,control,1,108,583,583,583,true,39,right,congruent,down,center
1,s1p12,control,1,109,590,590,590,true,39,right,neutral,up,spatial
1,s1p12,control,1,110,676,676,676,true,37,left,neutral,down,spatial
1,s1p12,control,1,111,498,498,498,true,39,right,neutral,down,double
1,s1p12,control,1,112,710,710,710,true,37,left,incongruent,down,double
1,s1p12,control,1,113,538,538,538,true,37,left,congruent,down,center
1,s1p12,control,1,114,796,796,796,true,37,left,neutral,up,center
1,s1p12,control,1,115,725,725,725,true,39,right,incongruent,up,nocue
1,s1p12,control,1,116,713,713,713,true,37,left,incongruent,up,double
1,s1p12,control,1,117,462,462,462,true,37,left,congruent,up,spatial
1,s1p12,control,1,119,491,491,491,true,39,right,congruent,down,double
1,s1p12,control,1,120,508,508,508,true,37,left,congruent,up,center
1,s1p12,control,1,121,636,636,636,true,39,right,incongruent,up,double
1,s1p12,control,1,122,688,688,688,true,39,right,neutral,up,nocue
1,s1p12,control,1,123,664,664,664,true,37,left,incongruent,down,nocue
1,s1p12,control,1,124,444,444,444,true,37,left,congruent,up,double
1,s1p12,control,1,125,879,879,879,true,39,right,incongruent,down,spatial
