"p","t","trial_num","rt","block_duration","full_screen","focus_shifts","stim_duration","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","group"
"1","1",35,731,731,TRUE,0,731,TRUE,39,"right","neutral","down","double","FAM"
"1","1",36,873,873,TRUE,0,873,TRUE,39,"right","neutral","up","double","FAM"
"1","1",37,937,937,TRUE,0,937,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","1",38,718,718,TRUE,0,718,TRUE,37,"left","congruent","down","center","FAM"
"1","1",39,911,911,TRUE,0,911,TRUE,39,"right","neutral","up","nocue","FAM"
"1","1",40,910,910,TRUE,0,910,TRUE,37,"left","incongruent","up","double","FAM"
"1","1",41,822,822,TRUE,0,822,TRUE,39,"right","neutral","down","spatial","FAM"
"1","1",42,938,938,TRUE,0,938,TRUE,39,"right","neutral","down","center","FAM"
"1","1",44,660,660,TRUE,0,660,TRUE,37,"left","congruent","up","center","FAM"
"1","1",45,822,822,TRUE,0,822,TRUE,37,"left","neutral","down","nocue","FAM"
"1","1",46,749,749,TRUE,0,749,TRUE,39,"right","neutral","up","spatial","FAM"
"1","1",47,764,764,TRUE,0,764,TRUE,39,"right","neutral","down","nocue","FAM"
"1","1",48,836,836,TRUE,0,836,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","1",49,607,607,TRUE,0,607,TRUE,39,"right","incongruent","up","center","FAM"
"1","1",50,935,935,TRUE,0,935,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","1",51,801,801,TRUE,0,801,TRUE,37,"left","neutral","down","nocue","FAM"
"1","1",52,654,654,TRUE,0,654,TRUE,37,"left","congruent","up","nocue","FAM"
"1","1",53,845,845,TRUE,0,845,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","1",54,909,909,TRUE,0,909,TRUE,37,"left","incongruent","down","double","FAM"
"1","1",55,724,724,TRUE,0,724,TRUE,39,"right","congruent","down","nocue","FAM"
"1","1",56,764,764,TRUE,0,764,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","1",57,1018,1018,TRUE,0,1018,TRUE,39,"right","neutral","up","spatial","FAM"
"1","1",58,710,710,TRUE,0,710,TRUE,39,"right","neutral","down","nocue","FAM"
"1","1",59,715,715,TRUE,0,715,TRUE,39,"right","congruent","down","double","FAM"
"1","1",60,695,695,TRUE,0,695,TRUE,39,"right","incongruent","up","double","FAM"
"1","1",61,566,566,TRUE,0,566,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","1",62,625,625,TRUE,0,625,TRUE,37,"left","incongruent","up","double","FAM"
"1","1",63,799,799,TRUE,0,799,TRUE,37,"left","incongruent","up","center","FAM"
"1","1",64,704,704,TRUE,0,704,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","1",65,713,713,TRUE,0,713,TRUE,37,"left","neutral","down","spatial","FAM"
"1","1",66,782,782,TRUE,0,782,TRUE,37,"left","congruent","up","center","FAM"
"1","1",67,933,933,TRUE,0,933,TRUE,37,"left","neutral","up","center","FAM"
"1","1",68,735,735,TRUE,0,735,TRUE,39,"right","neutral","up","center","FAM"
"1","1",69,514,514,TRUE,0,514,TRUE,39,"right","congruent","up","spatial","FAM"
"1","1",70,660,660,TRUE,0,660,TRUE,39,"right","congruent","up","double","FAM"
"1","1",71,640,640,TRUE,0,640,TRUE,37,"left","neutral","up","nocue","FAM"
"1","1",72,767,767,TRUE,0,767,TRUE,37,"left","congruent","up","double","FAM"
"1","1",73,610,610,TRUE,0,610,TRUE,37,"left","congruent","up","spatial","FAM"
"1","1",74,695,695,TRUE,0,695,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","1",75,808,808,TRUE,0,808,TRUE,39,"right","congruent","up","nocue","FAM"
"1","1",76,828,828,TRUE,0,828,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","1",77,616,616,TRUE,0,616,TRUE,37,"left","congruent","down","spatial","FAM"
"1","1",78,767,767,TRUE,0,767,TRUE,39,"right","congruent","down","center","FAM"
"1","1",79,650,650,TRUE,0,650,TRUE,37,"left","neutral","down","center","FAM"
"1","1",80,610,610,TRUE,0,610,TRUE,39,"right","neutral","up","double","FAM"
"1","1",81,711,711,TRUE,0,711,TRUE,39,"right","congruent","down","spatial","FAM"
"1","1",82,628,628,TRUE,0,628,TRUE,39,"right","neutral","down","double","FAM"
"1","1",83,745,745,TRUE,0,745,TRUE,39,"right","incongruent","down","double","FAM"
"1","1",84,664,664,TRUE,0,664,TRUE,39,"right","neutral","down","spatial","FAM"
"1","1",85,671,671,TRUE,0,671,TRUE,39,"right","congruent","up","center","FAM"
"1","1",86,746,746,TRUE,0,746,TRUE,39,"right","incongruent","down","center","FAM"
"1","1",87,593,593,TRUE,0,593,TRUE,37,"left","neutral","up","spatial","FAM"
"1","1",88,755,755,TRUE,0,755,TRUE,37,"left","neutral","down","double","FAM"
"1","1",89,1077,1077,TRUE,0,1077,TRUE,37,"left","congruent","down","nocue","FAM"
"1","1",91,697,697,TRUE,0,697,TRUE,37,"left","neutral","up","double","FAM"
"1","1",92,797,797,TRUE,0,797,TRUE,37,"left","incongruent","down","center","FAM"
"1","1",93,779,779,TRUE,0,779,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","1",94,747,747,TRUE,0,747,TRUE,39,"right","neutral","up","nocue","FAM"
"1","1",95,672,672,TRUE,0,672,TRUE,39,"right","neutral","down","center","FAM"
"1","1",96,1056,1056,TRUE,0,1056,TRUE,37,"left","congruent","down","double","FAM"
"1","1",97,483,483,TRUE,0,483,TRUE,37,"left","neutral","down","spatial","FAM"
"1","1",98,561,561,TRUE,0,561,TRUE,39,"right","incongruent","up","double","FAM"
"1","1",99,594,594,TRUE,0,594,TRUE,37,"left","incongruent","down","center","FAM"
"1","1",100,545,545,TRUE,0,545,TRUE,37,"left","neutral","up","spatial","FAM"
"1","1",101,847,847,TRUE,0,847,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","1",102,646,646,TRUE,0,646,TRUE,37,"left","neutral","up","double","FAM"
"1","1",103,527,527,TRUE,0,527,TRUE,37,"left","neutral","down","center","FAM"
"1","1",104,578,578,TRUE,0,578,TRUE,39,"right","congruent","down","center","FAM"
"1","1",105,637,637,TRUE,0,637,TRUE,39,"right","congruent","up","center","FAM"
"1","1",106,637,637,TRUE,0,637,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","1",107,603,603,TRUE,0,603,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","1",108,611,611,TRUE,0,611,TRUE,39,"right","congruent","down","nocue","FAM"
"1","1",109,621,621,TRUE,0,621,TRUE,39,"right","congruent","down","double","FAM"
"1","1",110,537,537,TRUE,0,537,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","1",111,509,509,TRUE,0,509,TRUE,37,"left","congruent","up","spatial","FAM"
"1","1",112,600,600,TRUE,0,600,TRUE,39,"right","incongruent","down","center","FAM"
"1","1",113,797,797,TRUE,0,797,TRUE,37,"left","neutral","up","center","FAM"
"1","1",114,629,629,TRUE,0,629,TRUE,37,"left","congruent","up","center","FAM"
"1","1",115,610,610,TRUE,0,610,TRUE,37,"left","neutral","up","nocue","FAM"
"1","1",116,649,649,TRUE,0,649,TRUE,39,"right","neutral","down","nocue","FAM"
"1","1",117,751,751,TRUE,0,751,TRUE,37,"left","congruent","up","double","FAM"
"1","1",118,826,826,TRUE,0,826,TRUE,39,"right","neutral","up","center","FAM"
"1","1",119,666,666,TRUE,0,666,TRUE,39,"right","congruent","up","nocue","FAM"
"1","1",120,983,983,TRUE,0,983,TRUE,39,"right","incongruent","down","double","FAM"
"1","1",121,644,644,TRUE,0,644,TRUE,37,"left","congruent","down","spatial","FAM"
"1","1",122,948,948,TRUE,0,948,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","1",123,671,671,TRUE,0,671,TRUE,39,"right","congruent","down","spatial","FAM"
"1","1",124,853,853,TRUE,0,853,TRUE,39,"right","congruent","up","double","FAM"
"1","1",125,727,727,TRUE,0,727,TRUE,39,"right","neutral","up","spatial","FAM"
"1","1",126,530,530,TRUE,0,530,TRUE,37,"left","congruent","down","center","FAM"
"1","1",127,769,769,TRUE,0,769,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","1",128,627,627,TRUE,0,627,TRUE,37,"left","neutral","down","nocue","FAM"
"1","1",129,675,675,TRUE,0,675,TRUE,37,"left","incongruent","down","double","FAM"
"1","1",130,1019,1019,TRUE,0,1019,TRUE,37,"left","incongruent","up","double","FAM"
"1","1",131,619,619,TRUE,0,619,TRUE,37,"left","congruent","down","nocue","FAM"
"1","1",132,741,741,TRUE,0,741,TRUE,39,"right","neutral","up","nocue","FAM"
"1","1",133,721,721,TRUE,0,721,TRUE,37,"left","congruent","down","double","FAM"
"1","1",134,667,667,TRUE,0,667,TRUE,37,"left","incongruent","up","center","FAM"
"1","1",135,1182,1182,TRUE,0,1182,TRUE,37,"left","congruent","up","nocue","FAM"
"1","1",136,747,747,TRUE,0,747,TRUE,39,"right","congruent","up","spatial","FAM"
"1","1",137,924,924,TRUE,0,924,TRUE,39,"right","incongruent","up","center","FAM"
"1","1",138,675,675,TRUE,0,675,TRUE,37,"left","neutral","down","double","FAM"
"1","1",139,649,649,TRUE,0,649,TRUE,39,"right","neutral","down","center","FAM"
"1","1",140,550,550,TRUE,0,550,TRUE,39,"right","neutral","down","double","FAM"
"1","1",141,605,605,TRUE,0,605,TRUE,39,"right","neutral","up","double","FAM"
"1","1",142,587,587,TRUE,0,587,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","1",143,494,494,TRUE,0,494,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","1",144,433,433,TRUE,0,433,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",1,598,598,TRUE,0,598,TRUE,37,"left","congruent","up","nocue","FAM"
"1","2",2,618,618,TRUE,0,618,TRUE,37,"left","incongruent","down","center","FAM"
"1","2",3,462,462,TRUE,0,462,TRUE,37,"left","neutral","up","double","FAM"
"1","2",5,559,559,TRUE,0,559,TRUE,39,"right","congruent","up","spatial","FAM"
"1","2",6,725,725,TRUE,0,725,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","2",7,644,644,TRUE,0,644,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",8,659,659,TRUE,0,659,TRUE,37,"left","neutral","down","spatial","FAM"
"1","2",9,518,518,TRUE,0,518,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","2",10,615,615,TRUE,0,615,TRUE,37,"left","neutral","up","spatial","FAM"
"1","2",11,700,700,TRUE,0,700,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","2",12,997,997,TRUE,0,997,TRUE,37,"left","neutral","down","center","FAM"
"1","2",14,838,838,TRUE,0,838,TRUE,37,"left","congruent","up","center","FAM"
"1","2",15,719,719,TRUE,0,719,TRUE,39,"right","congruent","up","nocue","FAM"
"1","2",16,702,702,TRUE,0,702,TRUE,37,"left","incongruent","down","double","FAM"
"1","2",17,1250,1250,TRUE,0,1250,TRUE,37,"left","congruent","down","spatial","FAM"
"1","2",18,1119,1119,TRUE,0,1119,TRUE,37,"left","neutral","down","nocue","FAM"
"1","2",19,858,858,TRUE,0,858,TRUE,37,"left","neutral","down","double","FAM"
"1","2",20,753,753,TRUE,0,753,TRUE,39,"right","incongruent","down","center","FAM"
"1","2",21,690,690,TRUE,0,690,TRUE,39,"right","incongruent","up","center","FAM"
"1","2",22,868,868,TRUE,0,868,TRUE,39,"right","neutral","up","center","FAM"
"1","2",25,697,697,TRUE,0,697,TRUE,37,"left","congruent","down","double","FAM"
"1","2",26,801,801,TRUE,0,801,TRUE,39,"right","incongruent","down","double","FAM"
"1","2",27,784,784,TRUE,0,784,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","2",28,584,584,TRUE,0,584,TRUE,37,"left","congruent","up","double","FAM"
"1","2",29,647,647,TRUE,0,647,TRUE,37,"left","neutral","up","center","FAM"
"1","2",30,484,484,TRUE,0,484,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","2",31,769,769,TRUE,0,769,TRUE,37,"left","incongruent","up","double","FAM"
"1","2",32,891,891,TRUE,0,891,TRUE,39,"right","congruent","down","spatial","FAM"
"1","2",33,1000,1000,TRUE,0,1000,TRUE,39,"right","congruent","down","nocue","FAM"
"1","2",34,812,812,TRUE,0,812,TRUE,37,"left","congruent","down","nocue","FAM"
"1","2",37,597,597,TRUE,0,597,TRUE,39,"right","neutral","up","double","FAM"
"1","2",38,600,600,TRUE,0,600,TRUE,39,"right","incongruent","up","double","FAM"
"1","2",39,1026,1026,TRUE,0,1026,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","2",40,625,625,TRUE,0,625,TRUE,39,"right","neutral","up","nocue","FAM"
"1","2",41,753,753,TRUE,0,753,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","2",42,473,473,TRUE,0,473,TRUE,39,"right","neutral","up","spatial","FAM"
"1","2",43,572,572,TRUE,0,572,TRUE,37,"left","congruent","up","spatial","FAM"
"1","2",44,737,737,TRUE,0,737,TRUE,39,"right","congruent","down","double","FAM"
"1","2",45,717,717,TRUE,0,717,TRUE,37,"left","neutral","up","nocue","FAM"
"1","2",48,576,576,TRUE,0,576,TRUE,39,"right","neutral","down","nocue","FAM"
"1","2",49,750,750,TRUE,0,750,TRUE,37,"left","congruent","down","double","FAM"
"1","2",50,471,471,TRUE,0,471,TRUE,39,"right","congruent","up","double","FAM"
"1","2",51,1026,1026,TRUE,0,1026,TRUE,39,"right","neutral","up","double","FAM"
"1","2",52,636,636,TRUE,0,636,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","2",53,652,652,TRUE,0,652,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","2",54,626,626,TRUE,0,626,TRUE,37,"left","neutral","down","nocue","FAM"
"1","2",55,699,699,TRUE,0,699,TRUE,37,"left","incongruent","down","double","FAM"
"1","2",56,571,571,TRUE,0,571,TRUE,37,"left","congruent","down","spatial","FAM"
"1","2",57,962,962,TRUE,0,962,TRUE,39,"right","neutral","up","spatial","FAM"
"1","2",58,490,490,TRUE,0,490,TRUE,37,"left","incongruent","up","double","FAM"
"1","2",59,627,627,TRUE,0,627,TRUE,37,"left","congruent","up","nocue","FAM"
"1","2",60,782,782,TRUE,0,782,TRUE,39,"right","congruent","up","spatial","FAM"
"1","2",61,964,964,TRUE,0,964,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","2",62,888,888,TRUE,0,888,TRUE,39,"right","incongruent","down","double","FAM"
"1","2",63,732,732,TRUE,0,732,TRUE,39,"right","congruent","up","nocue","FAM"
"1","2",64,568,568,TRUE,0,568,TRUE,37,"left","neutral","up","nocue","FAM"
"1","2",65,893,893,TRUE,0,893,TRUE,39,"right","neutral","down","nocue","FAM"
"1","2",66,525,525,TRUE,0,525,TRUE,39,"right","neutral","down","double","FAM"
"1","2",67,506,506,TRUE,0,506,TRUE,37,"left","neutral","up","spatial","FAM"
"1","2",68,631,631,TRUE,0,631,TRUE,39,"right","neutral","up","nocue","FAM"
"1","2",69,648,648,TRUE,0,648,TRUE,37,"left","congruent","down","nocue","FAM"
"1","2",70,506,506,TRUE,0,506,TRUE,39,"right","incongruent","up","center","FAM"
"1","2",71,583,583,TRUE,0,583,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","2",72,633,633,TRUE,0,633,TRUE,39,"right","congruent","up","center","FAM"
"1","2",73,812,812,TRUE,0,812,TRUE,39,"right","incongruent","up","double","FAM"
"1","2",74,397,397,TRUE,0,397,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",75,776,776,TRUE,0,776,TRUE,37,"left","incongruent","up","center","FAM"
"1","2",76,687,687,TRUE,0,687,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","2",78,613,613,TRUE,0,613,TRUE,37,"left","neutral","down","center","FAM"
"1","2",79,525,525,TRUE,0,525,TRUE,37,"left","neutral","up","double","FAM"
"1","2",80,677,677,TRUE,0,677,TRUE,39,"right","neutral","down","center","FAM"
"1","2",81,530,530,TRUE,0,530,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","2",82,600,600,TRUE,0,600,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","2",83,658,658,TRUE,0,658,TRUE,37,"left","congruent","up","center","FAM"
"1","2",84,671,671,TRUE,0,671,TRUE,39,"right","congruent","down","center","FAM"
"1","2",85,497,497,TRUE,0,497,TRUE,39,"right","congruent","down","nocue","FAM"
"1","2",86,631,631,TRUE,0,631,TRUE,37,"left","neutral","up","center","FAM"
"1","2",87,492,492,TRUE,0,492,TRUE,37,"left","congruent","down","center","FAM"
"1","2",88,423,423,TRUE,0,423,TRUE,37,"left","congruent","up","double","FAM"
"1","2",89,788,788,TRUE,0,788,TRUE,39,"right","incongruent","down","center","FAM"
"1","2",90,516,516,TRUE,0,516,TRUE,39,"right","congruent","down","spatial","FAM"
"1","2",91,784,784,TRUE,0,784,TRUE,39,"right","neutral","up","center","FAM"
"1","2",92,739,739,TRUE,0,739,TRUE,37,"left","neutral","down","double","FAM"
"1","2",93,554,554,TRUE,0,554,TRUE,37,"left","neutral","down","spatial","FAM"
"1","2",94,932,932,TRUE,0,932,TRUE,37,"left","incongruent","down","center","FAM"
"1","2",95,945,945,TRUE,0,945,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","2",96,543,543,TRUE,0,543,TRUE,39,"right","congruent","down","double","FAM"
"1","2",97,663,663,TRUE,0,663,TRUE,39,"right","congruent","down","center","FAM"
"1","2",98,601,601,TRUE,0,601,TRUE,39,"right","neutral","down","center","FAM"
"1","2",99,762,762,TRUE,0,762,TRUE,37,"left","incongruent","down","double","FAM"
"1","2",100,467,467,TRUE,0,467,TRUE,39,"right","neutral","down","nocue","FAM"
"1","2",101,550,550,TRUE,0,550,TRUE,37,"left","neutral","down","double","FAM"
"1","2",102,716,716,TRUE,0,716,TRUE,37,"left","neutral","up","double","FAM"
"1","2",103,733,733,TRUE,0,733,TRUE,39,"right","congruent","down","double","FAM"
"1","2",104,598,598,TRUE,0,598,TRUE,37,"left","neutral","up","center","FAM"
"1","2",105,559,559,TRUE,0,559,TRUE,39,"right","neutral","up","center","FAM"
"1","2",106,619,619,TRUE,0,619,TRUE,37,"left","neutral","down","center","FAM"
"1","2",107,615,615,TRUE,0,615,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","2",108,617,617,TRUE,0,617,TRUE,37,"left","congruent","down","double","FAM"
"1","2",109,647,647,TRUE,0,647,TRUE,37,"left","congruent","down","spatial","FAM"
"1","2",110,604,604,TRUE,0,604,TRUE,39,"right","congruent","down","nocue","FAM"
"1","2",111,632,632,TRUE,0,632,TRUE,39,"right","congruent","up","nocue","FAM"
"1","2",112,635,635,TRUE,0,635,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","2",113,578,578,TRUE,0,578,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","2",114,776,776,TRUE,0,776,TRUE,37,"left","congruent","up","nocue","FAM"
"1","2",115,646,646,TRUE,0,646,TRUE,37,"left","congruent","down","nocue","FAM"
"1","2",116,754,754,TRUE,0,754,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","2",117,470,470,TRUE,0,470,TRUE,39,"right","neutral","down","double","FAM"
"1","2",118,470,470,TRUE,0,470,TRUE,37,"left","congruent","up","spatial","FAM"
"1","2",119,628,628,TRUE,0,628,TRUE,37,"left","incongruent","up","double","FAM"
"1","2",120,1003,1003,TRUE,0,1003,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","2",121,633,633,TRUE,0,633,TRUE,39,"right","neutral","up","double","FAM"
"1","2",122,1309,1309,TRUE,0,1309,TRUE,39,"right","incongruent","up","center","FAM"
"1","2",124,957,957,TRUE,0,957,TRUE,37,"left","neutral","down","spatial","FAM"
"1","2",125,772,772,TRUE,0,772,TRUE,39,"right","congruent","up","center","FAM"
"1","2",127,1250,1250,TRUE,0,1250,TRUE,37,"left","incongruent","up","center","FAM"
"1","2",128,583,583,TRUE,0,583,TRUE,37,"left","congruent","up","center","FAM"
"1","2",129,911,911,TRUE,0,911,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",130,421,421,TRUE,0,421,TRUE,37,"left","congruent","up","double","FAM"
"1","2",131,586,586,TRUE,0,586,TRUE,37,"left","neutral","down","nocue","FAM"
"1","2",132,694,694,TRUE,0,694,TRUE,39,"right","incongruent","down","double","FAM"
"1","2",133,522,522,TRUE,0,522,TRUE,37,"left","neutral","up","spatial","FAM"
"1","2",134,855,855,TRUE,0,855,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","2",135,680,680,TRUE,0,680,TRUE,39,"right","neutral","up","nocue","FAM"
"1","2",136,736,736,TRUE,0,736,TRUE,39,"right","incongruent","up","double","FAM"
"1","2",138,487,487,TRUE,0,487,TRUE,39,"right","congruent","up","spatial","FAM"
"1","2",139,651,651,TRUE,0,651,TRUE,39,"right","congruent","up","double","FAM"
"1","2",141,593,593,TRUE,0,593,TRUE,39,"right","congruent","down","spatial","FAM"
"1","2",142,676,676,TRUE,0,676,TRUE,37,"left","incongruent","down","center","FAM"
"1","2",143,1005,1005,TRUE,0,1005,TRUE,39,"right","incongruent","down","center","FAM"
"1","2",144,1239,1239,TRUE,0,1239,TRUE,37,"left","neutral","up","nocue","FAM"
"2","1",2,432,432,TRUE,0,432,TRUE,37,"left","congruent","up","spatial","Reading"
"2","1",3,495,495,TRUE,0,495,TRUE,39,"right","neutral","down","nocue","Reading"
"2","1",4,571,571,TRUE,0,571,TRUE,37,"left","congruent","up","double","Reading"
"2","1",5,676,676,TRUE,0,676,TRUE,39,"right","incongruent","up","nocue","Reading"
"2","1",6,716,716,TRUE,0,716,TRUE,39,"right","neutral","up","double","Reading"
"2","1",7,600,600,TRUE,0,600,TRUE,37,"left","incongruent","down","double","Reading"
"2","1",8,457,457,TRUE,0,457,TRUE,39,"right","congruent","down","center","Reading"
"2","1",9,615,615,TRUE,0,615,TRUE,39,"right","incongruent","up","spatial","Reading"
"2","1",10,390,390,TRUE,0,390,TRUE,37,"left","congruent","down","spatial","Reading"
"2","1",11,373,373,TRUE,0,373,TRUE,37,"left","neutral","up","spatial","Reading"
"2","1",12,540,540,TRUE,0,540,TRUE,37,"left","incongruent","up","double","Reading"
"2","1",14,594,594,TRUE,0,594,TRUE,39,"right","congruent","down","spatial","Reading"
"2","1",15,463,463,TRUE,0,463,TRUE,37,"left","congruent","up","center","Reading"
"2","1",16,470,470,TRUE,0,470,TRUE,37,"left","neutral","up","center","Reading"
"2","1",17,469,469,TRUE,0,469,TRUE,37,"left","congruent","up","nocue","Reading"
"2","1",18,586,586,TRUE,0,586,TRUE,37,"left","incongruent","down","center","Reading"
"2","1",19,457,457,TRUE,0,457,TRUE,39,"right","congruent","up","spatial","Reading"
"2","1",20,692,692,TRUE,0,692,TRUE,39,"right","incongruent","down","center","Reading"
"2","1",21,440,440,TRUE,0,440,TRUE,37,"left","neutral","up","double","Reading"
"2","1",22,553,553,TRUE,0,553,TRUE,39,"right","congruent","up","double","Reading"
"2","1",23,695,695,TRUE,0,695,TRUE,39,"right","congruent","down","double","Reading"
"2","1",24,568,568,TRUE,0,568,TRUE,37,"left","congruent","down","center","Reading"
"2","1",25,532,532,TRUE,0,532,TRUE,39,"right","neutral","down","spatial","Reading"
"2","1",26,706,706,TRUE,0,706,TRUE,39,"right","incongruent","up","center","Reading"
"2","1",28,679,679,TRUE,0,679,TRUE,39,"right","incongruent","down","nocue","Reading"
"2","1",29,590,590,TRUE,0,590,TRUE,39,"right","incongruent","down","spatial","Reading"
"2","1",30,697,697,TRUE,0,697,TRUE,39,"right","incongruent","up","double","Reading"
"2","1",31,574,574,TRUE,0,574,TRUE,37,"left","congruent","down","nocue","Reading"
"2","1",32,600,600,TRUE,0,600,TRUE,39,"right","neutral","down","center","Reading"
"2","1",33,384,384,TRUE,0,384,TRUE,39,"right","neutral","up","spatial","Reading"
"2","1",34,564,564,TRUE,0,564,TRUE,37,"left","incongruent","down","spatial","Reading"
"2","1",35,512,512,TRUE,0,512,TRUE,37,"left","neutral","down","center","Reading"
"2","1",36,568,568,TRUE,0,568,TRUE,39,"right","congruent","up","center","Reading"
"2","1",37,712,712,TRUE,0,712,TRUE,37,"left","neutral","up","nocue","Reading"
"2","1",38,595,595,TRUE,0,595,TRUE,39,"right","congruent","up","nocue","Reading"
"2","1",39,523,523,TRUE,0,523,TRUE,39,"right","neutral","up","nocue","Reading"
"2","1",40,602,602,TRUE,0,602,TRUE,37,"left","neutral","down","double","Reading"
"2","1",41,575,575,TRUE,0,575,TRUE,37,"left","incongruent","up","center","Reading"
