"p","t","trial_num","rt","block_duration","full_screen","focus_shifts","stim_duration","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","group"
"1","1",1,613,613,TRUE,0,613,TRUE,37,"left","congruent","down","center","FAM"
"1","1",2,602,602,TRUE,0,602,TRUE,37,"left","neutral","down","double","FAM"
"1","1",3,520,520,TRUE,0,520,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","1",4,661,661,TRUE,0,661,TRUE,37,"left","incongruent","up","double","FAM"
"1","1",5,705,705,TRUE,0,705,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","1",6,650,650,TRUE,0,650,TRUE,39,"right","congruent","up","spatial","FAM"
"1","1",7,791,791,TRUE,0,791,TRUE,37,"left","congruent","down","double","FAM"
"1","1",8,758,758,TRUE,0,758,TRUE,39,"right","neutral","up","nocue","FAM"
"1","1",9,640,640,TRUE,0,640,TRUE,39,"right","neutral","up","double","FAM"
"1","1",10,543,543,TRUE,0,543,TRUE,37,"left","neutral","down","spatial","FAM"
"1","1",11,707,707,TRUE,0,707,TRUE,39,"right","incongruent","down","center","FAM"
"1","1",12,614,614,TRUE,0,614,TRUE,37,"left","congruent","up","center","FAM"
"1","1",13,571,571,TRUE,0,571,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","1",14,459,459,TRUE,0,459,TRUE,37,"left","neutral","up","spatial","FAM"
"1","1",15,674,674,TRUE,0,674,TRUE,39,"right","incongruent","up","center","FAM"
"1","1",16,651,651,TRUE,0,651,TRUE,37,"left","congruent","down","spatial","FAM"
"1","1",17,801,801,TRUE,0,801,TRUE,37,"left","incongruent","down","center","FAM"
"1","1",18,616,616,TRUE,0,616,TRUE,37,"left","incongruent","up","center","FAM"
"1","1",19,698,698,TRUE,0,698,TRUE,37,"left","neutral","up","nocue","FAM"
"1","1",20,636,636,TRUE,0,636,TRUE,39,"right","congruent","up","double","FAM"
"1","1",21,649,649,TRUE,0,649,TRUE,39,"right","congruent","up","center","FAM"
"1","1",22,684,684,TRUE,0,684,TRUE,39,"right","congruent","down","spatial","FAM"
"1","1",23,507,507,TRUE,0,507,TRUE,39,"right","neutral","down","spatial","FAM"
"1","1",24,625,625,TRUE,0,625,TRUE,39,"right","congruent","down","center","FAM"
"1","1",25,485,485,TRUE,0,485,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","1",26,707,707,TRUE,0,707,TRUE,37,"left","congruent","up","nocue","FAM"
"1","1",27,780,780,TRUE,0,780,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","1",28,774,774,TRUE,0,774,TRUE,39,"right","incongruent","down","double","FAM"
"1","1",29,668,668,TRUE,0,668,TRUE,39,"right","congruent","up","nocue","FAM"
"1","1",30,686,686,TRUE,0,686,TRUE,39,"right","congruent","down","double","FAM"
"1","1",31,672,672,TRUE,0,672,TRUE,39,"right","congruent","down","nocue","FAM"
"1","1",32,698,698,TRUE,0,698,TRUE,37,"left","congruent","up","double","FAM"
"1","1",33,726,726,TRUE,0,726,TRUE,37,"left","congruent","down","nocue","FAM"
"1","1",35,937,937,TRUE,0,937,TRUE,37,"left","incongruent","down","double","FAM"
"1","1",36,883,883,TRUE,0,883,TRUE,37,"left","neutral","down","nocue","FAM"
"1","1",37,663,663,TRUE,0,663,TRUE,39,"right","neutral","down","double","FAM"
"1","1",38,818,818,TRUE,0,818,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","1",39,640,640,TRUE,0,640,TRUE,39,"right","incongruent","up","double","FAM"
"1","1",40,665,665,TRUE,0,665,TRUE,39,"right","neutral","down","center","FAM"
"1","1",41,773,773,TRUE,0,773,TRUE,37,"left","neutral","up","double","FAM"
"1","1",42,673,673,TRUE,0,673,TRUE,37,"left","neutral","down","center","FAM"
"1","1",43,671,671,TRUE,0,671,TRUE,37,"left","congruent","up","spatial","FAM"
"1","1",44,813,813,TRUE,0,813,TRUE,39,"right","neutral","up","center","FAM"
"1","1",45,606,606,TRUE,0,606,TRUE,37,"left","neutral","up","center","FAM"
"1","1",46,658,658,TRUE,0,658,TRUE,39,"right","neutral","down","nocue","FAM"
"1","1",47,657,657,TRUE,0,657,TRUE,39,"right","neutral","up","spatial","FAM"
"1","1",48,584,584,TRUE,0,584,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","1",49,869,869,TRUE,0,869,TRUE,37,"left","incongruent","up","double","FAM"
"1","1",50,641,641,TRUE,0,641,TRUE,39,"right","incongruent","up","double","FAM"
"1","1",51,676,676,TRUE,0,676,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","1",52,603,603,TRUE,0,603,TRUE,39,"right","neutral","up","spatial","FAM"
"1","1",53,454,454,TRUE,0,454,TRUE,39,"right","congruent","up","spatial","FAM"
"1","1",54,639,639,TRUE,0,639,TRUE,39,"right","congruent","up","nocue","FAM"
"1","1",55,513,513,TRUE,0,513,TRUE,39,"right","neutral","down","spatial","FAM"
"1","1",56,698,698,TRUE,0,698,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","1",57,680,680,TRUE,0,680,TRUE,37,"left","neutral","down","center","FAM"
"1","1",58,627,627,TRUE,0,627,TRUE,39,"right","congruent","down","nocue","FAM"
"1","1",59,482,482,TRUE,0,482,TRUE,39,"right","congruent","down","double","FAM"
"1","1",60,543,543,TRUE,0,543,TRUE,37,"left","neutral","down","spatial","FAM"
"1","1",61,746,746,TRUE,0,746,TRUE,37,"left","congruent","down","nocue","FAM"
"1","1",62,619,619,TRUE,0,619,TRUE,39,"right","neutral","up","center","FAM"
"1","1",63,638,638,TRUE,0,638,TRUE,39,"right","congruent","down","center","FAM"
"1","1",64,525,525,TRUE,0,525,TRUE,37,"left","congruent","up","spatial","FAM"
"1","1",65,532,532,TRUE,0,532,TRUE,39,"right","neutral","up","nocue","FAM"
"1","1",66,782,782,TRUE,0,782,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","1",67,620,620,TRUE,0,620,TRUE,37,"left","congruent","up","nocue","FAM"
"1","1",68,568,568,TRUE,0,568,TRUE,37,"left","neutral","up","nocue","FAM"
"1","1",69,569,569,TRUE,0,569,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","1",70,893,893,TRUE,0,893,TRUE,39,"right","incongruent","down","center","FAM"
"1","1",71,639,639,TRUE,0,639,TRUE,39,"right","neutral","down","center","FAM"
"1","1",72,508,508,TRUE,0,508,TRUE,37,"left","neutral","up","spatial","FAM"
"1","1",73,669,669,TRUE,0,669,TRUE,37,"left","congruent","down","double","FAM"
"1","1",74,631,631,TRUE,0,631,TRUE,37,"left","neutral","up","double","FAM"
"1","1",76,687,687,TRUE,0,687,TRUE,37,"left","incongruent","down","double","FAM"
"1","1",77,614,614,TRUE,0,614,TRUE,39,"right","congruent","up","double","FAM"
"1","1",78,533,533,TRUE,0,533,TRUE,37,"left","congruent","down","spatial","FAM"
"1","1",79,648,648,TRUE,0,648,TRUE,37,"left","congruent","up","double","FAM"
"1","1",80,729,729,TRUE,0,729,TRUE,37,"left","neutral","down","nocue","FAM"
"1","1",81,756,756,TRUE,0,756,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","1",82,718,718,TRUE,0,718,TRUE,37,"left","congruent","up","center","FAM"
"1","1",83,523,523,TRUE,0,523,TRUE,39,"right","neutral","up","double","FAM"
"1","1",84,509,509,TRUE,0,509,TRUE,39,"right","congruent","down","spatial","FAM"
"1","1",85,656,656,TRUE,0,656,TRUE,37,"left","congruent","down","center","FAM"
"1","1",86,933,933,TRUE,0,933,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","1",87,577,577,TRUE,0,577,TRUE,37,"left","neutral","up","center","FAM"
"1","1",88,675,675,TRUE,0,675,TRUE,37,"left","incongruent","up","center","FAM"
"1","1",90,635,635,TRUE,0,635,TRUE,39,"right","incongruent","up","center","FAM"
"1","1",91,745,745,TRUE,0,745,TRUE,37,"left","neutral","down","double","FAM"
"1","1",92,567,567,TRUE,0,567,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","1",93,754,754,TRUE,0,754,TRUE,39,"right","neutral","down","nocue","FAM"
"1","1",94,772,772,TRUE,0,772,TRUE,39,"right","incongruent","down","double","FAM"
"1","1",95,807,807,TRUE,0,807,TRUE,37,"left","incongruent","down","center","FAM"
"1","1",96,655,655,TRUE,0,655,TRUE,39,"right","neutral","down","double","FAM"
"1","1",97,722,722,TRUE,0,722,TRUE,37,"left","neutral","down","nocue","FAM"
"1","1",98,720,720,TRUE,0,720,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","1",99,538,538,TRUE,0,538,TRUE,39,"right","neutral","up","double","FAM"
"1","1",100,722,722,TRUE,0,722,TRUE,37,"left","incongruent","down","center","FAM"
"1","1",101,628,628,TRUE,0,628,TRUE,37,"left","incongruent","up","center","FAM"
"1","1",102,484,484,TRUE,0,484,TRUE,37,"left","neutral","up","spatial","FAM"
"1","1",103,799,799,TRUE,0,799,TRUE,39,"right","incongruent","up","center","FAM"
"1","1",104,758,758,TRUE,0,758,TRUE,37,"left","incongruent","down","double","FAM"
"1","1",105,839,839,TRUE,0,839,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","1",106,607,607,TRUE,0,607,TRUE,37,"left","congruent","up","double","FAM"
"1","1",107,676,676,TRUE,0,676,TRUE,37,"left","congruent","up","spatial","FAM"
"1","1",108,758,758,TRUE,0,758,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","1",109,704,704,TRUE,0,704,TRUE,37,"left","neutral","up","nocue","FAM"
"1","1",110,710,710,TRUE,0,710,TRUE,37,"left","congruent","down","center","FAM"
"1","1",111,679,679,TRUE,0,679,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","1",112,708,708,TRUE,0,708,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","1",113,560,560,TRUE,0,560,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","1",114,492,492,TRUE,0,492,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","1",115,572,572,TRUE,0,572,TRUE,39,"right","congruent","up","center","FAM"
"1","1",116,647,647,TRUE,0,647,TRUE,39,"right","incongruent","up","double","FAM"
"1","1",117,626,626,TRUE,0,626,TRUE,39,"right","neutral","up","center","FAM"
"1","1",118,644,644,TRUE,0,644,TRUE,39,"right","congruent","up","nocue","FAM"
"1","1",119,685,685,TRUE,0,685,TRUE,39,"right","neutral","down","double","FAM"
"1","1",120,813,813,TRUE,0,813,TRUE,37,"left","neutral","down","double","FAM"
"1","1",121,556,556,TRUE,0,556,TRUE,37,"left","neutral","up","center","FAM"
"1","1",122,725,725,TRUE,0,725,TRUE,39,"right","neutral","down","center","FAM"
"1","1",123,698,698,TRUE,0,698,TRUE,39,"right","neutral","down","nocue","FAM"
"1","1",124,629,629,TRUE,0,629,TRUE,39,"right","congruent","down","center","FAM"
"1","1",125,727,727,TRUE,0,727,TRUE,37,"left","congruent","down","nocue","FAM"
"1","1",126,594,594,TRUE,0,594,TRUE,37,"left","congruent","down","spatial","FAM"
"1","1",127,671,671,TRUE,0,671,TRUE,39,"right","congruent","down","double","FAM"
"1","1",128,765,765,TRUE,0,765,TRUE,39,"right","congruent","up","double","FAM"
"1","1",129,488,488,TRUE,0,488,TRUE,39,"right","congruent","down","spatial","FAM"
"1","1",130,827,827,TRUE,0,827,TRUE,39,"right","incongruent","down","double","FAM"
"1","1",131,583,583,TRUE,0,583,TRUE,39,"right","neutral","up","spatial","FAM"
"1","1",132,671,671,TRUE,0,671,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","1",133,575,575,TRUE,0,575,TRUE,39,"right","congruent","down","nocue","FAM"
"1","1",134,748,748,TRUE,0,748,TRUE,39,"right","incongruent","down","center","FAM"
"1","1",135,519,519,TRUE,0,519,TRUE,39,"right","congruent","up","spatial","FAM"
"1","1",136,815,815,TRUE,0,815,TRUE,37,"left","congruent","up","nocue","FAM"
"1","1",137,672,672,TRUE,0,672,TRUE,37,"left","neutral","down","center","FAM"
"1","1",138,766,766,TRUE,0,766,TRUE,39,"right","neutral","down","spatial","FAM"
"1","1",139,743,743,TRUE,0,743,TRUE,37,"left","congruent","up","center","FAM"
"1","1",140,541,541,TRUE,0,541,TRUE,37,"left","neutral","down","spatial","FAM"
"1","1",141,599,599,TRUE,0,599,TRUE,37,"left","incongruent","up","double","FAM"
"1","1",142,800,800,TRUE,0,800,TRUE,39,"right","neutral","up","nocue","FAM"
"1","1",143,557,557,TRUE,0,557,TRUE,37,"left","congruent","down","double","FAM"
"1","1",144,627,627,TRUE,0,627,TRUE,37,"left","neutral","up","double","FAM"
"1","2",1,711,711,TRUE,0,711,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","2",2,463,463,TRUE,0,463,TRUE,39,"right","congruent","up","spatial","FAM"
"1","2",3,650,650,TRUE,0,650,TRUE,39,"right","neutral","down","double","FAM"
"1","2",4,534,534,TRUE,0,534,TRUE,39,"right","congruent","down","center","FAM"
"1","2",5,589,589,TRUE,0,589,TRUE,39,"right","neutral","up","center","FAM"
"1","2",6,468,468,TRUE,0,468,TRUE,37,"left","neutral","up","center","FAM"
"1","2",7,618,618,TRUE,0,618,TRUE,39,"right","congruent","up","center","FAM"
"1","2",8,746,746,TRUE,0,746,TRUE,39,"right","incongruent","down","center","FAM"
"1","2",9,523,523,TRUE,0,523,TRUE,37,"left","congruent","down","spatial","FAM"
"1","2",10,615,615,TRUE,0,615,TRUE,39,"right","neutral","up","double","FAM"
"1","2",11,778,778,TRUE,0,778,TRUE,39,"right","incongruent","down","double","FAM"
"1","2",12,675,675,TRUE,0,675,TRUE,39,"right","neutral","down","center","FAM"
"1","2",13,571,571,TRUE,0,571,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","2",14,606,606,TRUE,0,606,TRUE,37,"left","congruent","up","double","FAM"
"1","2",15,633,633,TRUE,0,633,TRUE,37,"left","congruent","down","double","FAM"
"1","2",16,649,649,TRUE,0,649,TRUE,37,"left","congruent","up","center","FAM"
"1","2",17,733,733,TRUE,0,733,TRUE,37,"left","incongruent","down","center","FAM"
"1","2",18,663,663,TRUE,0,663,TRUE,37,"left","congruent","up","nocue","FAM"
"1","2",19,472,472,TRUE,0,472,TRUE,39,"right","neutral","up","spatial","FAM"
"1","2",20,780,780,TRUE,0,780,TRUE,37,"left","neutral","down","nocue","FAM"
"1","2",21,417,417,TRUE,0,417,TRUE,37,"left","congruent","up","spatial","FAM"
"1","2",22,465,465,TRUE,0,465,TRUE,37,"left","neutral","up","double","FAM"
"1","2",23,607,607,TRUE,0,607,TRUE,39,"right","congruent","down","nocue","FAM"
"1","2",24,630,630,TRUE,0,630,TRUE,37,"left","incongruent","down","double","FAM"
"1","2",25,516,516,TRUE,0,516,TRUE,39,"right","congruent","up","nocue","FAM"
"1","2",26,514,514,TRUE,0,514,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",27,906,906,TRUE,0,906,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","2",28,512,512,TRUE,0,512,TRUE,39,"right","incongruent","up","double","FAM"
"1","2",29,649,649,TRUE,0,649,TRUE,37,"left","neutral","down","double","FAM"
"1","2",30,499,499,TRUE,0,499,TRUE,37,"left","neutral","down","spatial","FAM"
"1","2",31,642,642,TRUE,0,642,TRUE,39,"right","congruent","down","double","FAM"
"1","2",32,614,614,TRUE,0,614,TRUE,37,"left","incongruent","up","double","FAM"
"1","2",33,504,504,TRUE,0,504,TRUE,39,"right","congruent","down","spatial","FAM"
"1","2",34,550,550,TRUE,0,550,TRUE,37,"left","neutral","up","spatial","FAM"
"1","2",35,729,729,TRUE,0,729,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","2",36,686,686,TRUE,0,686,TRUE,39,"right","neutral","up","nocue","FAM"
"1","2",37,909,909,TRUE,0,909,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","2",38,682,682,TRUE,0,682,TRUE,37,"left","congruent","down","nocue","FAM"
"1","2",39,626,626,TRUE,0,626,TRUE,39,"right","incongruent","up","center","FAM"
"1","2",40,531,531,TRUE,0,531,TRUE,37,"left","congruent","down","center","FAM"
"1","2",41,482,482,TRUE,0,482,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","2",42,439,439,TRUE,0,439,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","2",43,488,488,TRUE,0,488,TRUE,39,"right","congruent","up","double","FAM"
"1","2",44,599,599,TRUE,0,599,TRUE,39,"right","neutral","down","nocue","FAM"
"1","2",45,633,633,TRUE,0,633,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","2",46,606,606,TRUE,0,606,TRUE,37,"left","incongruent","up","center","FAM"
"1","2",47,653,653,TRUE,0,653,TRUE,37,"left","neutral","down","center","FAM"
"1","2",48,605,605,TRUE,0,605,TRUE,37,"left","neutral","up","nocue","FAM"
"1","2",49,651,651,TRUE,0,651,TRUE,39,"right","congruent","up","nocue","FAM"
"1","2",50,563,563,TRUE,0,563,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","2",51,698,698,TRUE,0,698,TRUE,39,"right","incongruent","down","double","FAM"
"1","2",52,491,491,TRUE,0,491,TRUE,37,"left","neutral","down","spatial","FAM"
"1","2",53,663,663,TRUE,0,663,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","2",54,750,750,TRUE,0,750,TRUE,39,"right","congruent","down","double","FAM"
"1","2",55,628,628,TRUE,0,628,TRUE,39,"right","congruent","down","center","FAM"
"1","2",56,551,551,TRUE,0,551,TRUE,39,"right","neutral","up","center","FAM"
"1","2",57,691,691,TRUE,0,691,TRUE,39,"right","incongruent","up","center","FAM"
"1","2",58,507,507,TRUE,0,507,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","2",59,487,487,TRUE,0,487,TRUE,39,"right","congruent","up","double","FAM"
"1","2",60,524,524,TRUE,0,524,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","2",61,437,437,TRUE,0,437,TRUE,39,"right","congruent","down","spatial","FAM"
"1","2",62,642,642,TRUE,0,642,TRUE,37,"left","congruent","down","nocue","FAM"
"1","2",63,645,645,TRUE,0,645,TRUE,39,"right","incongruent","down","center","FAM"
"1","2",64,613,613,TRUE,0,613,TRUE,39,"right","neutral","down","nocue","FAM"
"1","2",65,623,623,TRUE,0,623,TRUE,39,"right","neutral","up","nocue","FAM"
"1","2",66,693,693,TRUE,0,693,TRUE,37,"left","neutral","down","nocue","FAM"
"1","2",67,728,728,TRUE,0,728,TRUE,37,"left","incongruent","down","double","FAM"
"1","2",68,523,523,TRUE,0,523,TRUE,37,"left","neutral","down","center","FAM"
"1","2",69,502,502,TRUE,0,502,TRUE,39,"right","congruent","down","nocue","FAM"
"1","2",70,378,378,TRUE,0,378,TRUE,37,"left","neutral","up","spatial","FAM"
"1","2",71,609,609,TRUE,0,609,TRUE,37,"left","congruent","up","double","FAM"
"1","2",72,596,596,TRUE,0,596,TRUE,37,"left","neutral","up","double","FAM"
"1","2",73,614,614,TRUE,0,614,TRUE,39,"right","congruent","up","center","FAM"
"1","2",74,617,617,TRUE,0,617,TRUE,39,"right","incongruent","up","double","FAM"
"1","2",75,522,522,TRUE,0,522,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",76,576,576,TRUE,0,576,TRUE,37,"left","congruent","up","center","FAM"
"1","2",77,423,423,TRUE,0,423,TRUE,39,"right","neutral","up","double","FAM"
"1","2",78,437,437,TRUE,0,437,TRUE,37,"left","incongruent","up","double","FAM"
"1","2",79,466,466,TRUE,0,466,TRUE,37,"left","congruent","down","spatial","FAM"
"1","2",80,750,750,TRUE,0,750,TRUE,37,"left","congruent","down","center","FAM"
"1","2",81,400,400,TRUE,0,400,TRUE,39,"right","neutral","up","spatial","FAM"
"1","2",82,868,868,TRUE,0,868,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","2",83,431,431,TRUE,0,431,TRUE,37,"left","congruent","up","spatial","FAM"
"1","2",84,647,647,TRUE,0,647,TRUE,37,"left","congruent","up","nocue","FAM"
"1","2",85,481,481,TRUE,0,481,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","2",86,447,447,TRUE,0,447,TRUE,39,"right","congruent","up","spatial","FAM"
"1","2",87,490,490,TRUE,0,490,TRUE,37,"left","incongruent","up","center","FAM"
"1","2",88,666,666,TRUE,0,666,TRUE,39,"right","neutral","down","center","FAM"
"1","2",89,601,601,TRUE,0,601,TRUE,37,"left","neutral","down","double","FAM"
"1","2",90,554,554,TRUE,0,554,TRUE,37,"left","neutral","up","nocue","FAM"
"1","2",91,559,559,TRUE,0,559,TRUE,37,"left","congruent","down","double","FAM"
"1","2",92,591,591,TRUE,0,591,TRUE,39,"right","neutral","down","double","FAM"
"1","2",93,707,707,TRUE,0,707,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","2",94,608,608,TRUE,0,608,TRUE,37,"left","incongruent","down","center","FAM"
"1","2",95,582,582,TRUE,0,582,TRUE,37,"left","neutral","up","center","FAM"
"1","2",96,694,694,TRUE,0,694,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","2",97,707,707,TRUE,0,707,TRUE,37,"left","incongruent","down","center","FAM"
"1","2",98,475,475,TRUE,0,475,TRUE,37,"left","neutral","up","double","FAM"
"1","2",99,535,535,TRUE,0,535,TRUE,37,"left","congruent","down","center","FAM"
"1","2",100,507,507,TRUE,0,507,TRUE,39,"right","neutral","up","center","FAM"
"1","2",101,507,507,TRUE,0,507,TRUE,37,"left","neutral","up","nocue","FAM"
"1","2",102,459,459,TRUE,0,459,TRUE,39,"right","congruent","up","center","FAM"
"1","2",103,615,615,TRUE,0,615,TRUE,39,"right","incongruent","up","nocue","FAM"
"1","2",104,731,731,TRUE,0,731,TRUE,37,"left","incongruent","up","center","FAM"
"1","2",105,672,672,TRUE,0,672,TRUE,39,"right","incongruent","down","double","FAM"
"1","2",106,661,661,TRUE,0,661,TRUE,37,"left","incongruent","up","nocue","FAM"
"1","2",107,863,863,TRUE,0,863,TRUE,39,"right","congruent","down","nocue","FAM"
"1","2",108,672,672,TRUE,0,672,TRUE,39,"right","incongruent","up","center","FAM"
"1","2",109,680,680,TRUE,0,680,TRUE,39,"right","congruent","down","double","FAM"
"1","2",110,434,434,TRUE,0,434,TRUE,39,"right","incongruent","up","spatial","FAM"
"1","2",111,727,727,TRUE,0,727,TRUE,37,"left","neutral","down","double","FAM"
"1","2",112,495,495,TRUE,0,495,TRUE,39,"right","incongruent","up","double","FAM"
"1","2",113,770,770,TRUE,0,770,TRUE,37,"left","incongruent","down","nocue","FAM"
"1","2",114,403,403,TRUE,0,403,TRUE,39,"right","neutral","up","spatial","FAM"
"1","2",115,439,439,TRUE,0,439,TRUE,37,"left","neutral","up","spatial","FAM"
"1","2",116,723,723,TRUE,0,723,TRUE,39,"right","neutral","down","nocue","FAM"
"1","2",117,575,575,TRUE,0,575,TRUE,39,"right","congruent","down","spatial","FAM"
"1","2",118,658,658,TRUE,0,658,TRUE,37,"left","neutral","down","nocue","FAM"
"1","2",119,515,515,TRUE,0,515,TRUE,37,"left","congruent","up","spatial","FAM"
"1","2",120,450,450,TRUE,0,450,TRUE,37,"left","incongruent","up","spatial","FAM"
"1","2",121,416,416,TRUE,0,416,TRUE,37,"left","congruent","down","spatial","FAM"
"1","2",122,519,519,TRUE,0,519,TRUE,37,"left","incongruent","up","double","FAM"
"1","2",123,636,636,TRUE,0,636,TRUE,39,"right","neutral","down","double","FAM"
"1","2",124,605,605,TRUE,0,605,TRUE,39,"right","congruent","up","nocue","FAM"
"1","2",125,458,458,TRUE,0,458,TRUE,39,"right","incongruent","down","spatial","FAM"
"1","2",126,828,828,TRUE,0,828,TRUE,37,"left","congruent","down","nocue","FAM"
"1","2",127,823,823,TRUE,0,823,TRUE,39,"right","incongruent","down","nocue","FAM"
"1","2",128,740,740,TRUE,0,740,TRUE,39,"right","incongruent","down","center","FAM"
"1","2",129,509,509,TRUE,0,509,TRUE,37,"left","congruent","up","center","FAM"
"1","2",130,491,491,TRUE,0,491,TRUE,39,"right","neutral","down","spatial","FAM"
"1","2",131,548,548,TRUE,0,548,TRUE,37,"left","neutral","down","center","FAM"
"1","2",132,535,535,TRUE,0,535,TRUE,37,"left","incongruent","down","spatial","FAM"
"1","2",133,425,425,TRUE,0,425,TRUE,37,"left","congruent","up","double","FAM"
"1","2",134,622,622,TRUE,0,622,TRUE,39,"right","congruent","down","center","FAM"
"1","2",135,705,705,TRUE,0,705,TRUE,37,"left","congruent","up","nocue","FAM"
"1","2",136,472,472,TRUE,0,472,TRUE,37,"left","neutral","up","center","FAM"
"1","2",137,461,461,TRUE,0,461,TRUE,37,"left","congruent","down","double","FAM"
"1","2",138,492,492,TRUE,0,492,TRUE,37,"left","incongruent","down","double","FAM"
"1","2",139,791,791,TRUE,0,791,TRUE,39,"right","neutral","up","nocue","FAM"
"1","2",140,438,438,TRUE,0,438,TRUE,39,"right","congruent","up","spatial","FAM"
"1","2",141,405,405,TRUE,0,405,TRUE,39,"right","neutral","up","double","FAM"
"1","2",142,490,490,TRUE,0,490,TRUE,37,"left","neutral","down","spatial","FAM"
"1","2",143,599,599,TRUE,0,599,TRUE,39,"right","neutral","down","center","FAM"
"1","2",144,468,468,TRUE,0,468,TRUE,39,"right","congruent","up","double","FAM"
"2","1",1,892,892,TRUE,0,892,TRUE,37,"left","congruent","up","double","FAM"
"2","1",2,864,864,TRUE,0,864,TRUE,39,"right","neutral","up","double","FAM"
"2","1",3,969,969,TRUE,0,969,TRUE,37,"left","neutral","down","double","FAM"
"2","1",4,1030,1030,TRUE,0,1030,TRUE,37,"left","congruent","up","spatial","FAM"
"2","1",5,792,792,TRUE,0,792,TRUE,39,"right","neutral","up","spatial","FAM"
"2","1",6,852,852,TRUE,0,852,TRUE,39,"right","neutral","up","nocue","FAM"
"2","1",7,890,890,TRUE,0,890,TRUE,39,"right","incongruent","up","double","FAM"
"2","1",8,1087,1087,TRUE,0,1087,TRUE,39,"right","neutral","down","nocue","FAM"
"2","1",9,958,958,TRUE,0,958,TRUE,39,"right","congruent","down","center","FAM"
"2","1",10,894,894,TRUE,0,894,TRUE,37,"left","congruent","up","nocue","FAM"
"2","1",11,821,821,TRUE,0,821,TRUE,37,"left","neutral","up","center","FAM"
"2","1",12,854,854,TRUE,0,854,TRUE,39,"right","congruent","down","spatial","FAM"
"2","1",13,912,912,TRUE,0,912,TRUE,37,"left","neutral","down","nocue","FAM"
"2","1",14,1119,1119,TRUE,0,1119,TRUE,39,"right","incongruent","up","center","FAM"
"2","1",15,905,905,TRUE,0,905,TRUE,37,"left","neutral","up","nocue","FAM"
"2","1",16,805,805,TRUE,0,805,TRUE,37,"left","congruent","down","spatial","FAM"
"2","1",17,1063,1063,TRUE,0,1063,TRUE,37,"left","incongruent","up","double","FAM"
"2","1",18,1117,1117,TRUE,0,1117,TRUE,39,"right","incongruent","down","nocue","FAM"
"2","1",19,804,804,TRUE,0,804,TRUE,37,"left","incongruent","down","spatial","FAM"
"2","1",20,813,813,TRUE,0,813,TRUE,37,"left","neutral","down","spatial","FAM"
"2","1",21,974,974,TRUE,0,974,TRUE,37,"left","congruent","down","double","FAM"
"2","1",22,996,996,TRUE,0,996,TRUE,39,"right","incongruent","down","double","FAM"
"2","1",23,961,961,TRUE,0,961,TRUE,39,"right","neutral","up","center","FAM"
"2","1",24,956,956,TRUE,0,956,TRUE,37,"left","incongruent","up","nocue","FAM"
"2","1",25,946,946,TRUE,0,946,TRUE,39,"right","neutral","down","center","FAM"
"2","1",26,904,904,TRUE,0,904,TRUE,37,"left","congruent","down","nocue","FAM"
"2","1",27,756,756,TRUE,0,756,TRUE,39,"right","neutral","down","spatial","FAM"
"2","1",28,1048,1048,TRUE,0,1048,TRUE,37,"left","incongruent","down","center","FAM"
