"rt","key_press","block_duration","possible_responses","stim_duration","exp_stage","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","trial_num","p","t","condition","experience","current","breath","group"
825,39,825,"37,39",825,"test","true",39,"right","congruent","down","double",6,"16","1","Meditation","High","Medium","HIgh","FAM"
618,37,618,"37,39",618,"test","true",37,"left","congruent","up","spatial",7,"16","1","Meditation","High","Medium","HIgh","FAM"
856,37,856,"37,39",856,"test","true",37,"left","incongruent","up","spatial",8,"16","1","Meditation","High","Medium","HIgh","FAM"
948,37,948,"37,39",948,"test","true",37,"left","incongruent","up","center",9,"16","1","Meditation","High","Medium","HIgh","FAM"
704,37,704,"37,39",704,"test","true",37,"left","neutral","up","spatial",10,"16","1","Meditation","High","Medium","HIgh","FAM"
678,39,678,"37,39",678,"test","true",39,"right","neutral","down","spatial",11,"16","1","Meditation","High","Medium","HIgh","FAM"
604,37,604,"37,39",604,"test","true",37,"left","congruent","down","double",12,"16","1","Meditation","High","Medium","HIgh","FAM"
709,37,709,"37,39",709,"test","true",37,"left","incongruent","down","nocue",13,"16","1","Meditation","High","Medium","HIgh","FAM"
794,37,794,"37,39",794,"test","true",37,"left","congruent","up","center",14,"16","1","Meditation","High","Medium","HIgh","FAM"
614,37,614,"37,39",614,"test","true",37,"left","neutral","up","center",15,"16","1","Meditation","High","Medium","HIgh","FAM"
830,39,830,"37,39",830,"test","true",39,"right","incongruent","down","double",16,"16","1","Meditation","High","Medium","HIgh","FAM"
737,39,737,"37,39",737,"test","true",39,"right","congruent","down","spatial",17,"16","1","Meditation","High","Medium","HIgh","FAM"
627,39,627,"37,39",627,"test","true",39,"right","incongruent","up","double",18,"16","1","Meditation","High","Medium","HIgh","FAM"
816,39,816,"37,39",816,"test","true",39,"right","neutral","down","center",19,"16","1","Meditation","High","Medium","HIgh","FAM"
719,37,719,"37,39",719,"test","true",37,"left","neutral","down","spatial",20,"16","1","Meditation","High","Medium","HIgh","FAM"
703,37,703,"37,39",703,"test","true",37,"left","incongruent","down","center",21,"16","1","Meditation","High","Medium","HIgh","FAM"
771,39,771,"37,39",771,"test","true",39,"right","neutral","up","double",22,"16","1","Meditation","High","Medium","HIgh","FAM"
843,39,843,"37,39",843,"test","true",39,"right","neutral","up","center",23,"16","1","Meditation","High","Medium","HIgh","FAM"
735,37,735,"37,39",735,"test","true",37,"left","congruent","up","nocue",24,"16","1","Meditation","High","Medium","HIgh","FAM"
612,39,612,"37,39",612,"test","true",39,"right","neutral","down","double",25,"16","1","Meditation","High","Medium","HIgh","FAM"
817,37,817,"37,39",817,"test","true",37,"left","neutral","up","double",26,"16","1","Meditation","High","Medium","HIgh","FAM"
1023,37,1023,"37,39",1023,"test","true",37,"left","congruent","down","center",27,"16","1","Meditation","High","Medium","HIgh","FAM"
900,39,900,"37,39",900,"test","true",39,"right","neutral","up","nocue",28,"16","1","Meditation","High","Medium","HIgh","FAM"
715,39,715,"37,39",715,"test","true",39,"right","congruent","up","nocue",29,"16","1","Meditation","High","Medium","HIgh","FAM"
832,37,832,"37,39",832,"test","true",37,"left","neutral","down","center",30,"16","1","Meditation","High","Medium","HIgh","FAM"
543,37,543,"37,39",543,"test","true",37,"left","congruent","up","double",31,"16","1","Meditation","High","Medium","HIgh","FAM"
907,37,907,"37,39",907,"test","true",37,"left","incongruent","down","spatial",32,"16","1","Meditation","High","Medium","HIgh","FAM"
737,39,737,"37,39",737,"test","true",39,"right","congruent","up","double",33,"16","1","Meditation","High","Medium","HIgh","FAM"
730,39,730,"37,39",730,"test","true",39,"right","congruent","up","spatial",34,"16","1","Meditation","High","Medium","HIgh","FAM"
608,39,608,"37,39",608,"test","true",39,"right","neutral","up","spatial",35,"16","1","Meditation","High","Medium","HIgh","FAM"
864,37,864,"37,39",864,"test","true",37,"left","incongruent","up","double",36,"16","1","Meditation","High","Medium","HIgh","FAM"
675,39,675,"37,39",675,"test","true",39,"right","incongruent","up","nocue",37,"16","1","Meditation","High","Medium","HIgh","FAM"
639,37,639,"37,39",639,"test","true",37,"left","neutral","down","double",38,"16","1","Meditation","High","Medium","HIgh","FAM"
623,37,623,"37,39",623,"test","true",37,"left","neutral","up","nocue",39,"16","1","Meditation","High","Medium","HIgh","FAM"
827,39,827,"37,39",827,"test","true",39,"right","congruent","down","center",40,"16","1","Meditation","High","Medium","HIgh","FAM"
1005,39,1005,"37,39",1005,"test","true",39,"right","incongruent","down","nocue",41,"16","1","Meditation","High","Medium","HIgh","FAM"
777,37,777,"37,39",777,"test","true",37,"left","neutral","down","nocue",42,"16","1","Meditation","High","Medium","HIgh","FAM"
853,37,853,"37,39",853,"test","true",37,"left","congruent","down","spatial",43,"16","1","Meditation","High","Medium","HIgh","FAM"
821,37,821,"37,39",821,"test","true",37,"left","incongruent","down","double",44,"16","1","Meditation","High","Medium","HIgh","FAM"
881,39,881,"37,39",881,"test","true",39,"right","congruent","down","nocue",45,"16","1","Meditation","High","Medium","HIgh","FAM"
782,39,782,"37,39",782,"test","true",39,"right","incongruent","up","center",46,"16","1","Meditation","High","Medium","HIgh","FAM"
702,39,702,"37,39",702,"test","true",39,"right","incongruent","up","spatial",48,"16","1","Meditation","High","Medium","HIgh","FAM"
852,39,852,"37,39",852,"test","true",39,"right","congruent","down","nocue",49,"16","1","Meditation","High","Medium","HIgh","FAM"
743,39,743,"37,39",743,"test","true",39,"right","congruent","down","center",50,"16","1","Meditation","High","Medium","HIgh","FAM"
1011,37,1011,"37,39",1011,"test","true",37,"left","congruent","down","center",52,"16","1","Meditation","High","Medium","HIgh","FAM"
858,39,858,"37,39",858,"test","true",39,"right","incongruent","down","nocue",53,"16","1","Meditation","High","Medium","HIgh","FAM"
780,39,780,"37,39",780,"test","true",39,"right","congruent","down","spatial",54,"16","1","Meditation","High","Medium","HIgh","FAM"
664,37,664,"37,39",664,"test","true",37,"left","incongruent","up","double",55,"16","1","Meditation","High","Medium","HIgh","FAM"
702,37,702,"37,39",702,"test","true",37,"left","neutral","down","spatial",56,"16","1","Meditation","High","Medium","HIgh","FAM"
1048,39,1048,"37,39",1048,"test","true",39,"right","incongruent","up","spatial",57,"16","1","Meditation","High","Medium","HIgh","FAM"
682,37,682,"37,39",682,"test","true",37,"left","neutral","down","center",58,"16","1","Meditation","High","Medium","HIgh","FAM"
711,39,711,"37,39",711,"test","true",39,"right","congruent","up","double",59,"16","1","Meditation","High","Medium","HIgh","FAM"
873,37,873,"37,39",873,"test","true",37,"left","incongruent","down","spatial",60,"16","1","Meditation","High","Medium","HIgh","FAM"
707,37,707,"37,39",707,"test","true",37,"left","congruent","up","spatial",61,"16","1","Meditation","High","Medium","HIgh","FAM"
646,39,646,"37,39",646,"test","true",39,"right","neutral","up","nocue",62,"16","1","Meditation","High","Medium","HIgh","FAM"
790,37,790,"37,39",790,"test","true",37,"left","incongruent","down","double",63,"16","1","Meditation","High","Medium","HIgh","FAM"
755,39,755,"37,39",755,"test","true",39,"right","incongruent","up","double",64,"16","1","Meditation","High","Medium","HIgh","FAM"
652,39,652,"37,39",652,"test","true",39,"right","congruent","up","spatial",65,"16","1","Meditation","High","Medium","HIgh","FAM"
630,37,630,"37,39",630,"test","true",37,"left","incongruent","up","nocue",66,"16","1","Meditation","High","Medium","HIgh","FAM"
708,37,708,"37,39",708,"test","true",37,"left","neutral","up","center",67,"16","1","Meditation","High","Medium","HIgh","FAM"
1122,39,1122,"37,39",1122,"test","true",39,"right","congruent","up","nocue",69,"16","1","Meditation","High","Medium","HIgh","FAM"
907,37,907,"37,39",907,"test","true",37,"left","congruent","up","double",70,"16","1","Meditation","High","Medium","HIgh","FAM"
579,39,579,"37,39",579,"test","true",39,"right","neutral","up","spatial",71,"16","1","Meditation","High","Medium","HIgh","FAM"
773,39,773,"37,39",773,"test","true",39,"right","congruent","up","center",72,"16","1","Meditation","High","Medium","HIgh","FAM"
565,37,565,"37,39",565,"test","true",37,"left","congruent","up","nocue",73,"16","1","Meditation","High","Medium","HIgh","FAM"
603,37,603,"37,39",603,"test","true",37,"left","neutral","up","nocue",74,"16","1","Meditation","High","Medium","HIgh","FAM"
857,37,857,"37,39",857,"test","true",37,"left","neutral","down","nocue",75,"16","1","Meditation","High","Medium","HIgh","FAM"
872,39,872,"37,39",872,"test","true",39,"right","neutral","up","center",76,"16","1","Meditation","High","Medium","HIgh","FAM"
713,39,713,"37,39",713,"test","true",39,"right","neutral","up","double",77,"16","1","Meditation","High","Medium","HIgh","FAM"
786,37,786,"37,39",786,"test","true",37,"left","neutral","down","double",78,"16","1","Meditation","High","Medium","HIgh","FAM"
941,37,941,"37,39",941,"test","true",37,"left","incongruent","up","center",79,"16","1","Meditation","High","Medium","HIgh","FAM"
1012,37,1012,"37,39",1012,"test","true",37,"left","congruent","down","nocue",80,"16","1","Meditation","High","Medium","HIgh","FAM"
942,37,942,"37,39",942,"test","true",37,"left","neutral","up","double",81,"16","1","Meditation","High","Medium","HIgh","FAM"
793,39,793,"37,39",793,"test","true",39,"right","congruent","down","double",82,"16","1","Meditation","High","Medium","HIgh","FAM"
521,37,521,"37,39",521,"test","true",37,"left","neutral","up","spatial",83,"16","1","Meditation","High","Medium","HIgh","FAM"
895,39,895,"37,39",895,"test","true",39,"right","incongruent","up","center",84,"16","1","Meditation","High","Medium","HIgh","FAM"
729,39,729,"37,39",729,"test","true",39,"right","incongruent","down","double",86,"16","1","Meditation","High","Medium","HIgh","FAM"
727,37,727,"37,39",727,"test","true",37,"left","congruent","down","spatial",87,"16","1","Meditation","High","Medium","HIgh","FAM"
1034,37,1034,"37,39",1034,"test","true",37,"left","incongruent","down","center",88,"16","1","Meditation","High","Medium","HIgh","FAM"
771,39,771,"37,39",771,"test","true",39,"right","neutral","down","center",89,"16","1","Meditation","High","Medium","HIgh","FAM"
688,39,688,"37,39",688,"test","true",39,"right","incongruent","down","spatial",90,"16","1","Meditation","High","Medium","HIgh","FAM"
929,37,929,"37,39",929,"test","true",37,"left","incongruent","up","spatial",91,"16","1","Meditation","High","Medium","HIgh","FAM"
506,37,506,"37,39",506,"test","true",37,"left","congruent","up","center",92,"16","1","Meditation","High","Medium","HIgh","FAM"
802,39,802,"37,39",802,"test","true",39,"right","neutral","down","spatial",93,"16","1","Meditation","High","Medium","HIgh","FAM"
703,39,703,"37,39",703,"test","true",39,"right","neutral","down","double",94,"16","1","Meditation","High","Medium","HIgh","FAM"
737,37,737,"37,39",737,"test","true",37,"left","congruent","down","double",95,"16","1","Meditation","High","Medium","HIgh","FAM"
677,39,677,"37,39",677,"test","true",39,"right","neutral","down","nocue",96,"16","1","Meditation","High","Medium","HIgh","FAM"
966,39,966,"37,39",966,"test","true",39,"right","neutral","up","double",97,"16","1","Meditation","High","Medium","HIgh","FAM"
788,39,788,"37,39",788,"test","true",39,"right","incongruent","up","center",98,"16","1","Meditation","High","Medium","HIgh","FAM"
746,37,746,"37,39",746,"test","true",37,"left","incongruent","down","spatial",99,"16","1","Meditation","High","Medium","HIgh","FAM"
602,39,602,"37,39",602,"test","true",39,"right","congruent","up","spatial",100,"16","1","Meditation","High","Medium","HIgh","FAM"
550,37,550,"37,39",550,"test","true",37,"left","neutral","up","spatial",101,"16","1","Meditation","High","Medium","HIgh","FAM"
563,39,563,"37,39",563,"test","true",39,"right","neutral","up","spatial",102,"16","1","Meditation","High","Medium","HIgh","FAM"
560,37,560,"37,39",560,"test","true",37,"left","neutral","down","spatial",103,"16","1","Meditation","High","Medium","HIgh","FAM"
637,37,637,"37,39",637,"test","true",37,"left","congruent","up","center",104,"16","1","Meditation","High","Medium","HIgh","FAM"
591,39,591,"37,39",591,"test","true",39,"right","incongruent","up","spatial",105,"16","1","Meditation","High","Medium","HIgh","FAM"
495,37,495,"37,39",495,"test","true",37,"left","congruent","down","spatial",106,"16","1","Meditation","High","Medium","HIgh","FAM"
711,39,711,"37,39",711,"test","true",39,"right","congruent","down","nocue",107,"16","1","Meditation","High","Medium","HIgh","FAM"
776,39,776,"37,39",776,"test","true",39,"right","neutral","down","center",108,"16","1","Meditation","High","Medium","HIgh","FAM"
627,37,627,"37,39",627,"test","true",37,"left","congruent","down","nocue",109,"16","1","Meditation","High","Medium","HIgh","FAM"
756,37,756,"37,39",756,"test","true",37,"left","congruent","down","double",110,"16","1","Meditation","High","Medium","HIgh","FAM"
482,37,482,"37,39",482,"test","true",37,"left","neutral","up","double",111,"16","1","Meditation","High","Medium","HIgh","FAM"
799,37,799,"37,39",799,"test","true",37,"left","incongruent","down","double",112,"16","1","Meditation","High","Medium","HIgh","FAM"
747,39,747,"37,39",747,"test","true",39,"right","incongruent","down","spatial",113,"16","1","Meditation","High","Medium","HIgh","FAM"
717,37,717,"37,39",717,"test","true",37,"left","neutral","down","double",114,"16","1","Meditation","High","Medium","HIgh","FAM"
663,37,663,"37,39",663,"test","true",37,"left","neutral","up","center",115,"16","1","Meditation","High","Medium","HIgh","FAM"
826,39,826,"37,39",826,"test","true",39,"right","incongruent","up","double",116,"16","1","Meditation","High","Medium","HIgh","FAM"
733,39,733,"37,39",733,"test","true",39,"right","congruent","up","nocue",117,"16","1","Meditation","High","Medium","HIgh","FAM"
682,39,682,"37,39",682,"test","true",39,"right","congruent","down","double",118,"16","1","Meditation","High","Medium","HIgh","FAM"
736,37,736,"37,39",736,"test","true",37,"left","neutral","down","center",119,"16","1","Meditation","High","Medium","HIgh","FAM"
582,37,582,"37,39",582,"test","true",37,"left","incongruent","up","double",120,"16","1","Meditation","High","Medium","HIgh","FAM"
672,39,672,"37,39",672,"test","true",39,"right","incongruent","up","nocue",121,"16","1","Meditation","High","Medium","HIgh","FAM"
770,37,770,"37,39",770,"test","true",37,"left","congruent","up","double",122,"16","1","Meditation","High","Medium","HIgh","FAM"
746,37,746,"37,39",746,"test","true",37,"left","incongruent","up","nocue",123,"16","1","Meditation","High","Medium","HIgh","FAM"
763,37,763,"37,39",763,"test","true",37,"left","congruent","down","center",124,"16","1","Meditation","High","Medium","HIgh","FAM"
791,39,791,"37,39",791,"test","true",39,"right","incongruent","down","double",125,"16","1","Meditation","High","Medium","HIgh","FAM"
633,39,633,"37,39",633,"test","true",39,"right","congruent","down","spatial",126,"16","1","Meditation","High","Medium","HIgh","FAM"
748,37,748,"37,39",748,"test","true",37,"left","incongruent","down","center",127,"16","1","Meditation","High","Medium","HIgh","FAM"
842,39,842,"37,39",842,"test","true",39,"right","neutral","down","nocue",128,"16","1","Meditation","High","Medium","HIgh","FAM"
972,39,972,"37,39",972,"test","true",39,"right","incongruent","down","center",129,"16","1","Meditation","High","Medium","HIgh","FAM"
924,39,924,"37,39",924,"test","true",39,"right","neutral","up","nocue",130,"16","1","Meditation","High","Medium","HIgh","FAM"
604,37,604,"37,39",604,"test","true",37,"left","neutral","up","nocue",131,"16","1","Meditation","High","Medium","HIgh","FAM"
693,37,693,"37,39",693,"test","true",37,"left","congruent","up","nocue",132,"16","1","Meditation","High","Medium","HIgh","FAM"
658,39,658,"37,39",658,"test","true",39,"right","congruent","down","center",133,"16","1","Meditation","High","Medium","HIgh","FAM"
517,37,517,"37,39",517,"test","true",37,"left","congruent","up","spatial",134,"16","1","Meditation","High","Medium","HIgh","FAM"
572,39,572,"37,39",572,"test","true",39,"right","congruent","up","center",135,"16","1","Meditation","High","Medium","HIgh","FAM"
570,39,570,"37,39",570,"test","true",39,"right","neutral","down","spatial",136,"16","1","Meditation","High","Medium","HIgh","FAM"
794,37,794,"37,39",794,"test","true",37,"left","incongruent","down","nocue",137,"16","1","Meditation","High","Medium","HIgh","FAM"
842,39,842,"37,39",842,"test","true",39,"right","incongruent","down","nocue",138,"16","1","Meditation","High","Medium","HIgh","FAM"
670,37,670,"37,39",670,"test","true",37,"left","incongruent","up","center",139,"16","1","Meditation","High","Medium","HIgh","FAM"
610,39,610,"37,39",610,"test","true",39,"right","neutral","up","center",140,"16","1","Meditation","High","Medium","HIgh","FAM"
605,39,605,"37,39",605,"test","true",39,"right","congruent","up","double",141,"16","1","Meditation","High","Medium","HIgh","FAM"
530,37,530,"37,39",530,"test","true",37,"left","incongruent","up","spatial",142,"16","1","Meditation","High","Medium","HIgh","FAM"
627,39,627,"37,39",627,"test","true",39,"right","neutral","down","double",143,"16","1","Meditation","High","Medium","HIgh","FAM"
736,37,736,"37,39",736,"test","true",37,"left","neutral","down","nocue",144,"16","1","Meditation","High","Medium","HIgh","FAM"
679,37,679,"37,39",679,"test","true",37,"left","congruent","down","double",1,"16","2","Meditation","High","Medium","HIgh","FAM"
919,39,919,"37,39",919,"test","true",39,"right","incongruent","down","spatial",2,"16","2","Meditation","High","Medium","HIgh","FAM"
941,39,941,"37,39",941,"test","true",39,"right","congruent","up","double",3,"16","2","Meditation","High","Medium","HIgh","FAM"
830,39,830,"37,39",830,"test","true",39,"right","congruent","down","spatial",4,"16","2","Meditation","High","Medium","HIgh","FAM"
848,37,848,"37,39",848,"test","true",37,"left","congruent","up","nocue",5,"16","2","Meditation","High","Medium","HIgh","FAM"
733,37,733,"37,39",733,"test","true",37,"left","incongruent","down","center",6,"16","2","Meditation","High","Medium","HIgh","FAM"
663,37,663,"37,39",663,"test","true",37,"left","neutral","down","spatial",7,"16","2","Meditation","High","Medium","HIgh","FAM"
670,39,670,"37,39",670,"test","true",39,"right","incongruent","up","spatial",8,"16","2","Meditation","High","Medium","HIgh","FAM"
535,37,535,"37,39",535,"test","true",37,"left","congruent","up","spatial",9,"16","2","Meditation","High","Medium","HIgh","FAM"
558,39,558,"37,39",558,"test","true",39,"right","neutral","up","spatial",10,"16","2","Meditation","High","Medium","HIgh","FAM"
621,39,621,"37,39",621,"test","true",39,"right","neutral","up","center",11,"16","2","Meditation","High","Medium","HIgh","FAM"
455,37,455,"37,39",455,"test","true",37,"left","neutral","up","spatial",12,"16","2","Meditation","High","Medium","HIgh","FAM"
811,37,811,"37,39",811,"test","true",37,"left","congruent","down","nocue",13,"16","2","Meditation","High","Medium","HIgh","FAM"
537,39,537,"37,39",537,"test","true",39,"right","neutral","up","double",14,"16","2","Meditation","High","Medium","HIgh","FAM"
686,39,686,"37,39",686,"test","true",39,"right","congruent","up","nocue",15,"16","2","Meditation","High","Medium","HIgh","FAM"
650,37,650,"37,39",650,"test","true",37,"left","congruent","up","center",17,"16","2","Meditation","High","Medium","HIgh","FAM"
679,37,679,"37,39",679,"test","true",37,"left","congruent","up","double",18,"16","2","Meditation","High","Medium","HIgh","FAM"
1030,37,1030,"37,39",1030,"test","true",37,"left","incongruent","down","double",19,"16","2","Meditation","High","Medium","HIgh","FAM"
800,39,800,"37,39",800,"test","true",39,"right","neutral","down","nocue",20,"16","2","Meditation","High","Medium","HIgh","FAM"
630,37,630,"37,39",630,"test","true",37,"left","incongruent","up","double",21,"16","2","Meditation","High","Medium","HIgh","FAM"
753,39,753,"37,39",753,"test","true",39,"right","congruent","down","nocue",22,"16","2","Meditation","High","Medium","HIgh","FAM"
724,39,724,"37,39",724,"test","true",39,"right","incongruent","up","double",23,"16","2","Meditation","High","Medium","HIgh","FAM"
881,37,881,"37,39",881,"test","true",37,"left","congruent","down","spatial",24,"16","2","Meditation","High","Medium","HIgh","FAM"
686,39,686,"37,39",686,"test","true",39,"right","neutral","down","center",25,"16","2","Meditation","High","Medium","HIgh","FAM"
600,37,600,"37,39",600,"test","true",37,"left","incongruent","up","spatial",26,"16","2","Meditation","High","Medium","HIgh","FAM"
648,37,648,"37,39",648,"test","true",37,"left","incongruent","up","center",27,"16","2","Meditation","High","Medium","HIgh","FAM"
791,39,791,"37,39",791,"test","true",39,"right","neutral","down","double",28,"16","2","Meditation","High","Medium","HIgh","FAM"
749,37,749,"37,39",749,"test","true",37,"left","congruent","down","center",29,"16","2","Meditation","High","Medium","HIgh","FAM"
575,39,575,"37,39",575,"test","true",39,"right","congruent","up","spatial",30,"16","2","Meditation","High","Medium","HIgh","FAM"
572,37,572,"37,39",572,"test","true",37,"left","neutral","up","center",31,"16","2","Meditation","High","Medium","HIgh","FAM"
903,39,903,"37,39",903,"test","true",39,"right","incongruent","down","center",32,"16","2","Meditation","High","Medium","HIgh","FAM"
710,39,710,"37,39",710,"test","true",39,"right","neutral","up","nocue",33,"16","2","Meditation","High","Medium","HIgh","FAM"
795,37,795,"37,39",795,"test","true",37,"left","incongruent","down","nocue",34,"16","2","Meditation","High","Medium","HIgh","FAM"
744,37,744,"37,39",744,"test","true",37,"left","incongruent","up","nocue",35,"16","2","Meditation","High","Medium","HIgh","FAM"
615,39,615,"37,39",615,"test","true",39,"right","neutral","down","spatial",36,"16","2","Meditation","High","Medium","HIgh","FAM"
853,39,853,"37,39",853,"test","true",39,"right","incongruent","down","nocue",37,"16","2","Meditation","High","Medium","HIgh","FAM"
637,39,637,"37,39",637,"test","true",39,"right","congruent","up","center",38,"16","2","Meditation","High","Medium","HIgh","FAM"
724,37,724,"37,39",724,"test","true",37,"left","neutral","up","nocue",39,"16","2","Meditation","High","Medium","HIgh","FAM"
647,39,647,"37,39",647,"test","true",39,"right","congruent","down","center",40,"16","2","Meditation","High","Medium","HIgh","FAM"
608,39,608,"37,39",608,"test","true",39,"right","congruent","down","double",41,"16","2","Meditation","High","Medium","HIgh","FAM"
708,37,708,"37,39",708,"test","true",37,"left","neutral","down","double",42,"16","2","Meditation","High","Medium","HIgh","FAM"
605,37,605,"37,39",605,"test","true",37,"left","neutral","up","double",43,"16","2","Meditation","High","Medium","HIgh","FAM"
798,39,798,"37,39",798,"test","true",39,"right","incongruent","down","double",44,"16","2","Meditation","High","Medium","HIgh","FAM"
741,39,741,"37,39",741,"test","true",39,"right","incongruent","up","nocue",45,"16","2","Meditation","High","Medium","HIgh","FAM"
636,37,636,"37,39",636,"test","true",37,"left","neutral","down","center",46,"16","2","Meditation","High","Medium","HIgh","FAM"
792,37,792,"37,39",792,"test","true",37,"left","neutral","down","nocue",47,"16","2","Meditation","High","Medium","HIgh","FAM"
903,37,903,"37,39",903,"test","true",37,"left","incongruent","down","spatial",48,"16","2","Meditation","High","Medium","HIgh","FAM"
652,37,652,"37,39",652,"test","true",37,"left","neutral","up","center",49,"16","2","Meditation","High","Medium","HIgh","FAM"
523,37,523,"37,39",523,"test","true",37,"left","neutral","up","nocue",50,"16","2","Meditation","High","Medium","HIgh","FAM"
594,37,594,"37,39",594,"test","true",37,"left","incongruent","up","nocue",51,"16","2","Meditation","High","Medium","HIgh","FAM"
1052,37,1052,"37,39",1052,"test","true",37,"left","incongruent","down","nocue",52,"16","2","Meditation","High","Medium","HIgh","FAM"
911,37,911,"37,39",911,"test","true",37,"left","incongruent","down","center",53,"16","2","Meditation","High","Medium","HIgh","FAM"
759,39,759,"37,39",759,"test","true",39,"right","neutral","down","center",54,"16","2","Meditation","High","Medium","HIgh","FAM"
806,39,806,"37,39",806,"test","true",39,"right","incongruent","down","center",55,"16","2","Meditation","High","Medium","HIgh","FAM"
757,39,757,"37,39",757,"test","true",39,"right","congruent","down","double",56,"16","2","Meditation","High","Medium","HIgh","FAM"
700,37,700,"37,39",700,"test","true",37,"left","congruent","up","center",57,"16","2","Meditation","High","Medium","HIgh","FAM"
726,37,726,"37,39",726,"test","true",37,"left","neutral","up","double",58,"16","2","Meditation","High","Medium","HIgh","FAM"
785,37,785,"37,39",785,"test","true",37,"left","congruent","up","double",59,"16","2","Meditation","High","Medium","HIgh","FAM"
731,39,731,"37,39",731,"test","true",39,"right","congruent","down","spatial",60,"16","2","Meditation","High","Medium","HIgh","FAM"
691,39,691,"37,39",691,"test","true",39,"right","incongruent","up","double",61,"16","2","Meditation","High","Medium","HIgh","FAM"
800,37,800,"37,39",800,"test","true",37,"left","incongruent","down","spatial",62,"16","2","Meditation","High","Medium","HIgh","FAM"
612,39,612,"37,39",612,"test","true",39,"right","incongruent","up","center",63,"16","2","Meditation","High","Medium","HIgh","FAM"
554,37,554,"37,39",554,"test","true",37,"left","incongruent","up","spatial",64,"16","2","Meditation","High","Medium","HIgh","FAM"
899,37,899,"37,39",899,"test","true",37,"left","congruent","down","center",65,"16","2","Meditation","High","Medium","HIgh","FAM"
793,37,793,"37,39",793,"test","true",37,"left","neutral","down","double",66,"16","2","Meditation","High","Medium","HIgh","FAM"
744,39,744,"37,39",744,"test","true",39,"right","congruent","up","center",67,"16","2","Meditation","High","Medium","HIgh","FAM"
992,37,992,"37,39",992,"test","true",37,"left","incongruent","down","double",68,"16","2","Meditation","High","Medium","HIgh","FAM"
716,37,716,"37,39",716,"test","true",37,"left","neutral","down","spatial",69,"16","2","Meditation","High","Medium","HIgh","FAM"
733,39,733,"37,39",733,"test","true",39,"right","incongruent","up","nocue",70,"16","2","Meditation","High","Medium","HIgh","FAM"
705,37,705,"37,39",705,"test","true",37,"left","congruent","down","double",71,"16","2","Meditation","High","Medium","HIgh","FAM"
698,39,698,"37,39",698,"test","true",39,"right","neutral","down","nocue",72,"16","2","Meditation","High","Medium","HIgh","FAM"
793,39,793,"37,39",793,"test","true",39,"right","incongruent","down","double",73,"16","2","Meditation","High","Medium","HIgh","FAM"
541,39,541,"37,39",541,"test","true",39,"right","congruent","up","spatial",74,"16","2","Meditation","High","Medium","HIgh","FAM"
623,39,623,"37,39",623,"test","true",39,"right","incongruent","down","spatial",75,"16","2","Meditation","High","Medium","HIgh","FAM"
514,39,514,"37,39",514,"test","true",39,"right","neutral","up","double",76,"16","2","Meditation","High","Medium","HIgh","FAM"
637,39,637,"37,39",637,"test","true",39,"right","neutral","up","nocue",77,"16","2","Meditation","High","Medium","HIgh","FAM"
842,37,842,"37,39",842,"test","true",37,"left","incongruent","up","center",78,"16","2","Meditation","High","Medium","HIgh","FAM"
726,39,726,"37,39",726,"test","true",39,"right","neutral","down","double",79,"16","2","Meditation","High","Medium","HIgh","FAM"
700,37,700,"37,39",700,"test","true",37,"left","congruent","up","nocue",80,"16","2","Meditation","High","Medium","HIgh","FAM"
715,39,715,"37,39",715,"test","true",39,"right","incongruent","down","nocue",81,"16","2","Meditation","High","Medium","HIgh","FAM"
674,39,674,"37,39",674,"test","true",39,"right","congruent","up","nocue",82,"16","2","Meditation","High","Medium","HIgh","FAM"
906,39,906,"37,39",906,"test","true",39,"right","congruent","down","center",83,"16","2","Meditation","High","Medium","HIgh","FAM"
765,39,765,"37,39",765,"test","true",39,"right","neutral","up","center",84,"16","2","Meditation","High","Medium","HIgh","FAM"
1066,37,1066,"37,39",1066,"test","true",37,"left","congruent","up","spatial",85,"16","2","Meditation","High","Medium","HIgh","FAM"
651,37,651,"37,39",651,"test","true",37,"left","incongruent","up","double",86,"16","2","Meditation","High","Medium","HIgh","FAM"
472,37,472,"37,39",472,"test","true",37,"left","neutral","up","spatial",87,"16","2","Meditation","High","Medium","HIgh","FAM"
563,39,563,"37,39",563,"test","true",39,"right","neutral","up","spatial",88,"16","2","Meditation","High","Medium","HIgh","FAM"
697,37,697,"37,39",697,"test","true",37,"left","congruent","down","nocue",89,"16","2","Meditation","High","Medium","HIgh","FAM"
744,37,744,"37,39",744,"test","true",37,"left","congruent","down","spatial",90,"16","2","Meditation","High","Medium","HIgh","FAM"
590,39,590,"37,39",590,"test","true",39,"right","incongruent","up","spatial",91,"16","2","Meditation","High","Medium","HIgh","FAM"
537,39,537,"37,39",537,"test","true",39,"right","congruent","up","double",92,"16","2","Meditation","High","Medium","HIgh","FAM"
644,37,644,"37,39",644,"test","true",37,"left","neutral","down","center",93,"16","2","Meditation","High","Medium","HIgh","FAM"
877,39,877,"37,39",877,"test","true",39,"right","congruent","down","nocue",94,"16","2","Meditation","High","Medium","HIgh","FAM"
524,39,524,"37,39",524,"test","true",39,"right","neutral","down","spatial",95,"16","2","Meditation","High","Medium","HIgh","FAM"
784,37,784,"37,39",784,"test","true",37,"left","neutral","down","nocue",96,"16","2","Meditation","High","Medium","HIgh","FAM"
