"rt","key_press","block_duration","possible_responses","stim_duration","exp_stage","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","trial_num","p","t","condition","experience","current","breath","group"
838,39,838,"37,39",838,"test","true",39,"right","incongruent","up","nocue",134,"2","1","Meditation","High","High","Low","FAM"
693,37,693,"37,39",693,"test","true",37,"left","congruent","down","center",135,"2","1","Meditation","High","High","Low","FAM"
771,39,771,"37,39",771,"test","true",39,"right","neutral","down","double",136,"2","1","Meditation","High","High","Low","FAM"
923,37,923,"37,39",923,"test","true",37,"left","incongruent","down","nocue",137,"2","1","Meditation","High","High","Low","FAM"
583,39,583,"37,39",583,"test","true",39,"right","congruent","down","spatial",138,"2","1","Meditation","High","High","Low","FAM"
725,37,725,"37,39",725,"test","true",37,"left","incongruent","down","center",139,"2","1","Meditation","High","High","Low","FAM"
809,37,809,"37,39",809,"test","true",37,"left","congruent","down","double",140,"2","1","Meditation","High","High","Low","FAM"
684,39,684,"37,39",684,"test","true",39,"right","neutral","down","nocue",141,"2","1","Meditation","High","High","Low","FAM"
778,39,778,"37,39",778,"test","true",39,"right","incongruent","down","center",142,"2","1","Meditation","High","High","Low","FAM"
955,37,955,"37,39",955,"test","true",37,"left","incongruent","down","double",143,"2","1","Meditation","High","High","Low","FAM"
672,39,672,"37,39",672,"test","true",39,"right","congruent","down","nocue",144,"2","1","Meditation","High","High","Low","FAM"
506,37,506,"37,39",506,"test","true",37,"left","incongruent","up","spatial",1,"2","2","Meditation","High","High","Low","FAM"
493,37,493,"37,39",493,"test","true",37,"left","neutral","up","nocue",2,"2","2","Meditation","High","High","Low","FAM"
567,39,567,"37,39",567,"test","true",39,"right","incongruent","up","spatial",3,"2","2","Meditation","High","High","Low","FAM"
529,39,529,"37,39",529,"test","true",39,"right","congruent","up","spatial",4,"2","2","Meditation","High","High","Low","FAM"
537,37,537,"37,39",537,"test","true",37,"left","neutral","up","spatial",5,"2","2","Meditation","High","High","Low","FAM"
634,39,634,"37,39",634,"test","true",39,"right","congruent","up","double",6,"2","2","Meditation","High","High","Low","FAM"
585,39,585,"37,39",585,"test","true",39,"right","incongruent","up","double",7,"2","2","Meditation","High","High","Low","FAM"
873,37,873,"37,39",873,"test","true",37,"left","congruent","down","center",8,"2","2","Meditation","High","High","Low","FAM"
565,37,565,"37,39",565,"test","true",37,"left","incongruent","up","double",9,"2","2","Meditation","High","High","Low","FAM"
810,37,810,"37,39",810,"test","true",37,"left","congruent","down","double",10,"2","2","Meditation","High","High","Low","FAM"
531,37,531,"37,39",531,"test","true",37,"left","congruent","up","double",11,"2","2","Meditation","High","High","Low","FAM"
644,39,644,"37,39",644,"test","true",39,"right","congruent","up","center",12,"2","2","Meditation","High","High","Low","FAM"
608,37,608,"37,39",608,"test","true",37,"left","congruent","up","spatial",13,"2","2","Meditation","High","High","Low","FAM"
602,37,602,"37,39",602,"test","true",37,"left","neutral","up","center",15,"2","2","Meditation","High","High","Low","FAM"
547,37,547,"37,39",547,"test","true",37,"left","incongruent","down","spatial",16,"2","2","Meditation","High","High","Low","FAM"
740,39,740,"37,39",740,"test","true",39,"right","congruent","down","nocue",17,"2","2","Meditation","High","High","Low","FAM"
651,39,651,"37,39",651,"test","true",39,"right","incongruent","down","spatial",18,"2","2","Meditation","High","High","Low","FAM"
616,37,616,"37,39",616,"test","true",37,"left","neutral","down","center",19,"2","2","Meditation","High","High","Low","FAM"
771,39,771,"37,39",771,"test","true",39,"right","incongruent","down","center",20,"2","2","Meditation","High","High","Low","FAM"
521,37,521,"37,39",521,"test","true",37,"left","incongruent","up","nocue",21,"2","2","Meditation","High","High","Low","FAM"
598,39,598,"37,39",598,"test","true",39,"right","congruent","down","double",22,"2","2","Meditation","High","High","Low","FAM"
813,39,813,"37,39",813,"test","true",39,"right","neutral","down","spatial",23,"2","2","Meditation","High","High","Low","FAM"
539,39,539,"37,39",539,"test","true",39,"right","neutral","up","spatial",24,"2","2","Meditation","High","High","Low","FAM"
667,39,667,"37,39",667,"test","true",39,"right","congruent","down","center",25,"2","2","Meditation","High","High","Low","FAM"
516,37,516,"37,39",516,"test","true",37,"left","neutral","down","spatial",26,"2","2","Meditation","High","High","Low","FAM"
469,37,469,"37,39",469,"test","true",37,"left","neutral","up","double",27,"2","2","Meditation","High","High","Low","FAM"
866,37,866,"37,39",866,"test","true",37,"left","neutral","down","double",28,"2","2","Meditation","High","High","Low","FAM"
657,39,657,"37,39",657,"test","true",39,"right","congruent","up","nocue",29,"2","2","Meditation","High","High","Low","FAM"
632,39,632,"37,39",632,"test","true",39,"right","neutral","down","center",30,"2","2","Meditation","High","High","Low","FAM"
807,37,807,"37,39",807,"test","true",37,"left","incongruent","down","double",31,"2","2","Meditation","High","High","Low","FAM"
706,37,706,"37,39",706,"test","true",37,"left","congruent","up","nocue",32,"2","2","Meditation","High","High","Low","FAM"
775,37,775,"37,39",775,"test","true",37,"left","incongruent","down","center",33,"2","2","Meditation","High","High","Low","FAM"
765,39,765,"37,39",765,"test","true",39,"right","incongruent","up","nocue",34,"2","2","Meditation","High","High","Low","FAM"
769,39,769,"37,39",769,"test","true",39,"right","neutral","up","nocue",35,"2","2","Meditation","High","High","Low","FAM"
629,39,629,"37,39",629,"test","true",39,"right","neutral","down","nocue",36,"2","2","Meditation","High","High","Low","FAM"
659,37,659,"37,39",659,"test","true",37,"left","congruent","down","spatial",37,"2","2","Meditation","High","High","Low","FAM"
681,39,681,"37,39",681,"test","true",39,"right","neutral","up","center",38,"2","2","Meditation","High","High","Low","FAM"
592,39,592,"37,39",592,"test","true",39,"right","congruent","down","spatial",39,"2","2","Meditation","High","High","Low","FAM"
782,37,782,"37,39",782,"test","true",37,"left","congruent","up","center",40,"2","2","Meditation","High","High","Low","FAM"
719,39,719,"37,39",719,"test","true",39,"right","neutral","down","double",41,"2","2","Meditation","High","High","Low","FAM"
848,39,848,"37,39",848,"test","true",39,"right","incongruent","up","center",42,"2","2","Meditation","High","High","Low","FAM"
701,37,701,"37,39",701,"test","true",37,"left","incongruent","up","center",43,"2","2","Meditation","High","High","Low","FAM"
733,39,733,"37,39",733,"test","true",39,"right","neutral","up","double",44,"2","2","Meditation","High","High","Low","FAM"
753,39,753,"37,39",753,"test","true",39,"right","incongruent","down","nocue",45,"2","2","Meditation","High","High","Low","FAM"
703,37,703,"37,39",703,"test","true",37,"left","incongruent","down","nocue",46,"2","2","Meditation","High","High","Low","FAM"
645,37,645,"37,39",645,"test","true",37,"left","congruent","down","nocue",47,"2","2","Meditation","High","High","Low","FAM"
599,37,599,"37,39",599,"test","true",37,"left","neutral","down","nocue",48,"2","2","Meditation","High","High","Low","FAM"
537,39,537,"37,39",537,"test","true",39,"right","neutral","up","spatial",49,"2","2","Meditation","High","High","Low","FAM"
732,37,732,"37,39",732,"test","true",37,"left","neutral","down","nocue",50,"2","2","Meditation","High","High","Low","FAM"
600,37,600,"37,39",600,"test","true",37,"left","incongruent","down","nocue",51,"2","2","Meditation","High","High","Low","FAM"
501,39,501,"37,39",501,"test","true",39,"right","incongruent","up","spatial",52,"2","2","Meditation","High","High","Low","FAM"
726,39,726,"37,39",726,"test","true",39,"right","congruent","down","nocue",53,"2","2","Meditation","High","High","Low","FAM"
693,39,693,"37,39",693,"test","true",39,"right","congruent","down","center",54,"2","2","Meditation","High","High","Low","FAM"
700,39,700,"37,39",700,"test","true",39,"right","congruent","up","center",55,"2","2","Meditation","High","High","Low","FAM"
588,37,588,"37,39",588,"test","true",37,"left","congruent","up","double",56,"2","2","Meditation","High","High","Low","FAM"
762,37,762,"37,39",762,"test","true",37,"left","congruent","down","nocue",57,"2","2","Meditation","High","High","Low","FAM"
676,39,676,"37,39",676,"test","true",39,"right","congruent","up","double",58,"2","2","Meditation","High","High","Low","FAM"
597,39,597,"37,39",597,"test","true",39,"right","congruent","down","spatial",59,"2","2","Meditation","High","High","Low","FAM"
713,37,713,"37,39",713,"test","true",37,"left","incongruent","up","center",60,"2","2","Meditation","High","High","Low","FAM"
612,37,612,"37,39",612,"test","true",37,"left","neutral","down","spatial",61,"2","2","Meditation","High","High","Low","FAM"
664,37,664,"37,39",664,"test","true",37,"left","incongruent","down","spatial",62,"2","2","Meditation","High","High","Low","FAM"
654,37,654,"37,39",654,"test","true",37,"left","neutral","down","center",63,"2","2","Meditation","High","High","Low","FAM"
708,37,708,"37,39",708,"test","true",37,"left","neutral","up","nocue",64,"2","2","Meditation","High","High","Low","FAM"
619,39,619,"37,39",619,"test","true",39,"right","neutral","down","spatial",65,"2","2","Meditation","High","High","Low","FAM"
611,37,611,"37,39",611,"test","true",37,"left","neutral","up","center",66,"2","2","Meditation","High","High","Low","FAM"
607,39,607,"37,39",607,"test","true",39,"right","incongruent","up","double",67,"2","2","Meditation","High","High","Low","FAM"
601,39,601,"37,39",601,"test","true",39,"right","incongruent","up","center",68,"2","2","Meditation","High","High","Low","FAM"
877,37,877,"37,39",877,"test","true",37,"left","congruent","down","double",69,"2","2","Meditation","High","High","Low","FAM"
754,39,754,"37,39",754,"test","true",39,"right","incongruent","down","double",70,"2","2","Meditation","High","High","Low","FAM"
946,39,946,"37,39",946,"test","true",39,"right","neutral","down","double",71,"2","2","Meditation","High","High","Low","FAM"
742,37,742,"37,39",742,"test","true",37,"left","incongruent","down","center",72,"2","2","Meditation","High","High","Low","FAM"
765,39,765,"37,39",765,"test","true",39,"right","incongruent","down","center",73,"2","2","Meditation","High","High","Low","FAM"
673,39,673,"37,39",673,"test","true",39,"right","neutral","down","center",74,"2","2","Meditation","High","High","Low","FAM"
657,37,657,"37,39",657,"test","true",37,"left","congruent","up","spatial",75,"2","2","Meditation","High","High","Low","FAM"
911,37,911,"37,39",911,"test","true",37,"left","congruent","up","nocue",76,"2","2","Meditation","High","High","Low","FAM"
569,37,569,"37,39",569,"test","true",37,"left","neutral","up","double",77,"2","2","Meditation","High","High","Low","FAM"
763,39,763,"37,39",763,"test","true",39,"right","congruent","down","double",78,"2","2","Meditation","High","High","Low","FAM"
855,39,855,"37,39",855,"test","true",39,"right","incongruent","down","spatial",79,"2","2","Meditation","High","High","Low","FAM"
826,37,826,"37,39",826,"test","true",37,"left","incongruent","down","double",80,"2","2","Meditation","High","High","Low","FAM"
683,37,683,"37,39",683,"test","true",37,"left","incongruent","up","double",81,"2","2","Meditation","High","High","Low","FAM"
608,39,608,"37,39",608,"test","true",39,"right","neutral","down","nocue",82,"2","2","Meditation","High","High","Low","FAM"
673,37,673,"37,39",673,"test","true",37,"left","congruent","down","spatial",83,"2","2","Meditation","High","High","Low","FAM"
677,39,677,"37,39",677,"test","true",39,"right","neutral","up","double",84,"2","2","Meditation","High","High","Low","FAM"
626,37,626,"37,39",626,"test","true",37,"left","neutral","down","double",85,"2","2","Meditation","High","High","Low","FAM"
663,39,663,"37,39",663,"test","true",39,"right","neutral","up","nocue",86,"2","2","Meditation","High","High","Low","FAM"
1009,37,1009,"37,39",1009,"test","true",37,"left","incongruent","up","nocue",87,"2","2","Meditation","High","High","Low","FAM"
723,39,723,"37,39",723,"test","true",39,"right","neutral","up","center",88,"2","2","Meditation","High","High","Low","FAM"
709,37,709,"37,39",709,"test","true",37,"left","incongruent","up","spatial",89,"2","2","Meditation","High","High","Low","FAM"
513,39,513,"37,39",513,"test","true",39,"right","congruent","up","spatial",90,"2","2","Meditation","High","High","Low","FAM"
746,37,746,"37,39",746,"test","true",37,"left","congruent","down","center",91,"2","2","Meditation","High","High","Low","FAM"
579,37,579,"37,39",579,"test","true",37,"left","neutral","up","spatial",92,"2","2","Meditation","High","High","Low","FAM"
719,39,719,"37,39",719,"test","true",39,"right","incongruent","down","nocue",93,"2","2","Meditation","High","High","Low","FAM"
798,39,798,"37,39",798,"test","true",39,"right","incongruent","up","nocue",94,"2","2","Meditation","High","High","Low","FAM"
659,37,659,"37,39",659,"test","true",37,"left","congruent","up","center",95,"2","2","Meditation","High","High","Low","FAM"
605,39,605,"37,39",605,"test","true",39,"right","congruent","up","nocue",96,"2","2","Meditation","High","High","Low","FAM"
651,37,651,"37,39",651,"test","true",37,"left","incongruent","down","spatial",97,"2","2","Meditation","High","High","Low","FAM"
770,37,770,"37,39",770,"test","true",37,"left","congruent","down","double",98,"2","2","Meditation","High","High","Low","FAM"
804,37,804,"37,39",804,"test","true",37,"left","neutral","up","double",99,"2","2","Meditation","High","High","Low","FAM"
733,39,733,"37,39",733,"test","true",39,"right","neutral","up","double",100,"2","2","Meditation","High","High","Low","FAM"
685,37,685,"37,39",685,"test","true",37,"left","incongruent","up","double",101,"2","2","Meditation","High","High","Low","FAM"
654,39,654,"37,39",654,"test","true",39,"right","neutral","down","nocue",102,"2","2","Meditation","High","High","Low","FAM"
637,39,637,"37,39",637,"test","true",39,"right","congruent","up","spatial",103,"2","2","Meditation","High","High","Low","FAM"
816,37,816,"37,39",816,"test","true",37,"left","incongruent","down","nocue",104,"2","2","Meditation","High","High","Low","FAM"
486,39,486,"37,39",486,"test","true",39,"right","incongruent","up","spatial",105,"2","2","Meditation","High","High","Low","FAM"
813,39,813,"37,39",813,"test","true",39,"right","incongruent","down","double",106,"2","2","Meditation","High","High","Low","FAM"
764,39,764,"37,39",764,"test","true",39,"right","incongruent","up","double",107,"2","2","Meditation","High","High","Low","FAM"
618,39,618,"37,39",618,"test","true",39,"right","neutral","up","spatial",108,"2","2","Meditation","High","High","Low","FAM"
588,37,588,"37,39",588,"test","true",37,"left","incongruent","up","spatial",109,"2","2","Meditation","High","High","Low","FAM"
904,37,904,"37,39",904,"test","true",37,"left","congruent","up","double",110,"2","2","Meditation","High","High","Low","FAM"
673,37,673,"37,39",673,"test","true",37,"left","neutral","up","spatial",111,"2","2","Meditation","High","High","Low","FAM"
815,39,815,"37,39",815,"test","true",39,"right","incongruent","up","nocue",112,"2","2","Meditation","High","High","Low","FAM"
698,39,698,"37,39",698,"test","true",39,"right","neutral","up","nocue",113,"2","2","Meditation","High","High","Low","FAM"
640,37,640,"37,39",640,"test","true",37,"left","neutral","down","nocue",114,"2","2","Meditation","High","High","Low","FAM"
731,39,731,"37,39",731,"test","true",39,"right","congruent","down","nocue",115,"2","2","Meditation","High","High","Low","FAM"
829,37,829,"37,39",829,"test","true",37,"left","incongruent","up","center",116,"2","2","Meditation","High","High","Low","FAM"
771,37,771,"37,39",771,"test","true",37,"left","neutral","down","center",117,"2","2","Meditation","High","High","Low","FAM"
740,39,740,"37,39",740,"test","true",39,"right","incongruent","up","center",118,"2","2","Meditation","High","High","Low","FAM"
759,37,759,"37,39",759,"test","true",37,"left","incongruent","down","center",119,"2","2","Meditation","High","High","Low","FAM"
891,37,891,"37,39",891,"test","true",37,"left","congruent","down","nocue",120,"2","2","Meditation","High","High","Low","FAM"
683,39,683,"37,39",683,"test","true",39,"right","congruent","down","center",121,"2","2","Meditation","High","High","Low","FAM"
746,39,746,"37,39",746,"test","true",39,"right","congruent","down","double",122,"2","2","Meditation","High","High","Low","FAM"
845,39,845,"37,39",845,"test","true",39,"right","neutral","down","center",123,"2","2","Meditation","High","High","Low","FAM"
785,37,785,"37,39",785,"test","true",37,"left","neutral","up","center",124,"2","2","Meditation","High","High","Low","FAM"
670,39,670,"37,39",670,"test","true",39,"right","congruent","down","spatial",125,"2","2","Meditation","High","High","Low","FAM"
796,37,796,"37,39",796,"test","true",37,"left","congruent","down","center",126,"2","2","Meditation","High","High","Low","FAM"
697,37,697,"37,39",697,"test","true",37,"left","neutral","up","nocue",127,"2","2","Meditation","High","High","Low","FAM"
704,37,704,"37,39",704,"test","true",37,"left","congruent","down","spatial",128,"2","2","Meditation","High","High","Low","FAM"
887,37,887,"37,39",887,"test","true",37,"left","incongruent","up","nocue",129,"2","2","Meditation","High","High","Low","FAM"
582,39,582,"37,39",582,"test","true",39,"right","congruent","up","double",130,"2","2","Meditation","High","High","Low","FAM"
701,37,701,"37,39",701,"test","true",37,"left","neutral","down","double",131,"2","2","Meditation","High","High","Low","FAM"
890,37,890,"37,39",890,"test","true",37,"left","congruent","up","center",132,"2","2","Meditation","High","High","Low","FAM"
1029,37,1029,"37,39",1029,"test","true",37,"left","incongruent","down","double",133,"2","2","Meditation","High","High","Low","FAM"
897,39,897,"37,39",897,"test","true",39,"right","incongruent","down","center",134,"2","2","Meditation","High","High","Low","FAM"
752,39,752,"37,39",752,"test","true",39,"right","neutral","down","spatial",135,"2","2","Meditation","High","High","Low","FAM"
730,39,730,"37,39",730,"test","true",39,"right","incongruent","down","spatial",136,"2","2","Meditation","High","High","Low","FAM"
640,37,640,"37,39",640,"test","true",37,"left","neutral","down","spatial",137,"2","2","Meditation","High","High","Low","FAM"
728,39,728,"37,39",728,"test","true",39,"right","congruent","up","nocue",138,"2","2","Meditation","High","High","Low","FAM"
737,39,737,"37,39",737,"test","true",39,"right","congruent","up","center",139,"2","2","Meditation","High","High","Low","FAM"
923,37,923,"37,39",923,"test","true",37,"left","congruent","up","nocue",140,"2","2","Meditation","High","High","Low","FAM"
970,39,970,"37,39",970,"test","true",39,"right","incongruent","down","nocue",141,"2","2","Meditation","High","High","Low","FAM"
726,39,726,"37,39",726,"test","true",39,"right","neutral","up","center",142,"2","2","Meditation","High","High","Low","FAM"
591,37,591,"37,39",591,"test","true",37,"left","congruent","up","spatial",143,"2","2","Meditation","High","High","Low","FAM"
1049,39,1049,"37,39",1049,"test","true",39,"right","incongruent","up","nocue",1,"20","1","Control","Low","High","HIgh","Reading"
935,39,935,"37,39",935,"test","true",39,"right","neutral","down","spatial",2,"20","1","Control","Low","High","HIgh","Reading"
745,39,745,"37,39",745,"test","true",39,"right","neutral","up","double",3,"20","1","Control","Low","High","HIgh","Reading"
846,39,846,"37,39",846,"test","true",39,"right","congruent","down","center",4,"20","1","Control","Low","High","HIgh","Reading"
748,39,748,"37,39",748,"test","true",39,"right","incongruent","down","nocue",5,"20","1","Control","Low","High","HIgh","Reading"
745,37,745,"37,39",745,"test","true",37,"left","neutral","up","center",6,"20","1","Control","Low","High","HIgh","Reading"
671,39,671,"37,39",671,"test","true",39,"right","incongruent","up","center",7,"20","1","Control","Low","High","HIgh","Reading"
804,37,804,"37,39",804,"test","true",37,"left","congruent","down","spatial",8,"20","1","Control","Low","High","HIgh","Reading"
886,37,886,"37,39",886,"test","true",37,"left","incongruent","down","nocue",9,"20","1","Control","Low","High","HIgh","Reading"
690,39,690,"37,39",690,"test","true",39,"right","neutral","down","double",10,"20","1","Control","Low","High","HIgh","Reading"
632,37,632,"37,39",632,"test","true",37,"left","congruent","up","spatial",11,"20","1","Control","Low","High","HIgh","Reading"
696,37,696,"37,39",696,"test","true",37,"left","neutral","up","double",12,"20","1","Control","Low","High","HIgh","Reading"
456,37,456,"37,39",456,"test","true",37,"left","congruent","up","nocue",13,"20","1","Control","Low","High","HIgh","Reading"
559,39,559,"37,39",559,"test","true",39,"right","incongruent","up","spatial",14,"20","1","Control","Low","High","HIgh","Reading"
633,37,633,"37,39",633,"test","true",37,"left","congruent","up","double",15,"20","1","Control","Low","High","HIgh","Reading"
982,39,982,"37,39",982,"test","true",39,"right","neutral","down","center",16,"20","1","Control","Low","High","HIgh","Reading"
798,37,798,"37,39",798,"test","true",37,"left","incongruent","down","center",17,"20","1","Control","Low","High","HIgh","Reading"
766,37,766,"37,39",766,"test","true",37,"left","incongruent","down","double",18,"20","1","Control","Low","High","HIgh","Reading"
615,37,615,"37,39",615,"test","true",37,"left","congruent","down","center",19,"20","1","Control","Low","High","HIgh","Reading"
844,39,844,"37,39",844,"test","true",39,"right","congruent","down","nocue",20,"20","1","Control","Low","High","HIgh","Reading"
644,37,644,"37,39",644,"test","true",37,"left","neutral","down","center",21,"20","1","Control","Low","High","HIgh","Reading"
653,37,653,"37,39",653,"test","true",37,"left","congruent","down","nocue",22,"20","1","Control","Low","High","HIgh","Reading"
887,39,887,"37,39",887,"test","true",39,"right","congruent","up","double",23,"20","1","Control","Low","High","HIgh","Reading"
814,39,814,"37,39",814,"test","true",39,"right","congruent","up","spatial",24,"20","1","Control","Low","High","HIgh","Reading"
693,39,693,"37,39",693,"test","true",39,"right","neutral","up","center",25,"20","1","Control","Low","High","HIgh","Reading"
598,39,598,"37,39",598,"test","true",39,"right","congruent","up","nocue",26,"20","1","Control","Low","High","HIgh","Reading"
1112,39,1112,"37,39",1112,"test","true",39,"right","incongruent","down","spatial",27,"20","1","Control","Low","High","HIgh","Reading"
704,37,704,"37,39",704,"test","true",37,"left","congruent","up","center",28,"20","1","Control","Low","High","HIgh","Reading"
678,39,678,"37,39",678,"test","true",39,"right","neutral","up","spatial",29,"20","1","Control","Low","High","HIgh","Reading"
864,39,864,"37,39",864,"test","true",39,"right","congruent","down","spatial",30,"20","1","Control","Low","High","HIgh","Reading"
647,37,647,"37,39",647,"test","true",37,"left","neutral","up","nocue",31,"20","1","Control","Low","High","HIgh","Reading"
819,37,819,"37,39",819,"test","true",37,"left","incongruent","down","spatial",32,"20","1","Control","Low","High","HIgh","Reading"
931,39,931,"37,39",931,"test","true",39,"right","incongruent","down","center",33,"20","1","Control","Low","High","HIgh","Reading"
775,37,775,"37,39",775,"test","true",37,"left","neutral","down","double",34,"20","1","Control","Low","High","HIgh","Reading"
830,39,830,"37,39",830,"test","true",39,"right","incongruent","down","double",35,"20","1","Control","Low","High","HIgh","Reading"
1021,39,1021,"37,39",1021,"test","true",39,"right","incongruent","up","double",36,"20","1","Control","Low","High","HIgh","Reading"
754,37,754,"37,39",754,"test","true",37,"left","congruent","down","double",37,"20","1","Control","Low","High","HIgh","Reading"
933,37,933,"37,39",933,"test","true",37,"left","neutral","up","spatial",38,"20","1","Control","Low","High","HIgh","Reading"
835,39,835,"37,39",835,"test","true",39,"right","congruent","up","center",39,"20","1","Control","Low","High","HIgh","Reading"
968,37,968,"37,39",968,"test","true",37,"left","neutral","down","spatial",40,"20","1","Control","Low","High","HIgh","Reading"
852,37,852,"37,39",852,"test","true",37,"left","incongruent","up","nocue",41,"20","1","Control","Low","High","HIgh","Reading"
750,37,750,"37,39",750,"test","true",37,"left","incongruent","up","double",42,"20","1","Control","Low","High","HIgh","Reading"
887,39,887,"37,39",887,"test","true",39,"right","neutral","down","nocue",43,"20","1","Control","Low","High","HIgh","Reading"
816,39,816,"37,39",816,"test","true",39,"right","congruent","down","double",44,"20","1","Control","Low","High","HIgh","Reading"
821,37,821,"37,39",821,"test","true",37,"left","incongruent","up","spatial",45,"20","1","Control","Low","High","HIgh","Reading"
804,37,804,"37,39",804,"test","true",37,"left","neutral","down","nocue",46,"20","1","Control","Low","High","HIgh","Reading"
646,37,646,"37,39",646,"test","true",37,"left","incongruent","up","center",47,"20","1","Control","Low","High","HIgh","Reading"
666,39,666,"37,39",666,"test","true",39,"right","neutral","up","nocue",48,"20","1","Control","Low","High","HIgh","Reading"
541,37,541,"37,39",541,"test","true",37,"left","neutral","down","nocue",50,"20","1","Control","Low","High","HIgh","Reading"
861,39,861,"37,39",861,"test","true",39,"right","congruent","down","double",51,"20","1","Control","Low","High","HIgh","Reading"
935,39,935,"37,39",935,"test","true",39,"right","incongruent","down","nocue",52,"20","1","Control","Low","High","HIgh","Reading"
788,37,788,"37,39",788,"test","true",37,"left","neutral","up","double",53,"20","1","Control","Low","High","HIgh","Reading"
1038,37,1038,"37,39",1038,"test","true",37,"left","incongruent","down","nocue",55,"20","1","Control","Low","High","HIgh","Reading"
881,39,881,"37,39",881,"test","true",39,"right","incongruent","down","center",56,"20","1","Control","Low","High","HIgh","Reading"
756,39,756,"37,39",756,"test","true",39,"right","congruent","up","nocue",57,"20","1","Control","Low","High","HIgh","Reading"
1090,39,1090,"37,39",1090,"test","true",39,"right","incongruent","up","double",58,"20","1","Control","Low","High","HIgh","Reading"
961,37,961,"37,39",961,"test","true",37,"left","incongruent","down","double",59,"20","1","Control","Low","High","HIgh","Reading"
613,37,613,"37,39",613,"test","true",37,"left","incongruent","up","spatial",60,"20","1","Control","Low","High","HIgh","Reading"
724,37,724,"37,39",724,"test","true",37,"left","neutral","down","center",61,"20","1","Control","Low","High","HIgh","Reading"
1333,39,1333,"37,39",1333,"test","true",39,"right","neutral","down","nocue",62,"20","1","Control","Low","High","HIgh","Reading"
841,39,841,"37,39",841,"test","true",39,"right","incongruent","up","nocue",63,"20","1","Control","Low","High","HIgh","Reading"
650,39,650,"37,39",650,"test","true",39,"right","neutral","down","double",64,"20","1","Control","Low","High","HIgh","Reading"
677,37,677,"37,39",677,"test","true",37,"left","congruent","down","center",65,"20","1","Control","Low","High","HIgh","Reading"
557,37,557,"37,39",557,"test","true",37,"left","congruent","down","spatial",66,"20","1","Control","Low","High","HIgh","Reading"
577,37,577,"37,39",577,"test","true",37,"left","neutral","down","double",67,"20","1","Control","Low","High","HIgh","Reading"
1178,39,1178,"37,39",1178,"test","true",39,"right","incongruent","up","center",68,"20","1","Control","Low","High","HIgh","Reading"
539,37,539,"37,39",539,"test","true",37,"left","neutral","up","nocue",69,"20","1","Control","Low","High","HIgh","Reading"
585,37,585,"37,39",585,"test","true",37,"left","incongruent","up","center",70,"20","1","Control","Low","High","HIgh","Reading"
950,39,950,"37,39",950,"test","true",39,"right","neutral","up","center",71,"20","1","Control","Low","High","HIgh","Reading"
664,39,664,"37,39",664,"test","true",39,"right","neutral","up","spatial",72,"20","1","Control","Low","High","HIgh","Reading"
675,37,675,"37,39",675,"test","true",37,"left","neutral","up","center",73,"20","1","Control","Low","High","HIgh","Reading"
959,37,959,"37,39",959,"test","true",37,"left","incongruent","down","center",74,"20","1","Control","Low","High","HIgh","Reading"
683,37,683,"37,39",683,"test","true",37,"left","congruent","down","nocue",75,"20","1","Control","Low","High","HIgh","Reading"
1003,39,1003,"37,39",1003,"test","true",39,"right","congruent","down","center",76,"20","1","Control","Low","High","HIgh","Reading"
799,37,799,"37,39",799,"test","true",37,"left","congruent","up","center",77,"20","1","Control","Low","High","HIgh","Reading"
886,39,886,"37,39",886,"test","true",39,"right","congruent","down","nocue",78,"20","1","Control","Low","High","HIgh","Reading"
976,37,976,"37,39",976,"test","true",37,"left","incongruent","up","double",79,"20","1","Control","Low","High","HIgh","Reading"
673,39,673,"37,39",673,"test","true",39,"right","neutral","up","double",80,"20","1","Control","Low","High","HIgh","Reading"
636,39,636,"37,39",636,"test","true",39,"right","congruent","up","spatial",81,"20","1","Control","Low","High","HIgh","Reading"
884,37,884,"37,39",884,"test","true",37,"left","incongruent","up","nocue",82,"20","1","Control","Low","High","HIgh","Reading"
655,37,655,"37,39",655,"test","true",37,"left","congruent","down","double",84,"20","1","Control","Low","High","HIgh","Reading"
566,37,566,"37,39",566,"test","true",37,"left","neutral","up","spatial",85,"20","1","Control","Low","High","HIgh","Reading"
1055,39,1055,"37,39",1055,"test","true",39,"right","incongruent","down","double",86,"20","1","Control","Low","High","HIgh","Reading"
652,37,652,"37,39",652,"test","true",37,"left","congruent","up","spatial",87,"20","1","Control","Low","High","HIgh","Reading"
581,37,581,"37,39",581,"test","true",37,"left","congruent","up","double",88,"20","1","Control","Low","High","HIgh","Reading"
865,39,865,"37,39",865,"test","true",39,"right","congruent","up","double",89,"20","1","Control","Low","High","HIgh","Reading"
1099,39,1099,"37,39",1099,"test","true",39,"right","incongruent","down","spatial",90,"20","1","Control","Low","High","HIgh","Reading"
654,39,654,"37,39",654,"test","true",39,"right","neutral","down","spatial",91,"20","1","Control","Low","High","HIgh","Reading"
788,39,788,"37,39",788,"test","true",39,"right","neutral","up","nocue",92,"20","1","Control","Low","High","HIgh","Reading"
605,39,605,"37,39",605,"test","true",39,"right","neutral","down","center",93,"20","1","Control","Low","High","HIgh","Reading"
934,37,934,"37,39",934,"test","true",37,"left","incongruent","down","spatial",94,"20","1","Control","Low","High","HIgh","Reading"
